Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Dach [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Wand.West [C]
713	20.0001	0	0	20	0.00137548	-0.0013508	20	20	20	20	20	20	20	20.0097	-0.924271	0.390596	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	21.1983	-0.617973	-323.966	24.9396	18.8222	24.5468	18.8222	18.8222	18.8222	18.8222	20.1084	4.54E-03	-89.9017	21.6708	19.4673	21.0621	19.4642	19.4608	19.4642	19.4608	5.48919	0.000146601	63.8256	5.4992	11.4372	18.343	11.4372	18.343	11.4372	18.343
714	20.0001	0	0	20	0.0013614	-0.00133697	20	20	20	20	20	20	20	20.0097	-0.924274	0.390597	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.8516	0.517698	-280.477	24.2164	18.8321	23.8213	18.8321	18.8321	18.8321	18.8321	20.0083	1.06E-04	-82.7205	21.4553	19.4178	20.8848	19.4149	19.4116	19.4149	19.4116	5.50236	0.000146486	63.7907	5.51477	10.8018	18.3519	10.8018	18.3519	10.8018	18.3519
715	20.0001	0	0	20	0.00134746	-0.00132328	20	20	20	20	20	20	20	20.0097	-0.924276	0.390599	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.6025	-0.139135	-246.141	23.719	18.8072	23.1814	18.8072	18.8072	18.8072	18.8072	21.2198	2.82E+03	-151.163	25.4795	19.4239	21.9996	19.4207	19.4172	19.4207	19.4172	5.51771	0.000146359	63.7221	5.53107	10.1286	18.3634	10.1286	18.3634	10.1286	18.3634
716	20.0001	0	0	20	0.00133366	-0.00130973	20	20	20	20	20	20	20	20.0097	-0.924278	0.3906	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.4162	-0.174347	-223.276	23.3419	18.7731	22.7378	18.7731	18.7731	18.7731	18.7731	20.9924	-3.65E-01	-208.179	23.8362	19.5571	23.252	19.5527	19.5485	19.5527	19.5485	5.53369	0.000146232	63.6322	5.54683	9.26	18.3762	9.26	18.3762	9.26	18.3762
717	20.0001	0	0	20	0.00132001	-0.00129632	20	20	20	20	20	20	20	20.0097	-0.924281	0.390601	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.2663	-0.166926	-206.867	23.031	18.7359	22.4075	18.7359	18.7359	18.7359	18.7359	20.6702	-0.0819548	-161.627	23.0845	19.5585	22.4372	19.5542	19.55	19.5542	19.55	5.54912	0.000146112	63.5326	5.56114	8.34768	18.3887	8.34768	18.3887	8.34768	18.3887
718	20.0001	0	0	20	0.00130649	-0.00128305	20	20	20	20	20	20	20	20.0097	-0.924283	0.390602	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.1369	-0.0627431	-194.078	22.7592	18.6973	22.141	18.6973	18.6973	18.6973	18.6973	20.4489	-0.0485894	-133.256	22.5924	19.5164	21.8856	19.5123	19.5084	19.5123	19.5084	5.56306	0.000146007	63.4331	5.5733	7.51223	18.4001	7.51223	18.4001	7.51223	18.4001
719	20.0001	0	0	20	0.00129312	-0.00126991	20	20	20	20	20	20	20	20.0097	-0.924285	0.390603	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.0281	564.345	-183.514	25.3044	18.6575	21.9127	18.6575	18.6575	18.6575	18.6575	20.2849	-0.0499466	-115.778	22.2308	19.4653	21.5211	19.4615	19.4577	19.4615	19.4577	5.57487	0.00014592	63.3422	5.58293	6.7105	18.4095	6.7105	18.4095	6.7105	18.4095
720	20.0001	0	0	20	0.00127987	-0.00125691	20	20	20	20	20	20	20	20.0097	-0.924288	0.390604	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	21.305	2031.56	-278.972	25.8368	18.6571	23.4935	18.6571	18.6571	18.6571	18.6571	20.152	-0.0223594	-103.823	21.9392	19.4125	21.2547	19.409	19.4053	19.409	19.4053	5.58418	0.000145854	63.266	5.58991	5.89353	18.4165	5.89353	18.4165	5.89353	18.4165
721	20.0001	0	0	20	0.00126677	-0.00124404	20	20	20	20	20	20	20	20.0097	-0.92429	0.390605	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	21.0005	-0.519091	-317.852	24.7126	18.7109	24.3581	18.7109	18.7109	18.7109	18.7109	20.0369	-0.00101746	-94.7729	21.6881	19.3601	21.0411	19.3568	19.3532	19.3568	19.3532	5.59086	0.00014581	63.209	5.59419	5.15168	18.4209	5.15168	18.4209	5.15168	18.4209
722	20.0001	0	0	20	0.0012538	-0.00123131	20	20	20	20	20	20	20	20.0097	-0.924292	0.390607	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.6929	0.308349	-274.88	24.0867	18.7002	23.5874	18.7002	18.7002	18.7002	18.7002	20.8741	2751.24	-126.023	27.6364	19.3308	21.4906	19.3274	19.3238	19.3274	19.3238	5.59486	0.000145788	63.1739	5.59578	4.44083	18.4226	4.44083	18.4226	4.44083	18.4226
723	20.0001	0	0	20	0.00124096	-0.0012187	20	20	20	20	20	20	20	20.0097	-0.924294	0.390607	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.468	-0.03173	-245.531	23.6355	18.6688	23.0303	18.6688	18.6688	18.6688	18.6688	21.1027	116.379	-227.045	24.2948	19.4624	23.4553	19.4577	19.4534	19.4577	19.4534	5.59619	0.000145786	63.1607	5.59475	3.7291	18.4218	3.7291	18.4218	3.7291	18.4218
724	20.0001	0	0	20	0.00122826	-0.00120622	20	20	20	20	20	20	20	20.0097	-0.924297	0.390609	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.2945	-0.0333704	-225.274	23.2796	18.6317	22.6308	18.6317	18.6317	18.6317	18.6317	20.7389	0.00010444	-181.419	23.4073	19.4931	22.7246	19.4883	19.4838	19.4883	19.4838	5.5949	0.000145804	63.1703	5.59119	3.11775	18.4185	3.11775	18.4185	3.11775	18.4185
725	20.0001	0	0	20	0.00121568	-0.00119387	20	20	20	20	20	20	20	20.0097	-0.924299	0.39061	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.1507	0.00645876	-210.152	22.9784	18.5931	22.3223	18.5931	18.5931	18.5931	18.5931	20.489	9.31E-05	-147.831	22.845	19.4557	22.0845	19.4512	19.4469	19.4512	19.4469	5.5911	0.000145841	63.2034	5.58521	2.486	18.4128	2.486	18.4128	2.486	18.4128
726	20.0001	0	0	20	0.00120324	-0.00118165	20	20	20	20	20	20	20	20.0097	-0.924301	0.390611	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.0244	-0.00596591	-197.951	22.7102	18.554	22.066	18.554	18.554	18.554	18.554	20.3088	9.80E-05	-127.448	22.4421	19.406	21.6691	19.4017	19.3977	19.4017	19.3977	5.58491	0.000145897	63.261	5.57695	1.85754	18.4046	1.85754	18.4046	1.85754	18.4046
727	20.0001	0	0	20	0.00119092	-0.00116955	20	20	20	20	20	20	20	20.0097	-0.924303	0.390612	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	21.2329	2675.04	-265.767	26.5797	18.5407	23.1488	18.5407	18.5407	18.5407	18.5407	20.1666	0.000100776	-113.777	22.1232	19.3545	21.3731	19.3505	19.3466	19.3505	19.3466	5.57642	0.000145972	63.3418	5.56647	1.71657	18.3943	1.71657	18.3943	1.71657	18.3943
728	20.0001	0	0	20	0.00117873	-0.00115758	20	20	20	20	20	20	20	20.0097	-0.924305	0.390613	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	21.0782	-0.420361	-341.07	25.0673	18.6035	24.6498	18.6035	18.6035	18.6035	18.6035	20.0453	0.000103099	-103.602	21.8515	19.3035	21.1406	19.2997	19.2959	19.2997	19.2959	5.56577	0.000146062	63.4448	5.55415	2.35564	18.3819	2.35564	18.3819	2.35564	18.3819
729	20.0001	0	0	20	0.00116666	-0.00114572	20	20	20	20	20	20	20	20.0097	-0.924307	0.390614	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.7445	-0.0328865	-295.596	24.3698	18.6034	23.8591	18.6034	18.6034	18.6034	18.6034	20.7063	2436.14	-122.781	27.4224	19.2668	21.3825	19.2631	19.2593	19.2631	19.2593	5.55351	0.000146163	63.5682	5.54113	3.75633	18.3677	3.75633	18.3677	3.75633	18.3677
730	20.0001	0	0	20	0.00115471	-0.00113399	20	20	20	20	20	20	20	20.0097	-0.924309	0.390615	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.4999	0.0554996	-262.869	23.8765	18.575	23.2448	18.575	18.575	18.575	18.575	21.1431	452.704	-233.972	24.5495	19.3906	23.4896	19.3857	19.3812	19.3857	19.3812	5.54091	0.000146263	63.7047	5.5293	5.27842	18.3527	5.27842	18.3527	5.27842	18.3527
731	20.0001	0	0	20	0.00114289	-0.00112238	20	20	20	20	20	20	20	20.0097	-0.924311	0.390616	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.3128	0.0178206	-240.449	23.4916	18.5386	22.8073	18.5386	18.5386	18.5386	18.5386	20.7616	-0.0948546	-193.118	23.589	19.4359	22.8754	19.4307	19.4261	19.4307	19.4261	5.52969	0.000146347	63.8424	5.52029	6.9428	18.3384	6.9428	18.3384	6.9428	18.3384
732	20.0001	0	0	20	0.00113119	-0.00111089	20	20	20	20	20	20	20	20.0097	-0.924313	0.390616	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.1594	0.00711164	-223.903	23.1689	18.4998	22.4731	18.4998	18.4998	18.4998	18.4998	20.4954	0.48333	-157.115	22.9872	19.401	22.1948	19.3961	19.3916	19.3961	19.3916	5.52133	0.000146403	63.9679	5.51524	8.53702	18.3265	8.53702	18.3265	8.53702	18.3265
733	20.0001	0	0	20	0.00111961	-0.00109952	20	20	20	20	20	20	20	20.0097	-0.924315	0.390617	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.0258	0.0382338	-210.686	22.8839	18.4603	22.1982	18.4603	18.4603	18.4603	18.4603	20.3061	0.068221	-134.784	22.5625	19.3513	21.7445	19.3467	19.3424	19.3467	19.3424	5.51694	0.000146425	64.0695	5.51485	10.0416	18.3181	10.0416	18.3181	10.0416	18.3181
734	20.0001	0	0	20	0.00110814	-0.00108826	20	20	20	20	20	20	20	20.0097	-0.924317	0.390618	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	21.086	2534.92	-261.353	26.7794	18.4398	22.9813	18.4398	18.4398	18.4398	18.4398	20.1583	0.0331961	-120.26	22.2289	19.2992	21.4325	19.2949	19.2907	19.2949	19.2907	5.51714	0.000146408	64.1378	5.51938	11.5419	18.314	11.5419	18.314	11.5419	18.314
735	20.0001	0	0	20	0.0010968	-0.00107712	20	20	20	20	20	20	20	20.0097	-0.924318	0.390619	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	21.0269	-0.319875	-345.837	25.1114	18.4988	24.6221	18.4988	18.4988	18.4988	18.4988	20.0343	0.000102302	-109.482	21.9477	19.2486	21.1896	19.2445	19.2405	19.2445	19.2405	5.52223	0.000146353	64.1668	5.52891	12.9619	18.3147	12.9619	18.3147	12.9619	18.3147
736	20.0001	0	0	20	0.00108557	-0.00106609	20	20	20	20	20	20	20	20.0097	-0.92432	0.39062	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.696	0.540622	-302.065	24.4175	18.5036	23.8735	18.5036	18.5036	18.5036	18.5036	20.8897	2771.65	-141.725	27.8305	19.2246	21.6599	19.2205	19.2165	19.2205	19.2165	5.5323	0.000146257	64.1526	5.54344	13.9589	18.3202	13.9589	18.3202	13.9589	18.3202
737	20.0001	0	0	20	0.00107445	-0.00105518	20	20	20	20	20	20	20	20.0097	-0.924322	0.390621	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.4559	-0.0344801	-269.14	23.9269	18.4807	23.2611	18.4807	18.4807	18.4807	18.4807	21.0591	34.3574	-236.187	24.4248	19.359	23.5175	19.3536	19.3489	19.3536	19.3489	5.54728	0.000146124	64.0931	5.56257	14.5279	18.3305	14.5279	18.3305	14.5279	18.3305
738	20.0001	0	0	20	0.00106345	-0.00104437	20	20	20	20	20	20	20	20.0097	-0.924324	0.390622	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.275	8.93E-05	-246.482	23.5454	18.4516	22.8265	18.4516	18.4516	18.4516	18.4516	20.7037	0.0502364	-189.69	23.5496	19.3912	22.7677	19.3857	19.381	19.3857	19.381	5.5667	0.000145956	63.9889	5.58547	14.519	18.3454	14.519	18.3454	14.519	18.3454
739	20.0001	0	0	20	0.00105257	-0.00103368	20	20	20	20	20	20	20	20.0097	-0.924326	0.390623	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.1284	9.20E-05	-229.689	23.2258	18.4213	22.4964	18.4213	18.4213	18.4213	18.4213	20.4611	-0.0324948	-156.307	22.9877	19.3605	22.138	19.3554	19.3508	19.3554	19.3508	5.58969	0.000145764	63.8443	5.61089	13.955	18.364	13.955	18.364	13.955	18.364
740	20.0001	0	0	20	0.00104179	-0.0010231	20	20	20	20	20	20	20	20.0097	-0.924327	0.390624	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.0076	513.309	-216.3	25.5564	18.3905	22.2267	18.3905	18.3905	18.3905	18.3905	20.286	-0.0130262	-135.705	22.5804	19.3183	21.7264	19.3135	19.3091	19.3135	19.3091	5.61496	0.000145558	63.6668	5.63729	12.1771	18.3852	12.1771	18.3852	12.1771	18.3852
741	20.0001	0	0	20	0.00103112	-0.00101262	20	20	20	20	20	20	20	20.0097	-0.924329	0.390624	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	21.2367	2004.1	-304.945	26.1501	18.3972	23.6969	18.3972	18.3972	18.3972	18.3972	20.1473	0.000773235	-121.655	22.2549	19.2738	21.4309	19.2693	19.2651	19.2693	19.2651	5.64095	0.000145351	63.4677	5.66258	9.14246	18.4078	9.14246	18.4078	9.14246	18.4078
742	20.0001	0	0	20	0.00102057	-0.00100226	20	20	20	20	20	20	20	20.0097	-0.924331	0.390625	20.0011	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.9414	-0.352351	-342.504	25.0112	18.4573	24.54	18.4573	18.4573	18.4573	18.4573	20.0287	0.000102084	-111.041	21.9759	19.2292	21.1972	19.2249	19.2208	19.2249	19.2208	5.66526	0.000145166	63.2631	5.68354	6.68856	18.4296	6.68856	18.4296	6.68856	18.4296
743	20.0001	0	0	20	0.180831	-0.00104038	20.0007	20	20	20	20	20	20	20.0097	-0.744512	0.390581	20.0018	20.0121	20.0057	20.0134	20.0125	20.0134	20.0125	20.633	0.64841	-299.082	24.3785	18.4544	23.7698	18.4544	18.4544	18.4544	18.4544	20.9503	2879.43	-148.298	27.9496	19.2129	21.7592	19.2086	19.2045	19.2086	19.2045	5.68503	0.000145025	63.0751	5.69797	5.46033	18.4479	5.46033	18.4479	5.46033	18.4479
744	20.0001	0	0	20.0328	101.724	-1.53134	20.289	20.0004	20.025	20.0004	20.0004	20.0004	20.0004	20.0402	100.873	-0.981404	20.2897	20.013	20.0285	20.0143	20.0134	20.0143	20.0134	20.4087	-1.03168	-268.781	23.9101	18.43	23.2028	18.43	18.43	18.43	18.43	21.1103	65.6639	-243.822	24.5791	19.3565	23.6505	19.3509	19.346	19.3509	19.346	5.69862	0.000144937	62.9241	5.70594	5.26513	18.4607	5.26513	18.4607	5.26513	18.4607
745	20.0001	0.00260528	0	20.1385	229.251	-10.9225	20.6706	20.0055	20.1905	20.0055	20.0055	20.0055	20.0055	20.1358	229.848	-8.982	20.6678	20.0221	20.1741	20.0234	20.0224	20.0234	20.0224	20.2341	-0.09132	-247.721	23.5378	18.399	22.7953	18.399	18.399	18.399	18.399	20.7424	0.885238	-195.6	23.6731	19.3896	22.8713	19.3839	19.3789	19.3839	19.3789	5.70633	0.000144894	62.8191	5.70928	5.10494	18.4673	5.10494	18.4673	5.10494	18.4673
746	20.0004	0.104465	0	20.277	313.435	-25.833	21.0833	20.0179	20.4642	20.0179	20.0179	20.0179	20.0179	20.2595	318.52	-21.0512	21.0735	20.0434	20.4065	20.0445	20.0435	20.0445	20.0435	20.0882	-0.0975184	-231.641	23.2194	18.3661	22.4757	18.3661	18.3661	18.3661	18.3661	20.4893	-0.164314	-161.072	23.0893	19.3565	22.2188	19.3511	19.3464	19.3511	19.3464	5.70969	0.00014488	62.7573	5.7097	4.78245	18.4688	4.78245	18.4688	4.78245	18.4688
747	20.0002	0.887848	0	20.4302	379.198	-42.6978	21.5117	20.0361	20.7797	20.0361	20.0361	20.0361	20.0361	20.3964	391.054	-34.2852	21.4929	20.0739	20.6699	20.0748	20.0736	20.0748	20.0736	20.2732	1487.77	-225.969	27.3415	18.3329	22.3164	18.3329	18.3329	18.3329	18.3329	20.3061	-0.193388	-139.727	22.6664	19.3106	21.7903	19.3056	19.301	19.3056	19.301	5.71014	0.000144885	62.7305	5.70813	4.12911	18.467	4.12911	18.467	4.12911	18.467
748	19.9999	0.535661	0	20.5911	437.42	-61.4537	21.9503	20.0595	21.1342	20.0595	20.0595	20.0595	20.0595	20.5411	457.762	-48.7524	21.9215	20.1133	20.9643	20.1139	20.1126	20.1139	20.1126	21.3163	1272.49	-351.364	26.1234	18.3668	24.5021	18.3668	18.3668	18.3668	18.3668	20.1608	-0.212246	-125.26	22.3288	19.2624	21.4835	19.2577	19.2533	19.2577	19.2533	5.70845	0.000144905	62.7312	5.70464	2.48916	18.4629	2.48916	18.4629	2.48916	18.4629
749	19.9998	1.26363	0	20.7565	484.901	-79.4415	22.3956	20.0836	21.4763	20.0836	20.0836	20.0836	20.0836	20.6909	513.789	-62.4878	22.3563	20.1548	21.2481	20.1551	20.1537	20.1551	20.1537	20.9437	-0.320621	-349.536	25.1206	18.4172	24.6303	18.4172	18.4172	18.4172	18.4172	20.0368	9.98E-05	-114.314	22.0402	19.2145	21.2406	19.2101	19.2058	19.2101	19.2058	5.70464	0.000144942	62.7562	5.69851	-0.539204	18.4568	-0.539204	18.4568	-0.539204	18.4568
750	19.9997	2.28298	0	20.9249	526.29	-97.0486	22.8459	20.1082	21.8121	20.1082	20.1082	20.1082	20.1082	20.8445	563.729	-75.8441	22.7958	20.198	21.527	20.198	20.1964	20.198	20.1964	20.6386	0.193709	-305.797	24.4915	18.4064	23.8404	18.4064	18.4064	18.4064	18.4064	20.8926	2765.08	-146.512	27.8814	19.1916	21.7112	19.1871	19.1829	19.1871	19.1829	5.69759	0.000145009	62.8086	5.68721	-2.42803	18.4482	-2.42803	18.4482	-2.42803	18.4482
751	19.9996	3.68495	0	21.0956	565.852	-115.574	23.3004	20.1346	22.1661	20.1346	20.1346	20.1346	20.1346	21.0012	612.398	-89.8203	23.2392	20.2455	21.8212	20.2452	20.2434	20.2452	20.2434	20.4134	0.144369	-276.134	24.0259	18.3788	23.2818	18.3788	18.3788	18.3788	18.3788	21.0381	10.0281	-238.962	24.4584	19.3233	23.5323	19.3176	19.3127	19.3176	19.3127	5.68524	0.000145124	62.9009	5.66942	-3.30586	18.4354	-3.30586	18.4354	-3.30586	18.4354
752	19.9994	5.46699	0	21.268	602.546	-134.349	23.7581	20.1618	22.5253	20.1618	20.1618	20.1618	20.1618	21.1606	658.396	-103.909	23.6857	20.2957	22.12	20.295	20.293	20.295	20.293	20.2373	-0.194483	-255.073	23.6488	18.3459	22.8725	18.3459	18.3459	18.3459	18.3459	20.6812	0.057134	-192.274	23.5794	19.3502	22.7722	19.3445	19.3395	19.3445	19.3395	5.66683	0.000145288	63.0439	5.64594	-2.98577	18.417	-2.98577	18.417	-2.98577	18.417
753	19.9991	7.63088	0	21.4417	636.81	-153.268	24.2184	20.1894	22.8876	20.1894	20.1894	20.1894	20.1894	21.3222	702.079	-118.036	24.1347	20.3481	22.4218	20.3471	20.3449	20.3471	20.3449	20.0887	-0.205876	-238.962	23.3239	18.3111	22.5505	18.3111	18.3111	18.3111	18.3111	20.4333	0.0850092	-159.07	23.0098	19.3143	22.1407	19.3088	19.3041	19.3088	19.3041	5.64322	0.000145491	63.2388	5.61883	-1.5466	18.3932	-1.5466	18.3932	-1.5466	18.3932
754	19.9989	10.1743	0	21.6165	669.129	-172.297	24.6808	20.2174	23.2521	20.2174	20.2174	20.2174	20.2174	21.4859	743.894	-132.174	24.5857	20.4026	22.7258	20.4012	20.3987	20.4012	20.3987	20.2276	1400.32	-231.803	27.3013	18.2763	22.3666	18.2763	18.2763	18.2763	18.2763	20.2522	0.102469	-138.423	22.5937	19.2664	21.7228	19.2613	19.2567	19.2613	19.2567	5.6165	0.00014571	63.4765	5.59104	0.290546	18.3655	0.290546	18.3655	0.290546	18.3655
755	19.9985	13.0923	0	21.7921	699.902	-191.412	25.1448	20.2456	23.6185	20.2456	20.2456	20.2456	20.2456	21.6513	784.21	-146.31	25.0382	20.459	23.0317	20.4572	20.4545	20.4572	20.4545	21.262	1262.29	-352.396	26.1	18.3055	24.4598	18.3055	18.3055	18.3055	18.3055	20.1074	-0.0243622	-124.283	22.2597	19.2166	21.4203	19.2118	19.2074	19.2118	19.2074	5.58943	0.000145924	63.739	5.5653	2.70996	18.3364	2.70996	18.3364	2.70996	18.3364
756	19.9982	16.3782	0	21.9684	729.446	-210.596	25.6101	20.274	23.9863	20.274	20.274	20.274	20.274	21.8184	823.323	-160.431	25.4921	20.5172	23.3392	20.515	20.5121	20.515	20.5121	20.8948	-0.172648	-351.183	25.1137	18.3531	24.5949	18.3531	18.3531	18.3531	18.3531	20.0144	786.608	-113.987	25.3679	19.1675	21.1853	19.1629	19.1587	19.1629	19.1587	5.56456	0.000146112	64.0051	5.54383	5.76421	18.3088	5.76421	18.3088	5.76421	18.3088
757	19.9978	20.0247	0	22.1452	758.011	-229.835	26.0765	20.3026	24.3552	20.3026	20.3026	20.3026	20.3026	21.987	861.465	-174.526	25.947	20.5772	23.648	20.5746	20.5715	20.5746	20.5715	20.5929	-0.00117374	-308.201	24.4912	18.3415	23.8178	18.3415	18.3415	18.3415	18.3415	21.2964	2156.93	-210.169	25.6699	19.2108	22.8227	19.2056	19.201	19.2056	19.201	5.5442	0.000146257	64.2538	5.52891	8.31327	18.2848	8.31327	18.2848	8.31327	18.2848
758	19.9974	24.0243	0	22.3225	785.798	-249.116	26.5436	20.3313	24.725	20.3313	20.3313	20.3313	20.3313	22.1571	898.822	-188.588	26.4027	20.639	23.9579	20.6359	20.6326	20.6359	20.6326	20.3706	0.000235734	-278.885	24.0273	18.3141	23.2655	18.3141	18.3141	18.3141	18.3141	20.9356	-0.549691	-231.826	24.2412	19.3352	23.4569	19.3291	19.3239	19.3291	19.3239	5.53043	0.000146345	64.4644	5.52186	10.1848	18.2666	10.1848	18.2666	10.1848	18.2666
759	19.9969	28.3692	0	22.5001	812.965	-268.43	27.0115	20.3602	25.0956	20.3602	20.3602	20.3602	20.3602	22.3285	935.543	-202.612	26.8591	20.7024	24.2689	20.699	20.6954	20.699	20.6954	20.1961	8.09E-05	-257.973	23.6518	18.2823	22.86	18.2823	18.2823	18.2823	18.2823	20.6129	0.1116	-184.502	23.4793	19.3272	22.6089	19.3213	19.3163	19.3213	19.3163	5.52426	0.00014637	64.6206	5.52251	11.3495	18.2557	11.3495	18.2557	11.3495	18.2557
760	19.9965	33.0518	0	22.6779	839.638	-287.771	27.4798	20.3892	25.4667	20.3892	20.3892	20.3892	20.3892	22.5012	971.742	-216.591	27.3161	20.7675	24.5807	20.7636	20.7598	20.7636	20.7598	20.0494	9.14E-05	-241.82	23.3282	18.2494	22.5391	18.2494	18.2494	18.2494	18.2494	20.3893	-1.63E-02	-155.817	22.9632	19.2862	22.053	19.2806	19.2758	19.2806	19.2758	5.52549	0.000146337	64.715	5.5298	11.7418	18.2523	11.7418	18.2523	11.7418	18.2523
761	19.9959	38.0644	0	22.8561	865.919	-307.132	27.9486	20.4183	25.8383	20.4183	20.4183	20.4183	20.4183	22.6751	1007.51	-230.522	27.7736	20.8343	24.8934	20.83	20.8259	20.83	20.8259	20.6426	2157.92	-254.712	28.2193	18.222	22.6824	18.222	18.222	18.222	18.222	20.222	-1.17E-02	-137.398	22.5735	19.2392	21.6762	19.234	19.2293	19.234	19.2293	5.53302	0.000146259	64.7482	5.54197	11.3163	18.2557	11.3163	18.2557	11.3163	18.2557
762	19.9954	43.3995	0	23.0344	891.886	-326.507	28.4177	20.4475	26.2103	20.4475	20.4475	20.4475	20.4475	22.8503	1042.93	-244.403	28.2314	20.9027	25.2067	20.8979	20.8935	20.8979	20.8935	21.1354	433.775	-372.846	25.7603	18.2762	24.8344	18.2762	18.2762	18.2762	18.2762	20.0857	-1.25E-02	-124.261	22.2528	19.192	21.3945	19.1871	19.1826	19.1871	19.1826	5.54514	0.00014615	64.7283	5.55695	9.96091	18.2643	9.96091	18.2643	9.96091	18.2643
763	19.9948	49.05	0	23.2129	917.603	-345.895	28.8871	20.4768	26.5826	20.4768	20.4768	20.4768	20.4768	23.0266	1078.06	-258.23	28.6895	20.9727	25.5208	20.9674	20.9628	20.9674	20.9628	20.7726	-0.508856	-339.939	24.93	18.3048	24.3473	18.3048	18.3048	18.3048	18.3048	20.2302	1.49E+03	-119.751	26.5755	19.1474	21.2486	19.1428	19.1384	19.1428	19.1384	5.5597	0.000146029	64.6686	5.57215	8.51294	18.2761	8.51294	18.2761	8.51294	18.2761
