Zeit [h]	Sun azimuth angle [Deg]	Sun elevation angle [Deg]	DIR_-_0	DIR_N_90	DIR_N_60	DIR_N_45	DIR_N_30	DIR_N-E_90	DIR_N-E_60	DIR_N-E_45	DIR_N-E_30	DIR_E_90	DIR_E_60	DIR_E_45	DIR_E_30	DIR_S-E_90	DIR_S-E_60	DIR_S-E_45	DIR_S-E_30	DIR_S_90	DIR_S_60	DIR_S_45	DIR_S_30	DIR_S-W_90	DIR_S-W_60	DIR_S-W_45	DIR_S-W_30	DIR_W_90	DIR_W_60	DIR_W_45	DIR_W_30	DIR_N-W_90	DIR_N-W_60	DIR_N-W_45	DIR_N-W_30	DIFF_-_0	DIFF_N_90	DIFF_N_60	DIFF_N_45	DIFF_N_30	DIFF_N-E_90	DIFF_N-E_60	DIFF_N-E_45	DIFF_N-E_30	DIFF_E_90	DIFF_E_60	DIFF_E_45	DIFF_E_30	DIFF_S-E_90	DIFF_S-E_60	DIFF_S-E_45	DIFF_S-E_30	DIFF_S_90	DIFF_S_60	DIFF_S_45	DIFF_S_30	DIFF_S-W_90	DIFF_S-W_60	DIFF_S-W_45	DIFF_S-W_30	DIFF_W_90	DIFF_W_60	DIFF_W_45	DIFF_W_30	DIFF_N-W_90	DIFF_N-W_60	DIFF_N-W_45	DIFF_N-W_30	DIFF_N-W_30
6108	178.827	41.231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	0
6109	198.485	39.8325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.5	80.1	0	0	126.346	80.1	0	0	126.346	80.1	0	0	126.346	80.1	0	0	126.346	80.1	0	0	126.346	80.1	0	0	126.346	80.1	0	0	126.346	80.1	0	0	126.346	0
6110	216.669	35.5711	38.9748	0	0	0	11.8969	0	0	0	6.79203	0	0	0	17.4806	7.89663	0	0	37.7015	43.7126	0	0	55.6094	53.9223	0	0	60.7143	32.5451	0	0	50.0257	0	0	0	29.8049	194.5	120.597	0	0	184.599	120.597	0	0	184.599	120.597	0	0	184.599	120.597	0	0	184.599	120.597	0	0	184.599	120.597	0	0	184.599	120.597	0	0	184.599	120.597	0	0	184.599	0
6111	232.696	29.1169	46.9562	0	0	0	15.1188	0	0	0	0	0	0	0	7.13588	0	0	0	35.0205	51.0929	0	0	66.2117	83.5459	0	0	82.4382	67.0589	0	0	74.1947	11.2897	0	0	46.3101	207	128.896	0	0	196.536	128.896	0	0	196.536	128.896	0	0	196.536	128.896	0	0	196.536	128.896	0	0	196.536	128.896	0	0	196.536	128.896	0	0	196.536	128.896	0	0	196.536	0
6112	246.765	21.2018	106.688	0	0	0	38.1442	0	0	0	0	0	0	0	0	0	0	0	41.4028	108.5	0	0	146.644	255.425	0	0	220.107	252.726	0	0	218.757	101.983	0	0	143.386	164	109.069	0	0	156.641	109.069	0	0	156.641	109.069	0	0	156.641	109.069	0	0	156.641	109.069	0	0	156.641	109.069	0	0	156.641	109.069	0	0	156.641	109.069	0	0	156.641	0
6113	259.469	12.4389	115.022	0	0	0	51.9603	0	0	0	0	0	0	0	0	0	0	0	0	95.3037	0	0	147.264	429.911	0	0	314.568	512.682	0	0	355.953	295.132	0	0	247.178	82	60.7022	0	0	79.1466	60.7022	0	0	79.1466	60.7022	0	0	79.1466	60.7022	0	0	79.1466	60.7022	0	0	79.1466	60.7022	0	0	79.1466	60.7022	0	0	79.1466	60.7022	0	0	79.1466	0
6114	271.469	3.31248	15.5143	6.87263	0	0	16.8721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.99933	184.619	0	0	105.745	267.963	0	0	147.417	194.339	0	0	110.605	22.5	15.0514	0	0	21.5021	15.0514	0	0	21.5021	15.0514	0	0	21.5021	15.0514	0	0	21.5021	15.0514	0	0	21.5021	15.0514	0	0	21.5021	15.0514	0	0	21.5021	15.0514	0	0	21.5021	0
6115	283.395	-5.76593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	0
6116	295.842	-14.3927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6117	309.371	-22.1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6118	324.428	-28.3842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6119	341.13	-32.5926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6120	358.989	-34.1926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6121	16.9238	-32.9395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6122	33.8111	-29.0286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6123	49.0792	-22.9833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6124	62.7853	-15.419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6125	75.3504	-6.89196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	0
6126	87.3278	2.13254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.5	15.9	0	0	25.0799	15.9	0	0	25.0799	15.9	0	0	25.0799	15.9	0	0	25.0799	15.9	0	0	25.0799	15.9	0	0	25.0799	15.9	0	0	25.0799	15.9	0	0	25.0799	0
6127	99.3102	11.2456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	47.4	0	0	74.7664	47.4	0	0	74.7664	47.4	0	0	74.7664	47.4	0	0	74.7664	47.4	0	0	74.7664	47.4	0	0	74.7664	47.4	0	0	74.7664	47.4	0	0	74.7664	0
6128	111.921	20.0378	1.02792	0	0	0	0.364119	1.10482	0	0	1.44262	2.61463	0	0	2.19752	2.59283	0	0	2.18662	1.05218	0	0	1.4163	0	0	0	0.337798	0	0	0	0	0	0	0	0	152.5	91.6028	0	0	144.341	91.6028	0	0	144.341	91.6028	0	0	144.341	91.6028	0	0	144.341	91.6028	0	0	144.341	91.6028	0	0	144.341	91.6028	0	0	144.341	91.6028	0	0	144.341	0
6129	125.813	28.0346	107.631	0	0	0	34.0737	32.2712	0	0	109.347	163.913	0	0	175.168	199.537	0	0	192.98	118.275	0	0	152.349	0	0	0	77.0757	0	0	0	11.2546	0	0	0	0	197	128.963	0	0	187.885	128.963	0	0	187.885	128.963	0	0	187.885	128.963	0	0	187.885	128.963	0	0	187.885	128.963	0	0	187.885	128.963	0	0	187.885	128.963	0	0	187.885	0
6130	141.586	34.6392	275.108	0	0	0	82.2436	0	0	0	215.414	247.423	0	0	361.962	395.582	0	0	436.042	312.015	0	0	394.259	45.6744	0	0	261.088	0	0	0	114.54	0	0	0	40.46	212.5	155.011	0	0	204.798	155.011	0	0	204.798	155.011	0	0	204.798	155.011	0	0	204.798	155.011	0	0	204.798	155.011	0	0	204.798	155.011	0	0	204.798	155.011	0	0	204.798	0
6131	159.491	39.1328	347.431	0	0	0	100.91	0	0	0	212.375	149.607	0	0	375.688	388.595	0	0	495.182	399.95	0	0	500.859	177.019	0	0	389.394	0	0	0	226.081	0	0	0	106.587	228	171.543	0	0	220.436	171.543	0	0	220.436	171.543	0	0	220.436	171.543	0	0	220.436	171.543	0	0	220.436	171.543	0	0	220.436	171.543	0	0	220.436	171.543	0	0	220.436	0
6132	178.956	40.8327	403.1	0	0	0	115.905	0	0	0	187.21	8.50126	0	0	353.345	335.792	0	0	516.991	466.38	0	0	582.285	323.77	0	0	510.98	0	0	0	344.845	0	0	0	181.199	214	168.71	0	0	207.932	168.71	0	0	207.932	168.71	0	0	207.932	168.71	0	0	207.932	168.71	0	0	207.932	168.71	0	0	207.932	168.71	0	0	207.932	168.71	0	0	207.932	0
6133	198.502	39.4227	360.066	0	0	0	104.147	0	0	0	115.834	0	0	0	242.33	195.421	0	0	409.537	415.359	0	0	519.505	391.985	0	0	507.819	138.993	0	0	381.322	0	0	0	214.116	215	165.007	0	0	208.302	165.007	0	0	208.302	165.007	0	0	208.302	165.007	0	0	208.302	165.007	0	0	208.302	165.007	0	0	208.302	165.007	0	0	208.302	165.007	0	0	208.302	0
6134	216.595	35.1654	194.667	0	0	0	57.6659	0	0	0	31.9146	0	0	0	86.2241	40.3875	0	0	188.781	221.842	0	0	279.508	273.345	0	0	305.259	164.726	0	0	250.95	0	0	0	148.393	258	174.267	0	0	246.782	174.267	0	0	246.782	174.267	0	0	246.782	174.267	0	0	246.782	174.267	0	0	246.782	174.267	0	0	246.782	174.267	0	0	246.782	174.267	0	0	246.782	0
6135	232.566	28.7228	60.0715	0	0	0	18.7076	0	0	0	0	0	0	0	8.50154	0	0	0	44.8066	66.6316	0	0	85.3393	108.665	0	0	106.356	87.044	0	0	95.5454	14.4338	0	0	59.2404	243	151.807	0	0	230.782	151.807	0	0	230.782	151.807	0	0	230.782	151.807	0	0	230.782	151.807	0	0	230.782	151.807	0	0	230.782	151.807	0	0	230.782	151.807	0	0	230.782	0
6136	246.607	20.8193	10.6626	0	0	0	3.66736	0	0	0	0	0	0	0	0	0	0	0	4.07127	11.1335	0	0	14.8009	26.0708	0	0	22.2695	25.7362	0	0	22.1022	10.3257	0	0	14.397	155.5	94.3663	0	0	147.31	94.3663	0	0	147.31	94.3663	0	0	147.31	94.3663	0	0	147.31	94.3663	0	0	147.31	94.3663	0	0	147.31	94.3663	0	0	147.31	94.3663	0	0	147.31	0
6137	259.299	12.0639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	45	0	0	70.9808	45	0	0	70.9808	45	0	0	70.9808	45	0	0	70.9808	45	0	0	70.9808	45	0	0	70.9808	45	0	0	70.9808	45	0	0	70.9808	0
6138	271.298	2.93967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	0
6139	283.23	-6.14218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
6140	295.694	-14.7773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6141	309.254	-22.5093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6142	324.364	-28.7908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6143	341.144	-33.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6144	359.096	-34.5935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6145	17.1179	-33.3165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6146	34.0671	-29.3731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6147	49.3697	-23.2951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6148	63.092	-15.7043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6149	75.6642	-7.15975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
6150	87.6456	1.87214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	4.2	0	0	6.62487	0
6151	99.6314	10.9821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	10.8	0	0	17.0354	0
6152	112.243	19.7604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.5	24.3	0	0	38.3296	24.3	0	0	38.3296	24.3	0	0	38.3296	24.3	0	0	38.3296	24.3	0	0	38.3296	24.3	0	0	38.3296	24.3	0	0	38.3296	24.3	0	0	38.3296	0
6153	126.128	27.7325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.5	50.1	0	0	79.0252	50.1	0	0	79.0252	50.1	0	0	79.0252	50.1	0	0	79.0252	50.1	0	0	79.0252	50.1	0	0	79.0252	50.1	0	0	79.0252	50.1	0	0	79.0252	0
6154	141.874	34.3037	2.5361	0	0	0	0.734224	0	0	0	1.97388	2.29503	0	0	3.34384	3.69056	0	0	4.04161	2.92422	0	0	3.65844	0.44491	0	0	2.41879	0	0	0	1.04882	0	0	0	0.351052	158.5	95.3537	0	0	150.04	95.3537	0	0	150.04	95.3537	0	0	150.04	95.3537	0	0	150.04	95.3537	0	0	150.04	95.3537	0	0	150.04	95.3537	0	0	150.04	95.3537	0	0	150.04	0
6155	159.717	38.7613	35.6864	0	0	0	10.0602	0	0	0	21.6131	15.4077	0	0	38.6092	40.3744	0	0	51.0925	41.6903	0	0	51.7505	18.5846	0	0	40.1977	0	0	0	23.2015	0	0	0	10.7182	233.5	143.669	0	0	221.465	143.669	0	0	221.465	143.669	0	0	221.465	143.669	0	0	221.465	143.669	0	0	221.465	143.669	0	0	221.465	143.669	0	0	221.465	143.669	0	0	221.465	0
6156	179.083	40.4333	63.2348	0	0	0	17.6611	0	0	0	28.9478	1.18743	0	0	55.3566	53.3096	0	0	81.4177	74.2038	0	0	91.8648	51.6305	0	0	80.5781	0	0	0	54.1693	0	0	0	28.1082	252.5	157.823	0	0	239.816	157.823	0	0	239.816	157.823	0	0	239.816	157.823	0	0	239.816	157.823	0	0	239.816	157.823	0	0	239.816	157.823	0	0	239.816	157.823	0	0	239.816	0
6157	198.519	39.0119	227.558	0	0	0	63.8977	0	0	0	71.3609	0	0	0	152.463	125.251	0	0	259.696	266.346	0	0	330.244	251.42	0	0	322.781	89.2157	0	0	241.679	0	0	0	134.446	226	158.356	0	0	216.937	158.356	0	0	216.937	158.356	0	0	216.937	158.356	0	0	216.937	158.356	0	0	216.937	158.356	0	0	216.937	158.356	0	0	216.937	158.356	0	0	216.937	0
6158	216.523	34.7587	295.608	0	0	0	84.841	0	0	0	45.342	0	0	0	129.246	62.7981	0	0	287.403	342.326	0	0	427.167	421.325	0	0	466.666	253.517	0	0	382.763	0	0	0	224.606	215	158.561	0	0	207.439	158.561	0	0	207.439	158.561	0	0	207.439	158.561	0	0	207.439	158.561	0	0	207.439	158.561	0	0	207.439	158.561	0	0	207.439	158.561	0	0	207.439	0
6159	232.437	28.3276	140.93	0	0	0	42.3601	0	0	0	0	0	0	0	18.4316	0	0	0	105.129	159.378	0	0	201.738	259.235	0	0	251.666	207.235	0	0	225.667	33.8406	0	0	138.969	205.5	137.393	0	0	196.375	137.393	0	0	196.375	137.393	0	0	196.375	137.393	0	0	196.375	137.393	0	0	196.375	137.393	0	0	196.375	137.393	0	0	196.375	137.393	0	0	196.375	0
6160	246.449	20.4356	44.3427	0	0	0	14.626	0	0	0	0	0	0	0	0	0	0	0	16.6433	47.5517	0	0	62.1778	110.766	0	0	93.7846	109.094	0	0	92.949	43.5173	0	0	60.1605	158.5	99.5343	0	0	150.6	99.5343	0	0	150.6	99.5343	0	0	150.6	99.5343	0	0	150.6	99.5343	0	0	150.6	99.5343	0	0	150.6	99.5343	0	0	150.6	99.5343	0	0	150.6	0
6161	259.129	11.688	11.5471	0	0	0	4.7365	0	0	0	0	0	0	0	0	0	0	0	0	10.5272	0	0	15.2637	46.2049	0	0	33.1026	54.8165	0	0	37.4083	31.3173	0	0	25.6588	86	52.7547	0	0	81.546	52.7547	0	0	81.546	52.7547	0	0	81.546	52.7547	0	0	81.546	52.7547	0	0	81.546	52.7547	0	0	81.546	52.7547	0	0	81.546	52.7547	0	0	81.546	0
6162	271.126	2.56593	1.11922	0.490805	0	0	1.21468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.723861	17.3095	0	0	9.624	24.9701	0	0	13.4543	18.0036	0	0	9.97108	23.5	14.2119	0	0	22.2556	14.2119	0	0	22.2556	14.2119	0	0	22.2556	14.2119	0	0	22.2556	14.2119	0	0	22.2556	14.2119	0	0	22.2556	14.2119	0	0	22.2556	14.2119	0	0	22.2556	0
6163	283.065	-6.5193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
6164	295.545	-15.1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6165	309.137	-22.9061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6166	324.3	-29.1983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6167	341.158	-33.4141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6168	359.205	-34.9951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6169	17.3142	-33.694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6170	34.3254	-29.7178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6171	49.6624	-23.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6172	63.4002	-15.9897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6173	75.979	-7.42787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
6174	87.9641	1.61117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	5.1	0	0	8.04449	0
6175	99.9527	10.7178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	32.4	0	0	51.1061	0
6176	112.565	19.4818	1.00052	0	0	0	0.32384	1.07936	0	0	1.40616	2.61173	0	0	2.17234	2.61418	0	0	2.17357	1.08528	0	0	1.40912	0	0	0	0.326798	0	0	0	0	0	0	0	0	113.5	68.2001	0	0	107.431	68.2001	0	0	107.431	68.2001	0	0	107.431	68.2001	0	0	107.431	68.2001	0	0	107.431	68.2001	0	0	107.431	68.2001	0	0	107.431	68.2001	0	0	107.431	0
6177	126.442	27.4291	1.38195	0	0	0	0.405955	0.39624	0	0	1.39492	2.14207	0	0	2.26784	2.6331	0	0	2.51335	1.5817	0	0	1.98765	0	0	0	0.998686	0	0	0	0.125772	0	0	0	0	126	75.7382	0	0	119.266	75.7382	0	0	119.266	75.7382	0	0	119.266	75.7382	0	0	119.266	75.7382	0	0	119.266	75.7382	0	0	119.266	75.7382	0	0	119.266	75.7382	0	0	119.266	0
6178	142.16	33.9668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	62.4	0	0	98.4267	0
6179	159.941	38.3887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.5	82.5	0	0	130.131	82.5	0	0	130.131	82.5	0	0	130.131	82.5	0	0	130.131	82.5	0	0	130.131	82.5	0	0	130.131	82.5	0	0	130.131	82.5	0	0	130.131	0
6180	179.21	40.0329	39.5585	0	0	0	10.7164	0	0	0	17.8414	0.64965	0	0	34.5834	33.7532	0	0	51.1352	47.0846	0	0	57.8009	32.8345	0	0	50.6759	0	0	0	33.9338	0	0	0	17.3821	283.5	174.056	0	0	268.837	174.056	0	0	268.837	174.056	0	0	268.837	174.056	0	0	268.837	174.056	0	0	268.837	174.056	0	0	268.837	174.056	0	0	268.837	174.056	0	0	268.837	0
