Zeit [h]	Sun azimuth angle [Deg]	Sun elevation angle [Deg]	DIR_-_0	DIR_N_90	DIR_N_60	DIR_N_45	DIR_N_30	DIR_N-E_90	DIR_N-E_60	DIR_N-E_45	DIR_N-E_30	DIR_E_90	DIR_E_60	DIR_E_45	DIR_E_30	DIR_S-E_90	DIR_S-E_60	DIR_S-E_45	DIR_S-E_30	DIR_S_90	DIR_S_60	DIR_S_45	DIR_S_30	DIR_S-W_90	DIR_S-W_60	DIR_S-W_45	DIR_S-W_30	DIR_W_90	DIR_W_60	DIR_W_45	DIR_W_30	DIR_N-W_90	DIR_N-W_60	DIR_N-W_45	DIR_N-W_30	DIFF_-_0	DIFF_N_90	DIFF_N_60	DIFF_N_45	DIFF_N_30	DIFF_N-E_90	DIFF_N-E_60	DIFF_N-E_45	DIFF_N-E_30	DIFF_E_90	DIFF_E_60	DIFF_E_45	DIFF_E_30	DIFF_S-E_90	DIFF_S-E_60	DIFF_S-E_45	DIFF_S-E_30	DIFF_S_90	DIFF_S_60	DIFF_S_45	DIFF_S_30	DIFF_S-W_90	DIFF_S-W_60	DIFF_S-W_45	DIFF_S-W_30	DIFF_W_90	DIFF_W_60	DIFF_W_45	DIFF_W_30	DIFF_N-W_90	DIFF_N-W_60	DIFF_N-W_45	DIFF_N-W_30	DIFF_N-W_30
4098	283.173	19.688	170.638	108.675	0	0	202.115	0	0	0	22.0296	0	0	0	0	0	0	0	0	0	0	0	93.4397	251.495	0	0	273.525	464.343	0	0	379.949	405.185	0	0	350.37	112.5	84.5639	0	0	108.757	84.5639	0	0	108.757	84.5639	0	0	108.757	84.5639	0	0	108.757	84.5639	0	0	108.757	84.5639	0	0	108.757	84.5639	0	0	108.757	84.5639	0	0	108.757	0
4099	294.271	11.0317	132.033	278.38	0	0	253.534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.716	0	0	234.202	617.391	0	0	423.039	633.406	0	0	431.047	53	45.0033	0	0	51.9286	45.0033	0	0	51.9286	45.0033	0	0	51.9286	45.0033	0	0	51.9286	45.0033	0	0	51.9286	45.0033	0	0	51.9286	45.0033	0	0	51.9286	45.0033	0	0	51.9286	0
4100	305.609	3.10931	20.8828	223.837	0	0	130.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.7279	0	0	49.449	312.548	0	0	174.359	379.281	0	0	207.726	14	10.4883	0	0	13.5295	10.4883	0	0	13.5295	10.4883	0	0	13.5295	10.4883	0	0	13.5295	10.4883	0	0	13.5295	10.4883	0	0	13.5295	10.4883	0	0	13.5295	10.4883	0	0	13.5295	0
4101	317.548	-3.73236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
4102	330.286	-9.12147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4103	343.817	-12.6908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4104	357.879	-14.1472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4105	12.0169	-13.3569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4106	25.7441	-10.3935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4107	38.7312	-5.51113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	0
4108	50.8957	0.936465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	16.8	0	0	26.4995	16.8	0	0	26.4995	16.8	0	0	26.4995	16.8	0	0	26.4995	16.8	0	0	26.4995	16.8	0	0	26.4995	16.8	0	0	26.4995	16.8	0	0	26.4995	0
4109	62.3818	8.57385	4.32344	13.2935	0	0	10.391	27.3664	0	0	17.4274	25.4085	0	0	16.4484	8.56658	0	0	8.0275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	49.6324	0	0	77.6636	49.6324	0	0	77.6636	49.6324	0	0	77.6636	49.6324	0	0	77.6636	49.6324	0	0	77.6636	49.6324	0	0	77.6636	49.6324	0	0	77.6636	49.6324	0	0	77.6636	0
4110	73.5049	17.046	10.553	9.77261	0	0	14.0255	30.2462	0	0	24.2623	33.002	0	0	25.6401	16.4257	0	0	17.352	0	0	0	4.25289	0	0	0	0	0	0	0	0	0	0	0	0.926314	133.5	81.1553	0	0	126.487	81.1553	0	0	126.487	81.1553	0	0	126.487	81.1553	0	0	126.487	81.1553	0	0	126.487	81.1553	0	0	126.487	81.1553	0	0	126.487	81.1553	0	0	126.487	0
4111	84.7276	26.0206	7.23845	1.36253	0	0	6.94995	11.4037	0	0	11.9705	14.7648	0	0	13.6511	9.47683	0	0	11.0071	0	0	0	5.58743	0	0	0	0.566833	0	0	0	0	0	0	0	1.53027	183.5	110.824	0	0	173.763	110.824	0	0	173.763	110.824	0	0	173.763	110.824	0	0	173.763	110.824	0	0	173.763	110.824	0	0	173.763	110.824	0	0	173.763	110.824	0	0	173.763	0
4112	96.7	35.158	5.47042	0	0	0	4.28444	4.81376	0	0	7.1444	7.71385	0	0	8.59444	6.09527	0	0	7.78515	0.906172	0	0	5.19061	0	0	0	2.33065	0	0	0	0.880602	0	0	0	1.68989	221	133.147	0	0	209.23	133.147	0	0	209.23	133.147	0	0	209.23	133.147	0	0	209.23	133.147	0	0	209.23	133.147	0	0	209.23	133.147	0	0	209.23	133.147	0	0	209.23	0
4113	110.379	44.0443	21.8993	0	0	0	15.023	9.43325	0	0	23.6819	21.2251	0	0	29.5779	20.5837	0	0	29.2571	7.88457	0	0	22.9076	0	0	0	14.2487	0	0	0	8.35275	0	0	0	8.67348	304.5	184.89	0	0	288.475	184.89	0	0	288.475	184.89	0	0	288.475	184.89	0	0	288.475	184.89	0	0	288.475	184.89	0	0	288.475	184.89	0	0	288.475	184.89	0	0	288.475	0
4114	127.192	52.0646	24.8442	0	0	0	15.6627	2.63098	0	0	22.8312	15.4268	0	0	29.2291	19.1858	0	0	31.1086	11.7061	0	0	27.3687	0	0	0	20.2002	0	0	0	13.8023	0	0	0	11.9228	240.5	146.785	0	0	227.945	146.785	0	0	227.945	146.785	0	0	227.945	146.785	0	0	227.945	146.785	0	0	227.945	146.785	0	0	227.945	146.785	0	0	227.945	146.785	0	0	227.945	0
4115	148.882	58.2044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.5	69.3	0	0	109.31	69.3	0	0	109.31	69.3	0	0	109.31	69.3	0	0	109.31	69.3	0	0	109.31	69.3	0	0	109.31	69.3	0	0	109.31	69.3	0	0	109.31	0
4116	175.703	61.0131	6.99784	0	0	0	4.12732	0	0	0	4.79618	0.290485	0	0	6.20555	2.93906	0	0	7.52984	3.86598	0	0	7.9933	2.52826	0	0	7.32444	0	0	0	5.91507	0	0	0	4.59078	247.5	149.2	0	0	234.33	149.2	0	0	234.33	149.2	0	0	234.33	149.2	0	0	234.33	149.2	0	0	234.33	149.2	0	0	234.33	149.2	0	0	234.33	149.2	0	0	234.33	0
4117	203.454	59.475	37.9019	0	0	0	22.5731	0	0	0	22.4308	0	0	0	28.3767	8.20752	0	0	36.9278	20.5019	0	0	43.075	20.7866	0	0	43.2173	8.89476	0	0	37.2714	0	0	0	28.7203	412.5	251.29	0	0	390.902	251.29	0	0	390.902	251.29	0	0	390.902	251.29	0	0	390.902	251.29	0	0	390.902	251.29	0	0	390.902	251.29	0	0	390.902	251.29	0	0	390.902	0
4118	226.833	54.1812	195.015	0	0	0	120.744	0	0	0	98.5507	0	0	0	117.56	0	0	0	166.636	96.2878	0	0	217.032	140.674	0	0	239.225	102.656	0	0	220.216	4.50303	0	0	171.139	400	259.502	0	0	381.177	259.502	0	0	381.177	259.502	0	0	381.177	259.502	0	0	381.177	259.502	0	0	381.177	259.502	0	0	381.177	259.502	0	0	381.177	259.502	0	0	381.177	0
4119	244.947	46.5994	404.334	0	0	0	269.206	0	0	0	170.449	0	0	0	176.967	0	0	0	284.941	161.916	0	0	431.122	359.43	0	0	529.879	346.395	0	0	523.361	130.446	0	0	415.387	261	197.034	0	0	252.43	197.034	0	0	252.43	197.034	0	0	252.43	197.034	0	0	252.43	197.034	0	0	252.43	197.034	0	0	252.43	197.034	0	0	252.43	197.034	0	0	252.43	0
4120	259.399	37.8965	409.389	0	0	0	306.161	0	0	0	137.554	0	0	0	96.0546	0	0	0	205.973	96.7593	0	0	402.92	433.974	0	0	571.528	516.973	0	0	613.027	297.137	0	0	503.109	179	148.339	0	0	174.892	148.339	0	0	174.892	148.339	0	0	174.892	148.339	0	0	174.892	148.339	0	0	174.892	148.339	0	0	174.892	148.339	0	0	174.892	148.339	0	0	174.892	0
4121	271.768	28.7856	258.343	14.5078	0	0	230.985	0	0	0	62.6977	0	0	0	0	0	0	0	52.439	0	0	0	216.477	322.067	0	0	384.765	469.98	0	0	458.721	342.585	0	0	395.024	123.5	99.9343	0	0	120.343	99.9343	0	0	120.343	99.9343	0	0	120.343	99.9343	0	0	120.343	99.9343	0	0	120.343	99.9343	0	0	120.343	99.9343	0	0	120.343	99.9343	0	0	120.343	0
4122	283.138	19.7246	74.9247	47.4999	0	0	88.6366	0	0	0	9.73076	0	0	0	0	0	0	0	0	0	0	0	41.1367	110.312	0	0	120.043	203.504	0	0	166.639	177.487	0	0	153.63	48.5	36.5925	0	0	46.9047	36.5925	0	0	46.9047	36.5925	0	0	46.9047	36.5925	0	0	46.9047	36.5925	0	0	46.9047	36.5925	0	0	46.9047	36.5925	0	0	46.9047	36.5925	0	0	46.9047	0
4123	294.236	11.0663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	13.2	0	0	20.821	0
4124	305.572	3.14081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	0
4125	317.507	-3.70521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
4126	330.242	-9.10004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4127	343.769	-12.6764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4128	357.829	-14.1407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4129	11.9671	-13.3586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4130	25.6958	-10.403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4131	38.6853	-5.52722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	0
4132	50.8522	0.915072	0.75859	29.984	0	0	15.649	47.2464	0	0	24.2802	36.8325	0	0	19.0732	4.84266	0	0	3.07829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.5	15.9759	0	0	25.09	15.9759	0	0	25.09	15.9759	0	0	25.09	15.9759	0	0	25.09	15.9759	0	0	25.09	15.9759	0	0	25.09	15.9759	0	0	25.09	15.9759	0	0	25.09	0
4133	62.3401	8.54849	24.601	75.9753	0	0	59.2927	156.223	0	0	99.4167	144.958	0	0	93.784	48.7782	0	0	45.6942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	49.8601	0	0	75.096	49.8601	0	0	75.096	49.8601	0	0	75.096	49.8601	0	0	75.096	49.8601	0	0	75.096	49.8601	0	0	75.096	49.8601	0	0	75.096	49.8601	0	0	75.096	0
4134	73.4637	17.0179	86.7768	80.6958	0	0	115.499	249.246	0	0	199.774	271.791	0	0	211.046	135.125	0	0	142.713	0	0	0	34.8032	0	0	0	0	0	0	0	0	0	0	0	7.58842	144.5	95.3777	0	0	137.919	95.3777	0	0	137.919	95.3777	0	0	137.919	95.3777	0	0	137.919	95.3777	0	0	137.919	95.3777	0	0	137.919	95.3777	0	0	137.919	95.3777	0	0	137.919	0
4135	84.685	25.9911	108.024	20.5245	0	0	103.814	170.513	0	0	178.808	220.617	0	0	203.86	141.487	0	0	164.295	0	0	0	83.2893	0	0	0	8.29519	0	0	0	0	0	0	0	22.8079	186	122.402	0	0	177.48	122.402	0	0	177.48	122.402	0	0	177.48	122.402	0	0	177.48	122.402	0	0	177.48	122.402	0	0	177.48	122.402	0	0	177.48	122.402	0	0	177.48	0
4136	96.6533	35.1284	143.852	0	0	0	112.735	126.855	0	0	188.007	203.089	0	0	226.125	160.357	0	0	204.758	23.69	0	0	136.425	0	0	0	61.1527	0	0	0	23.0354	0	0	0	44.4014	213.5	142.485	0	0	203.986	142.485	0	0	203.986	142.485	0	0	203.986	142.485	0	0	203.986	142.485	0	0	203.986	142.485	0	0	203.986	142.485	0	0	203.986	142.485	0	0	203.986	0
4137	110.324	44.0163	177.885	0	0	0	122.081	76.8599	0	0	192.483	172.639	0	0	240.372	167.289	0	0	237.697	63.9431	0	0	186.024	0	0	0	115.623	0	0	0	67.7334	0	0	0	70.4084	198.5	136.888	0	0	190.246	136.888	0	0	190.246	136.888	0	0	190.246	136.888	0	0	190.246	136.888	0	0	190.246	136.888	0	0	190.246	136.888	0	0	190.246	136.888	0	0	190.246	0
4138	127.123	52.041	58.3454	0	0	0	36.7931	6.23793	0	0	53.6475	36.2927	0	0	68.6749	45.0878	0	0	73.0725	27.4711	0	0	64.2641	0	0	0	47.4097	0	0	0	32.3822	0	0	0	27.9847	166.5	105.735	0	0	158.359	105.735	0	0	158.359	105.735	0	0	158.359	105.735	0	0	158.359	105.735	0	0	158.359	105.735	0	0	158.359	105.735	0	0	158.359	105.735	0	0	158.359	0
4139	148.794	58.1897	14.8715	0	0	0	8.93419	0	0	0	11.7793	4.77925	0	0	15.2687	8.95834	0	0	17.3582	7.88977	0	0	16.8239	2.19949	0	0	13.9788	0	0	0	10.4895	0	0	0	8.39991	218	132.287	0	0	206.517	132.287	0	0	206.517	132.287	0	0	206.517	132.287	0	0	206.517	132.287	0	0	206.517	132.287	0	0	206.517	132.287	0	0	206.517	132.287	0	0	206.517	0
4140	175.603	61.0125	15.3077	0	0	0	9.02891	0	0	0	10.4971	0.650145	0	0	13.5819	6.43893	0	0	16.4763	8.45589	0	0	17.4848	5.51951	0	0	16.0166	0	0	0	12.9318	0	0	0	10.0374	236.5	143.431	0	0	224.031	143.431	0	0	224.031	143.431	0	0	224.031	143.431	0	0	224.031	143.431	0	0	224.031	143.431	0	0	224.031	143.431	0	0	224.031	143.431	0	0	224.031	0
4141	203.363	59.4892	7.32303	0	0	0	4.36111	0	0	0	4.33625	0	0	0	5.48628	1.59124	0	0	7.13755	3.96165	0	0	8.32276	4.01138	0	0	8.34762	1.71131	0	0	7.19759	0	0	0	5.54632	260	156.732	0	0	246.165	156.732	0	0	246.165	156.732	0	0	246.165	156.732	0	0	246.165	156.732	0	0	246.165	156.732	0	0	246.165	156.732	0	0	246.165	156.732	0	0	246.165	0
4142	226.762	54.2057	6.89453	0	0	0	4.26805	0	0	0	3.48629	0	0	0	4.15995	0	0	0	5.8944	3.40559	0	0	7.67363	4.96911	0	0	8.45539	3.6218	0	0	7.78174	0.152892	0	0	6.04729	282	169.889	0	0	266.98	169.889	0	0	266.98	169.889	0	0	266.98	169.889	0	0	266.98	169.889	0	0	266.98	169.889	0	0	266.98	169.889	0	0	266.98	169.889	0	0	266.98	0
4143	244.892	46.6292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.5	142.5	0	0	224.772	142.5	0	0	224.772	142.5	0	0	224.772	142.5	0	0	224.772	142.5	0	0	224.772	142.5	0	0	224.772	142.5	0	0	224.772	142.5	0	0	224.772	0
4144	259.353	37.9285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	96.6	0	0	152.372	96.6	0	0	152.372	96.6	0	0	152.372	96.6	0	0	152.372	96.6	0	0	152.372	96.6	0	0	152.372	96.6	0	0	152.372	96.6	0	0	152.372	0
4145	271.727	28.8179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.5	59.1	0	0	93.2214	59.1	0	0	93.2214	59.1	0	0	93.2214	59.1	0	0	93.2214	59.1	0	0	93.2214	59.1	0	0	93.2214	59.1	0	0	93.2214	59.1	0	0	93.2214	0
4146	283.099	19.7558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.5	41.7	0	0	65.7755	41.7	0	0	65.7755	41.7	0	0	65.7755	41.7	0	0	65.7755	41.7	0	0	65.7755	41.7	0	0	65.7755	41.7	0	0	65.7755	41.7	0	0	65.7755	0
4147	294.196	11.0954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	13.5	0	0	21.2942	0
4148	305.531	3.16645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	2.7	0	0	4.25885	2.7	0	0	4.25885	2.7	0	0	4.25885	2.7	0	0	4.25885	2.7	0	0	4.25885	2.7	0	0	4.25885	2.7	0	0	4.25885	2.7	0	0	4.25885	0
4149	317.464	-3.68428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
4150	330.196	-9.08516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4151	343.72	-12.6688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4152	357.78	-14.1412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4153	11.9183	-13.3672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4154	25.6495	-10.4191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4155	38.6423	-5.54957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0.9	0	0	1.41962	0
4156	50.8124	0.887791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	6.6	0	0	10.4105	0
4157	62.3026	8.51759	1.55519	4.82659	0	0	3.76012	9.91428	0	0	6.30397	9.19432	0	0	5.94399	3.08846	0	0	2.89106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.5	31.6555	0	0	49.7074	31.6555	0	0	49.7074	31.6555	0	0	49.7074	31.6555	0	0	49.7074	31.6555	0	0	49.7074	31.6555	0	0	49.7074	31.6555	0	0	49.7074	31.6555	0	0	49.7074	0
4158	73.4272	16.9846	52.1424	48.6937	0	0	69.5034	150.13	0	0	120.222	163.623	0	0	126.968	81.2672	0	0	85.7902	0	0	0	20.8099	0	0	0	0	0	0	0	0	0	0	0	4.52294	139	88.6143	0	0	132.25	88.6143	0	0	132.25	88.6143	0	0	132.25	88.6143	0	0	132.25	88.6143	0	0	132.25	88.6143	0	0	132.25	88.6143	0	0	132.25	88.6143	0	0	132.25	0
4159	84.6476	25.9564	88.4127	16.9422	0	0	85.0387	139.847	0	0	146.491	180.832	0	0	166.984	115.888	0	0	134.512	0	0	0	68.0967	0	0	0	6.6441	0	0	0	0	0	0	0	18.6238	215.5	138.141	0	0	205.136	138.141	0	0	205.136	138.141	0	0	205.136	138.141	0	0	205.136	138.141	0	0	205.136	138.141	0	0	205.136	138.141	0	0	205.136	138.141	0	0	205.136	0
4160	96.6124	35.0936	27.3084	0	0	0	21.4121	24.1345	0	0	35.717	38.6067	0	0	42.9531	30.4636	0	0	38.8815	4.47545	0	0	25.8875	0	0	0	11.5825	0	0	0	4.34642	0	0	0	8.41792	230.5	141.031	0	0	218.513	141.031	0	0	218.513	141.031	0	0	218.513	141.031	0	0	218.513	141.031	0	0	218.513	141.031	0	0	218.513	141.031	0	0	218.513	141.031	0	0	218.513	0
4161	110.275	43.9829	9.37499	0	0	0	6.4359	4.06292	0	0	10.1504	9.112	0	0	12.675	8.8234	0	0	12.5307	3.36618	0	0	9.80207	0	0	0	6.08753	0	0	0	3.56298	0	0	0	3.70728	227.5	137.438	0	0	215.434	137.438	0	0	215.434	137.438	0	0	215.434	137.438	0	0	215.434	137.438	0	0	215.434	137.438	0	0	215.434	137.438	0	0	215.434	137.438	0	0	215.434	0
4162	127.061	52.0116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	159	0	0	250.799	159	0	0	250.799	159	0	0	250.799	159	0	0	250.799	159	0	0	250.799	159	0	0	250.799	159	0	0	250.799	159	0	0	250.799	0
4163	148.712	58.1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259.5	155.7	0	0	245.593	155.7	0	0	245.593	155.7	0	0	245.593	155.7	0	0	245.593	155.7	0	0	245.593	155.7	0	0	245.593	155.7	0	0	245.593	155.7	0	0	245.593	0
4164	175.505	61.0048	6.99728	0	0	0	4.12685	0	0	0	4.80046	0.303932	0	0	6.21179	2.94856	0	0	7.5341	3.86596	0	0	7.99281	2.51874	0	0	7.3192	0	0	0	5.90786	0	0	0	4.58555	309.5	186.4	0	0	293.008	186.4	0	0	293.008	186.4	0	0	293.008	186.4	0	0	293.008	186.4	0	0	293.008	186.4	0	0	293.008	186.4	0	0	293.008	186.4	0	0	293.008	0
4165	203.269	59.4966	6.89279	0	0	0	4.10412	0	0	0	4.08328	0	0	0	5.16726	1.50351	0	0	6.72109	3.73044	0	0	7.83455	3.77212	0	0	7.85539	1.60416	0	0	6.77141	0	0	0	5.21758	286	172.289	0	0	270.766	172.289	0	0	270.766	172.289	0	0	270.766	172.289	0	0	270.766	172.289	0	0	270.766	172.289	0	0	270.766	172.289	0	0	270.766	172.289	0	0	270.766	0
4166	226.686	54.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	72.6	0	0	114.516	72.6	0	0	114.516	72.6	0	0	114.516	72.6	0	0	114.516	72.6	0	0	114.516	72.6	0	0	114.516	72.6	0	0	114.516	72.6	0	0	114.516	0
