Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.1 Rücklauftemperatur [C]	Variante 10.1 Innentemperatur.Wand.Nord [C]	Variante 10.1 Innentemperatur.Wand.Süd [C]	Variante 10.1 Innentemperatur.Boden [C]	Variante 10.1 Innentemperatur.Wand.Ost [C]	Variante 10.1 Innentemperatur.Wand.West [C]	Variante 10.1 Innentemperatur.Dach [C]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.West [C]	Variante 10.6 Innentemperatur.Dach [C]
3747	30	387.186	0	0	27.502	27.502	27.502	27.502	27.502	337.226	27.353	521.9	0	34.376	24.031	24.031	31.673	24.031	24.031	24.031	29.17	560.813	0	34.329	27.454	27.454	31.395	27.459	27.459	27.469	20.318	0	0	20.48	20.23	20.23	20.431	20.23	20.23	20.23	20.559	0	0	20.638	20.528	20.528	20.6	20.528	20.528	20.529	16.243	0	0	16.242	16.243	16.243	16.243	16.243	16.243	16.243
3748	30	387.117	0	0	27.502	27.502	27.502	27.502	27.502	337.166	27.374	520.681	0	34.377	24.061	24.061	31.682	24.061	24.061	24.061	29.189	559.202	0	34.331	27.478	27.478	31.406	27.484	27.484	27.494	20.316	0	0	20.469	20.233	20.233	20.424	20.233	20.233	20.233	20.558	0	0	20.629	20.529	20.529	20.596	20.529	20.529	20.529	16.242	0	0	16.238	16.241	16.241	16.241	16.241	16.241	16.241
3749	30	387.05	0	0	27.503	27.503	27.503	27.503	27.503	337.108	27.394	519.474	0	34.379	24.091	24.091	31.691	24.091	24.091	24.091	29.208	557.612	0	34.333	27.503	27.503	31.418	27.509	27.509	27.518	20.313	0	0	20.456	20.233	20.233	20.416	20.233	20.233	20.233	20.555	0	0	20.619	20.527	20.527	20.59	20.527	20.527	20.528	16.238	0	0	16.232	16.237	16.237	16.237	16.237	16.237	16.237
3750	30	386.985	0	0	27.503	27.503	27.503	27.503	27.503	337.051	27.414	518.279	0	34.38	24.12	24.12	31.699	24.12	24.12	24.12	29.226	556.044	0	34.335	27.527	27.527	31.429	27.533	27.533	27.543	20.307	0	0	20.442	20.231	20.231	20.406	20.231	20.231	20.231	20.55	0	0	20.608	20.524	20.524	20.582	20.524	20.524	20.524	16.232	0	0	16.224	16.23	16.23	16.23	16.23	16.23	16.23
3751	30	386.921	0	0	27.504	27.504	27.504	27.504	27.504	336.996	27.434	517.095	0	34.381	24.149	24.149	31.708	24.149	24.149	24.149	29.245	554.496	0	34.337	27.551	27.551	31.44	27.557	27.557	27.566	20.3	0	0	20.428	20.228	20.228	20.394	20.228	20.228	20.228	20.543	0	0	20.596	20.519	20.519	20.573	20.519	20.519	20.519	16.224	0	0	16.214	16.222	16.222	16.222	16.222	16.222	16.222
3752	30	386.858	0	0	27.504	27.504	27.504	27.504	27.504	336.941	27.454	515.924	0	34.383	24.177	24.177	31.716	24.177	24.177	24.177	29.263	552.969	0	34.339	27.574	27.574	31.451	27.58	27.58	27.59	20.292	0	0	20.413	20.223	20.223	20.382	20.223	20.223	20.223	20.535	0	0	20.583	20.513	20.513	20.563	20.513	20.513	20.513	16.214	0	0	16.202	16.212	16.212	16.212	16.212	16.212	16.212
3753	30	386.797	0	0	27.505	27.505	27.505	27.505	27.505	336.888	27.474	514.765	0	34.384	24.205	24.205	31.724	24.205	24.205	24.205	29.28	551.463	0	34.34	27.598	27.598	31.462	27.603	27.603	27.613	20.284	0	0	20.4	20.218	20.218	20.37	20.218	20.218	20.218	20.527	0	0	20.572	20.506	20.506	20.554	20.507	20.507	20.507	16.202	0	0	16.189	16.199	16.199	16.2	16.199	16.199	16.199
3754	30	386.738	0	0	27.505	27.505	27.505	27.505	27.505	336.836	27.493	513.617	0	34.386	24.233	24.233	31.732	24.233	24.233	24.233	29.298	549.977	0	34.342	27.62	27.62	31.472	27.626	27.626	27.636	20.277	0	0	20.388	20.214	20.214	20.359	20.214	20.214	20.214	20.52	0	0	20.562	20.501	20.501	20.545	20.501	20.501	20.501	16.19	0	0	16.178	16.187	16.187	16.188	16.187	16.187	16.187
3755	30	386.68	0	0	27.505	27.505	27.505	27.505	27.505	336.786	27.512	512.48	0	34.387	24.261	24.261	31.741	24.261	24.261	24.261	29.315	548.511	0	34.344	27.643	27.643	31.483	27.649	27.649	27.658	20.271	0	0	20.378	20.211	20.211	20.349	20.211	20.211	20.211	20.514	0	0	20.555	20.496	20.496	20.537	20.496	20.496	20.497	16.18	0	0	16.173	16.178	16.178	16.178	16.178	16.178	16.178
3756	30	386.623	0	0	27.506	27.506	27.506	27.506	27.506	336.736	27.531	511.355	0	34.388	24.289	24.289	31.749	24.289	24.289	24.289	29.332	547.064	0	34.346	27.665	27.665	31.493	27.671	27.671	27.681	20.267	0	0	20.371	20.21	20.21	20.342	20.21	20.21	20.21	20.511	0	0	20.55	20.494	20.494	20.532	20.494	20.494	20.494	16.174	0	0	16.173	16.174	16.174	16.174	16.174	16.174	16.174
3757	30	386.567	0	0	27.506	27.506	27.506	27.506	27.506	336.688	27.55	510.241	0	34.39	24.316	24.316	31.757	24.316	24.316	24.316	29.349	545.637	0	34.347	27.687	27.687	31.503	27.693	27.693	27.702	20.266	0	0	20.368	20.212	20.212	20.337	20.212	20.212	20.212	20.51	0	0	20.549	20.494	20.494	20.529	20.494	20.494	20.494	16.174	0	0	16.176	16.174	16.174	16.174	16.174	16.174	16.174
3758	30	386.513	0	0	27.506	27.506	27.506	27.506	27.506	336.64	27.569	509.138	0	34.391	24.343	24.343	31.764	24.343	24.343	24.343	29.366	544.23	0	34.349	27.709	27.709	31.513	27.715	27.715	27.724	20.268	0	0	20.367	20.216	20.216	20.336	20.216	20.216	20.216	20.511	0	0	20.55	20.497	20.497	20.53	20.497	20.497	20.497	16.177	0	0	16.183	16.178	16.178	16.178	16.178	16.178	16.178
3759	30	386.46	0	0	27.507	27.507	27.507	27.507	27.507	336.594	27.587	508.046	0	34.392	24.369	24.369	31.772	24.369	24.369	24.369	29.382	542.841	0	34.351	27.73	27.73	31.523	27.736	27.736	27.745	20.271	0	0	20.367	20.222	20.222	20.336	20.222	20.222	20.222	20.515	0	0	20.552	20.502	20.502	20.532	20.502	20.502	20.502	16.183	0	0	16.191	16.184	16.184	16.184	16.184	16.184	16.184
3760	30	386.408	0	0	27.507	27.507	27.507	27.507	27.507	336.549	27.605	506.965	0	34.394	24.396	24.396	31.78	24.396	24.396	24.396	29.398	541.47	0	34.352	27.751	27.751	31.533	27.757	27.757	27.766	20.276	0	0	20.367	20.229	20.229	20.338	20.229	20.229	20.229	20.519	0	0	20.554	20.507	20.507	20.536	20.507	20.507	20.507	16.191	0	0	16.201	16.193	16.193	16.193	16.193	16.193	16.193
3761	30	386.358	0	0	27.507	27.507	27.507	27.507	27.507	336.505	27.624	505.895	0	34.395	24.422	24.422	31.788	24.422	24.422	24.422	29.414	540.118	0	34.354	27.772	27.772	31.542	27.778	27.778	27.787	20.279	0	0	20.364	20.235	20.235	20.338	20.235	20.235	20.235	20.523	0	0	20.554	20.511	20.511	20.538	20.511	20.511	20.512	16.201	0	0	16.212	16.203	16.203	16.203	16.203	16.203	16.203
3762	30	386.308	0	0	27.508	27.508	27.508	27.508	27.508	336.462	27.641	504.836	0	34.396	24.448	24.448	31.795	24.448	24.448	24.448	29.43	538.785	0	34.356	27.793	27.793	31.552	27.798	27.798	27.808	20.28	0	0	20.357	20.237	20.237	20.336	20.237	20.237	20.237	20.524	0	0	20.549	20.513	20.513	20.537	20.513	20.513	20.513	16.212	0	0	16.225	16.215	16.215	16.214	16.215	16.215	16.215
3763	30	386.26	0	0	27.508	27.508	27.508	27.508	27.508	336.42	27.659	503.787	0	34.397	24.473	24.473	31.803	24.473	24.473	24.473	29.445	537.469	0	34.357	27.813	27.813	31.561	27.818	27.818	27.828	20.277	0	0	20.346	20.235	20.235	20.33	20.235	20.235	20.235	20.52	0	0	20.539	20.509	20.509	20.532	20.51	20.51	20.51	16.224	0	0	16.237	16.227	16.227	16.226	16.227	16.227	16.227
3764	30	386.213	0	0	27.508	27.508	27.508	27.508	27.508	336.379	27.677	502.748	0	34.399	24.498	24.498	31.81	24.498	24.498	24.498	29.461	536.171	0	34.359	27.833	27.833	31.57	27.838	27.838	27.848	20.269	0	0	20.332	20.229	20.229	20.319	20.229	20.229	20.229	20.512	0	0	20.526	20.502	20.502	20.523	20.502	20.502	20.502	16.237	0	0	16.25	16.239	16.239	16.239	16.239	16.239	16.239
3765	30	386.167	0	0	27.509	27.509	27.509	27.509	27.509	336.339	27.694	501.72	0	34.4	24.524	24.524	31.818	24.524	24.524	24.524	29.476	534.89	0	34.36	27.853	27.853	31.579	27.858	27.858	27.868	20.258	0	0	20.315	20.22	20.22	20.306	20.22	20.22	20.22	20.501	0	0	20.512	20.492	20.492	20.512	20.492	20.492	20.492	16.25	0	0	16.264	16.253	16.253	16.252	16.253	16.253	16.253
3766	30	386.122	0	0	27.509	27.509	27.509	27.509	27.509	336.299	27.711	500.702	0	34.401	24.548	24.548	31.825	24.548	24.548	24.548	29.491	533.626	0	34.362	27.872	27.872	31.588	27.878	27.878	27.887	20.245	0	0	20.298	20.209	20.209	20.291	20.209	20.209	20.209	20.488	0	0	20.496	20.479	20.479	20.498	20.479	20.479	20.479	16.263	0	0	16.275	16.265	16.265	16.265	16.265	16.265	16.265
3767	30	386.078	0	0	27.509	27.509	27.509	27.509	27.509	336.261	27.728	499.695	0	34.402	24.573	24.573	31.832	24.573	24.573	24.573	29.505	532.38	0	34.363	27.891	27.891	31.597	27.897	27.897	27.906	20.231	0	0	20.28	20.197	20.197	20.275	20.197	20.197	20.197	20.474	0	0	20.48	20.466	20.466	20.483	20.466	20.466	20.466	16.274	0	0	16.283	16.276	16.276	16.275	16.276	16.276	16.276
3768	30	386.035	0	0	27.509	27.509	27.509	27.509	27.509	336.224	27.745	498.697	0	34.403	24.597	24.597	31.839	24.597	24.597	24.597	29.52	531.15	0	34.365	27.91	27.91	31.606	27.916	27.916	27.925	20.216	0	0	20.262	20.183	20.183	20.258	20.183	20.183	20.183	20.459	0	0	20.462	20.451	20.451	20.467	20.451	20.451	20.451	16.282	0	0	16.288	16.283	16.283	16.283	16.283	16.283	16.283
3769	30	385.993	0	0	27.51	27.51	27.51	27.51	27.51	336.187	27.762	497.709	0	34.405	24.621	24.621	31.846	24.621	24.621	24.621	29.534	529.937	0	34.366	27.929	27.929	31.615	27.934	27.934	27.944	20.201	0	0	20.243	20.169	20.169	20.24	20.169	20.169	20.169	20.443	0	0	20.445	20.436	20.436	20.451	20.436	20.436	20.436	16.287	0	0	16.291	16.288	16.288	16.288	16.288	16.288	16.288
3770	30	385.952	0	0	27.51	27.51	27.51	27.51	27.51	336.151	27.778	496.732	0	34.406	24.645	24.645	31.853	24.645	24.645	24.645	29.548	528.74	0	34.368	27.947	27.947	31.623	27.953	27.953	27.962	20.185	0	0	20.224	20.154	20.154	20.223	20.154	20.154	20.154	20.427	0	0	20.427	20.42	20.42	20.434	20.42	20.42	20.42	16.29	0	0	16.29	16.29	16.29	16.29	16.29	16.29	16.29
3771	30	385.911	0	0	27.51	27.51	27.51	27.51	27.51	336.116	27.795	495.764	0	34.407	24.669	24.669	31.86	24.669	24.669	24.669	29.562	527.559	0	34.369	27.965	27.965	31.631	27.971	27.971	27.98	20.168	0	0	20.205	20.139	20.139	20.204	20.139	20.139	20.139	20.41	0	0	20.409	20.403	20.403	20.417	20.404	20.404	20.404	16.29	0	0	16.288	16.29	16.29	16.29	16.29	16.29	16.29
3772	30	385.872	0	0	27.511	27.511	27.511	27.511	27.511	336.082	27.811	494.805	0	34.408	24.692	24.692	31.867	24.692	24.692	24.692	29.576	526.394	0	34.37	27.983	27.983	31.64	27.989	27.989	27.998	20.152	0	0	20.186	20.124	20.124	20.186	20.124	20.124	20.124	20.393	0	0	20.392	20.387	20.387	20.4	20.387	20.387	20.387	16.287	0	0	16.283	16.287	16.287	16.287	16.287	16.287	16.287
3773	30	385.834	0	0	27.511	27.511	27.511	27.511	27.511	336.049	27.827	493.856	0	34.409	24.715	24.715	31.874	24.715	24.715	24.715	29.589	525.245	0	34.372	28.001	28.001	31.648	28.006	28.006	28.015	20.135	0	0	20.167	20.109	20.109	20.168	20.109	20.109	20.109	20.377	0	0	20.374	20.371	20.371	20.382	20.371	20.371	20.371	16.283	0	0	16.276	16.281	16.281	16.282	16.281	16.281	16.281
3774	30	385.797	0	0	27.511	27.511	27.511	27.511	27.511	336.017	27.843	492.917	0	34.41	24.738	24.738	31.88	24.738	24.738	24.738	29.603	524.111	0	34.373	28.019	28.019	31.656	28.024	28.024	28.033	20.119	0	0	20.149	20.094	20.094	20.15	20.094	20.094	20.094	20.36	0	0	20.356	20.354	20.354	20.365	20.354	20.354	20.355	16.276	0	0	16.268	16.275	16.275	16.275	16.275	16.275	16.275
3775	30	385.76	0	0	27.511	27.511	27.511	27.511	27.511	335.985	27.859	491.987	0	34.411	24.761	24.761	31.887	24.761	24.761	24.761	29.616	522.992	0	34.374	28.036	28.036	31.664	28.041	28.041	28.05	20.103	0	0	20.13	20.078	20.078	20.132	20.078	20.078	20.078	20.343	0	0	20.339	20.338	20.338	20.348	20.338	20.338	20.338	16.269	0	0	16.26	16.267	16.267	16.267	16.267	16.267	16.267
3776	30	385.725	0	0	27.511	27.511	27.511	27.511	27.511	335.954	27.874	491.066	0	34.413	24.783	24.783	31.894	24.783	24.783	24.783	29.629	521.889	0	34.376	28.053	28.053	31.672	28.058	28.058	28.067	20.086	0	0	20.111	20.063	20.063	20.115	20.063	20.063	20.063	20.326	0	0	20.321	20.321	20.321	20.331	20.321	20.321	20.322	16.26	0	0	16.25	16.258	16.258	16.258	16.258	16.258	16.258
3777	30	385.69	0	0	27.512	27.512	27.512	27.512	27.512	335.923	27.89	490.155	0	34.414	24.806	24.806	31.9	24.806	24.806	24.806	29.642	520.8	0	34.377	28.069	28.069	31.68	28.075	28.075	28.084	20.069	0	0	20.093	20.047	20.047	20.097	20.047	20.047	20.047	20.309	0	0	20.303	20.305	20.305	20.314	20.305	20.305	20.305	16.25	0	0	16.24	16.248	16.248	16.249	16.248	16.248	16.248
3778	30	385.656	0	0	27.512	27.512	27.512	27.512	27.512	335.894	27.905	489.252	0	34.415	24.828	24.828	31.907	24.828	24.828	24.828	29.654	519.726	0	34.378	28.086	28.086	31.687	28.091	28.091	28.1	20.053	0	0	20.074	20.031	20.031	20.078	20.031	20.031	20.031	20.292	0	0	20.285	20.288	20.288	20.296	20.288	20.288	20.288	16.241	0	0	16.233	16.239	16.239	16.24	16.239	16.239	16.239
3779	30	385.622	0	0	27.512	27.512	27.512	27.512	27.512	335.865	27.92	488.359	0	34.416	24.849	24.849	31.913	24.849	24.849	24.849	29.667	518.667	0	34.38	28.102	28.102	31.695	28.107	28.107	28.116	20.035	0	0	20.055	20.015	20.015	20.06	20.015	20.015	20.015	20.275	0	0	20.267	20.27	20.27	20.278	20.27	20.27	20.27	16.234	0	0	16.228	16.232	16.232	16.233	16.232	16.232	16.232
3780	30	385.59	0	0	27.512	27.512	27.512	27.512	27.512	335.836	27.935	487.475	0	34.417	24.871	24.871	31.919	24.871	24.871	24.871	29.679	517.621	0	34.381	28.118	28.118	31.702	28.123	28.123	28.132	20.018	0	0	20.035	19.999	19.999	20.041	19.999	19.999	19.999	20.257	0	0	20.248	20.253	20.253	20.26	20.253	20.253	20.253	16.23	0	0	16.229	16.229	16.229	16.229	16.229	16.229	16.229
3781	30	385.558	0	0	27.513	27.513	27.513	27.513	27.513	335.809	27.95	486.599	0	34.418	24.892	24.892	31.926	24.892	24.892	24.892	29.691	516.59	0	34.382	28.134	28.134	31.709	28.139	28.139	28.148	20.001	0	0	20.017	19.982	19.982	20.023	19.982	19.982	19.982	20.239	0	0	20.23	20.235	20.235	20.242	20.235	20.235	20.235	16.229	0	0	16.231	16.23	16.23	16.23	16.23	16.23	16.23
3782	30	385.527	0	0	27.513	27.513	27.513	27.513	27.513	335.782	27.964	485.732	0	34.419	24.914	24.914	31.932	24.914	24.914	24.914	29.703	515.573	0	34.383	28.15	28.15	31.717	28.155	28.155	28.164	20.808	3135.833	0	27.498	20.009	20.009	22.017	20.009	20.009	20.009	20.221	0	0	20.212	20.218	20.218	20.224	20.218	20.218	20.218	16.232	0	0	16.236	16.232	16.232	16.232	16.232	16.232	16.232
3783	30	385.497	0	0	27.513	27.513	27.513	27.513	27.513	335.755	27.979	484.874	0	34.42	24.935	24.935	31.938	24.935	24.935	24.935	29.715	514.569	0	34.384	28.165	28.165	31.724	28.17	28.17	28.179	21.305	0	0	23.041	20.09	20.09	22.859	20.09	20.09	20.09	20.204	0	0	20.195	20.201	20.201	20.207	20.201	20.201	20.201	16.237	0	0	16.244	16.238	16.238	16.238	16.238	16.238	16.238
3784	30	385.467	0	0	27.513	27.513	27.513	27.513	27.513	335.73	27.993	484.024	0	34.421	24.955	24.955	31.944	24.955	24.955	24.955	29.727	513.579	0	34.386	28.18	28.18	31.731	28.185	28.185	28.194	21.057	0	0	22.437	20.105	20.105	22.273	20.105	20.105	20.105	20.187	0	0	20.177	20.184	20.184	20.189	20.184	20.184	20.184	16.245	0	0	16.254	16.246	16.246	16.246	16.246	16.246	16.246
3785	30	385.438	0	0	27.513	27.513	27.513	27.513	27.513	335.704	28.007	483.183	0	34.422	24.976	24.976	31.95	24.976	24.976	24.976	29.738	512.602	0	34.387	28.195	28.195	31.738	28.2	28.2	28.209	20.878	0	0	22.094	20.101	20.101	21.875	20.101	20.101	20.101	20.17	0	0	20.159	20.167	20.167	20.172	20.167	20.167	20.167	16.254	0	0	16.267	16.257	16.257	16.256	16.257	16.257	16.257
3786	30	385.41	0	0	27.513	27.513	27.513	27.513	27.513	335.68	28.022	482.35	0	34.423	24.996	24.996	31.956	24.996	24.996	24.996	29.75	511.638	0	34.388	28.21	28.21	31.745	28.215	28.215	28.224	20.761	0	0	21.871	20.091	20.091	21.623	20.091	20.091	20.091	20.152	0	0	20.141	20.149	20.149	20.154	20.149	20.149	20.149	16.267	0	0	16.282	16.269	16.269	16.269	16.269	16.269	16.269
3787	30	385.382	0	0	27.514	27.514	27.514	27.514	27.514	335.656	28.035	481.525	0	34.424	25.016	25.016	31.962	25.016	25.016	25.016	29.761	510.688	0	34.389	28.225	28.225	31.751	28.23	28.23	28.239	20.68	0	0	21.712	20.079	20.079	21.455	20.079	20.079	20.079	20.134	0	0	20.122	20.131	20.131	20.136	20.131	20.131	20.131	16.281	0	0	16.298	16.284	16.284	16.284	16.284	16.284	16.284
3788	30	385.356	0	0	27.514	27.514	27.514	27.514	27.514	335.632	28.049	480.709	0	34.425	25.036	25.036	31.968	25.036	25.036	25.036	29.772	509.75	0	34.39	28.239	28.239	31.758	28.244	28.244	28.253	20.619	0	0	21.59	20.066	20.066	21.333	20.066	20.066	20.066	20.115	0	0	20.103	20.112	20.112	20.117	20.112	20.112	20.112	16.297	0	0	16.314	16.3	16.3	16.3	16.3	16.3	16.3
3789	30	385.329	0	0	27.514	27.514	27.514	27.514	27.514	335.609	28.063	479.901	0	34.426	25.056	25.056	31.974	25.056	25.056	25.056	29.783	508.825	0	34.391	28.253	28.253	31.765	28.258	28.258	28.267	20.57	0	0	21.489	20.053	20.053	21.237	20.053	20.053	20.053	20.096	0	0	20.083	20.094	20.094	20.098	20.094	20.094	20.094	16.313	0	0	16.329	16.316	16.316	16.316	16.316	16.316	16.316
3790	30	385.303	0	0	27.514	27.514	27.514	27.514	27.514	335.587	28.076	479.101	0	34.427	25.075	25.075	31.979	25.075	25.075	25.075	29.793	507.912	0	34.392	28.267	28.267	31.771	28.272	28.272	28.281	20.528	0	0	21.4	20.041	20.041	21.157	20.041	20.041	20.041	20.077	0	0	20.064	20.074	20.074	20.078	20.074	20.074	20.075	16.328	0	0	16.343	16.331	16.331	16.331	16.331	16.331	16.331
3791	30	385.278	0	0	27.514	27.514	27.514	27.514	27.514	335.565	28.09	478.309	0	34.428	25.095	25.095	31.985	25.095	25.095	25.095	29.804	507.012	0	34.394	28.281	28.281	31.778	28.286	28.286	28.295	20.49	0	0	21.319	20.028	20.028	21.086	20.028	20.028	20.028	20.058	0	0	20.044	20.055	20.055	20.059	20.055	20.055	20.055	16.342	0	0	16.353	16.344	16.344	16.344	16.344	16.344	16.344
3792	30	385.254	0	0	27.514	27.514	27.514	27.514	27.514	335.544	28.103	477.524	0	34.429	25.114	25.114	31.991	25.114	25.114	25.114	29.815	506.123	0	34.395	28.295	28.295	31.784	28.3	28.3	28.309	20.454	0	0	21.243	20.016	20.016	21.021	20.016	20.016	20.016	20.038	0	0	20.024	20.036	20.036	20.039	20.036	20.036	20.036	16.352	0	0	16.36	16.354	16.354	16.353	16.354	16.354	16.354
3793	30	385.23	0	0	27.515	27.515	27.515	27.515	27.515	335.523	28.116	476.748	0	34.43	25.133	25.133	31.996	25.133	25.133	25.133	29.825	505.247	0	34.396	28.308	28.308	31.79	28.313	28.313	28.322	20.42	0	0	21.171	20.003	20.003	20.96	20.003	20.003	20.003	20.019	0	0	20.005	20.017	20.017	20.02	20.017	20.017	20.017	16.359	0	0	16.364	16.361	16.361	16.36	16.361	16.361	16.361
3794	30	385.206	0	0	27.515	27.515	27.515	27.515	27.515	335.502	28.129	475.979	0	34.431	25.151	25.151	32.002	25.151	25.151	25.151	29.835	504.382	0	34.397	28.322	28.322	31.796	28.327	28.327	28.335	20.387	0	0	21.102	19.99	19.99	20.902	19.99	19.99	19.99	19.999	0	0	19.984	19.997	19.997	20	19.997	19.997	19.997	16.363	0	0	16.364	16.364	16.364	16.363	16.364	16.364	16.364
3795	30	385.183	0	0	27.515	27.515	27.515	27.515	27.515	335.482	28.142	475.218	0	34.432	25.17	25.17	32.007	25.17	25.17	25.17	29.845	503.53	0	34.398	28.335	28.335	31.802	28.34	28.34	28.348	20.355	0	0	21.035	19.976	19.976	20.845	19.976	19.976	19.976	21.087	0	0	24.307	20.115	20.115	22.462	20.116	20.116	20.117	16.363	0	0	16.359	16.362	16.362	16.362	16.362	16.362	16.362
3796	30	385.161	0	0	27.515	27.515	27.515	27.515	27.515	335.463	28.155	474.465	0	34.432	25.188	25.188	32.012	25.188	25.188	25.188	29.855	502.688	0	34.399	28.348	28.348	31.808	28.353	28.353	28.361	20.323	0	0	20.969	19.961	19.961	20.79	19.961	19.961	19.961	21.075	0	0	22.647	20.205	20.205	22.178	20.206	20.206	20.208	16.358	0	0	16.352	16.357	16.357	16.357	16.357	16.357	16.357
3797	30	385.139	0	0	27.515	27.515	27.515	27.515	27.515	335.444	28.167	473.719	0	34.433	25.207	25.207	32.018	25.207	25.207	25.207	29.865	501.858	0	34.4	28.36	28.36	31.814	28.365	28.365	28.374	20.291	0	0	20.906	19.946	19.946	20.736	19.946	19.946	19.946	20.835	0	0	22.05	20.207	20.207	21.63	20.208	20.208	20.21	16.352	0	0	16.343	16.35	16.35	16.35	16.35	16.35	16.35
3798	30	385.118	0	0	27.515	27.515	27.515	27.515	27.515	335.425	28.18	472.981	0	34.434	25.225	25.225	32.023	25.225	25.225	25.225	29.874	501.039	0	34.401	28.373	28.373	31.82	28.378	28.378	28.386	20.259	0	0	20.844	19.93	19.93	20.684	19.93	19.93	19.93	20.68	0	0	21.707	20.189	20.189	21.304	20.19	20.19	20.192	16.343	0	0	16.332	16.341	16.341	16.341	16.341	16.341	16.341
3799	30	385.097	0	0	27.516	27.516	27.516	27.516	27.516	335.407	28.192	472.25	0	34.435	25.242	25.242	32.028	25.242	25.242	25.242	29.884	500.232	0	34.402	28.385	28.385	31.826	28.39	28.39	28.399	20.227	0	0	20.784	19.913	19.913	20.632	19.913	19.913	19.913	20.578	0	0	21.487	20.168	20.168	21.102	20.169	20.169	20.17	16.333	0	0	16.32	16.33	16.33	16.331	16.33	16.33	16.33
3800	30	385.077	0	0	27.516	27.516	27.516	27.516	27.516	335.389	28.205	471.526	0	34.436	25.26	25.26	32.033	25.26	25.26	25.26	29.893	499.435	0	34.403	28.398	28.398	31.831	28.403	28.403	28.411	20.196	0	0	20.726	19.896	19.896	20.582	19.896	19.896	19.896	20.506	0	0	21.33	20.147	20.147	20.966	20.148	20.148	20.149	16.32	0	0	16.306	16.318	16.318	16.318	16.318	16.318	16.318
3801	30	385.057	0	0	27.516	27.516	27.516	27.516	27.516	335.372	28.217	470.809	0	34.437	25.278	25.278	32.039	25.278	25.278	25.278	29.902	498.649	0	34.404	28.41	28.41	31.837	28.415	28.415	28.423	20.165	0	0	20.669	19.879	19.879	20.533	19.879	19.879	19.879	20.451	0	0	21.207	20.127	20.127	20.865	20.128	20.128	20.129	16.306	0	0	16.291	16.303	16.303	16.304	16.303	16.303	16.303
3802	30	385.037	0	0	27.516	27.516	27.516	27.516	27.516	335.355	28.229	470.1	0	34.438	25.295	25.295	32.044	25.295	25.295	25.295	29.912	497.873	0	34.404	28.422	28.422	31.843	28.426	28.426	28.435	20.134	0	0	20.614	19.862	19.862	20.485	19.862	19.862	19.862	20.404	0	0	21.103	20.108	20.108	20.783	20.109	20.109	20.11	16.292	0	0	16.279	16.29	16.29	16.29	16.29	16.29	16.29
