Zeit [h]	Variante 11.1 Raumlufttemperatur [C]	Variante 11.1 Strahlungstemperatur [C]	Variante 11.1 Trans.Strahlung.Fenster [W]	Variante 11.2 Raumlufttemperatur [C]	Variante 11.2 Strahlungstemperatur [C]	Variante 11.2 Heizleistung [W]	Variante 11.2 Trans.Strahlung.Fenster [W]	Variante 11.3 Raumlufttemperatur [C]	Variante 11.3 Strahlungstemperatur [C]	Variante 11.3 Heizleistung [W]	Variante 11.3 Trans.Strahlung.Fenster [W]	Variante 11.4 Raumlufttemperatur [C]	Variante 11.4 Strahlungstemperatur [C]	Variante 11.4 Heizleistung [W]	Variante 11.4 Trans.Strahlung.Fenster [W]	Variante 11.5 Raumlufttemperatur [C]	Variante 11.5 Strahlungstemperatur [C]	Variante 11.5 Heizleistung [W]	Variante 11.5 Trans.Strahlung.Fenster [W]
7190	21.37	0	95.14	21.65	0	0	95.14	21	0	59.4	95.14	22	0	0	95.14	21.51	0	0	95.14
7191	21.41	0	168.45	21.68	0	0	168.45	21	0	50.31	168.45	22.08	0	0	168.45	21.62	0	0	168.45
7192	21.37	0	107.62	21.65	0	0	107.62	21	0	54.52	107.62	22.08	0	0	107.62	21.62	0	0	107.62
7193	21.27	0	29.63	21.54	0	0	29.63	21	0	67.42	29.63	21.72	0	0	29.63	21.25	0	0	29.63
7194	21.18	0	0	21.45	0	0	0	21	0	76.96	0	21.26	0	0	0	21	0	33.23	0
7195	21.11	0	0	21.39	0	0	0	21	0	83.14	0	21	0	17.13	0	21	0	87.3	0
7196	21.06	0	0	21.33	0	0	0	21	0	88.28	0	21	0	28.88	0	21	0	96.09	0
7197	21.02	0	0	21.29	0	0	0	21	0	91.3	0	21	0	34.65	0	21	0	100.66	0
7198	20.97	0	0	21.24	0	0	0	21	0	94.59	0	21	0	40.01	0	21	0	105.67	0
7199	20.93	0	0	21.19	0	0	0	21	0	98.81	0	21	0	45.95	0	21	0	112.44	0
7200	20.86	0	0	21.13	0	0	0	21	0	104.57	0	21	0	53.19	0	21	0	122.16	0
7201	20.82	0	0	21.09	0	0	0	21	0	107.12	0	21	0	57.08	0	21	0	125.54	0
7202	20.78	0	0	21.04	0	0	0	21	0	110.71	0	21	0	61.91	0	21	0	130.92	0
7203	20.7	0	0	21	0	5	0	21	0	118.61	0	21	0	70.98	0	21	0	144.65	0
7204	20.62	0	0	21	0	16.41	0	21	0	126.61	0	21	0	80.11	0	21	0	158.46	0
7205	20.59	0	0	21	0	19.24	0	21	0	126.7	0	21	0	81.29	0	21	0	156.69	0
7206	20.56	0	0	21	0	23.55	0	21	0	128.41	0	21	0	84.07	0	21	0	158.06	0
7207	20.5	0	0	21	0	31.62	0	21	0	133.99	0	21	0	49.52	0	21	0	125.67	0
7208	20.44	0	93.09	21	0	39.14	93.09	21	0	139.11	93.09	21	0	0.92	93.09	21	0	86.9	93.09
7209	20.75	0	587.26	21.05	0	0	587.26	21	0	111.19	352.24	21.46	0	0	352.24	21	0	14.07	352.24
7210	21.45	0	1341.21	21.74	0	0	1341.21	21	0	45.88	803.57	21.96	0	0	803.57	21.43	0	0	803.57
7211	22.22	0	1850.31	22.5	0	0	1850.31	21.13	0	0	1108.28	22.47	0	0	1108.28	21.98	0	0	1108.28
7212	22.96	0	2173.29	23.24	0	0	2173.29	21.55	0	0	1301.59	22.78	0	0	1301.59	22.34	0	0	1301.59
7213	22.56	0	691.32	22.84	0	0	691.32	21.29	0	0	415.66	22.53	0	0	415.66	22.1	0	0	415.66
7214	22.19	0	302.31	22.47	0	0	302.31	21.13	0	0	302.31	22.56	0	0	302.31	22.13	0	0	302.31
7215	21.92	0	146.61	22.19	0	0	146.61	21	0	8.21	146.61	22.43	0	0	146.61	21.97	0	0	146.61
7216	21.71	0	87.34	21.98	0	0	87.34	21	0	29.34	87.34	22.3	0	0	87.34	21.83	0	0	87.34
7217	21.54	0	26.51	21.81	0	0	26.51	21	0	47.49	26.51	21.91	0	0	26.51	21.41	0	0	26.51
7218	21.38	0	0	21.65	0	0	0	21	0	64.55	0	21.39	0	0	0	21	0	21.66	0
7219	21.3	0	0	21.57	0	0	0	21	0	70.47	0	21.01	0	0	0	21	0	75.94	0
7220	21.22	0	0	21.48	0	0	0	21	0	78.49	0	21	0	14.83	0	21	0	89.64	0
7221	21.15	0	0	21.42	0	0	0	21	0	84.19	0	21	0	23.86	0	21	0	98.71	0
7222	21.1	0	0	21.36	0	0	0	21	0	88.97	0	21	0	31.01	0	21	0	105.92	0
7223	21.02	0	0	21.28	0	0	0	21	0	97.29	0	21	0	41.24	0	21	0	119.98	0
7224	20.93	0	0	21.19	0	0	0	21	0	106.12	0	21	0	51.7	0	21	0	134.91	0
7225	20.84	0	0	21.1	0	0	0	21	0	115.52	0	21	0	62.54	0	21	0	150.81	0
7226	20.75	0	0	21.01	0	0	0	21	0	124.5	0	21	0	72.86	0	21	0	165.74	0
7227	20.66	0	0	21	0	12.19	0	21	0	133.67	0	21	0	83.29	0	21	0	180.8	0
7228	20.6	0	0	21	0	20.67	0	21	0	138.83	0	21	0	89.65	0	21	0	187.74	0
7229	20.53	0	0	21	0	29.53	0	21	0	144.72	0	21	0	96.7	0	21	0	195.89	0
7230	20.44	0	0	21	0	40.05	0	21	0	152.45	0	21	0	105.55	0	21	0	207.39	0
7231	20.39	0	0	21	0	46.37	0	21	0	156.1	0	21	0	69.13	0	21	0	169.55	0
7232	20.39	0	99.52	21	0	43.53	99.52	21	0	150.67	99.52	21	0	10.04	99.52	21	0	109.05	99.52
7233	20.68	0	567.21	21	0	1.15	567.21	21	0	126.33	340.3	21.38	0	0	340.3	21	0	40.35	340.3
7234	21.21	0	1110.83	21.5	0	0	1110.83	21	0	78.75	666.06	21.74	0	0	666.06	21.11	0	0	666.06
7235	21.41	0	936.78	21.69	0	0	936.78	21	0	65.37	562.33	21.88	0	0	562.33	21.24	0	0	562.33
7236	22.03	0	1627.5	22.31	0	0	1627.5	21	0	11.11	975.5	22.11	0	0	975.5	21.5	0	0	975.5
7237	22.36	0	1494.02	22.64	0	0	1494.02	21.08	0	0	895.95	22.3	0	0	895.95	21.7	0	0	895.95
7238	21.94	0	407.91	22.21	0	0	407.91	21	0	31.73	246.05	22.22	0	0	246.05	21.6	0	0	246.05
7239	21.74	0	382.15	22.01	0	0	382.15	21	0	36.23	382.15	22.21	0	0	382.15	21.57	0	0	382.15
7240	21.45	0	112.3	21.73	0	0	112.3	21	0	66	112.3	22.02	0	0	112.3	21.36	0	0	112.3
7241	21.21	0	21.84	21.48	0	0	21.84	21	0	91.33	21.84	21.57	0	0	21.84	21	0	20.18	21.84
7242	21.05	0	0	21.32	0	0	0	21	0	106.29	0	21.05	0	0	0	21	0	97.44	0
7243	20.94	0	0	21.21	0	0	0	21	0	115.35	0	21	0	52.38	0	21	0	150.09	0
7244	20.85	0	0	21.12	0	0	0	21	0	123.03	0	21	0	64.11	0	21	0	160.5	0
7245	20.78	0	0	21.04	0	0	0	21	0	128.65	0	21	0	72.24	0	21	0	167.39	0
7246	20.71	0	0	21	0	4.16	0	21	0	134.21	0	21	0	79.77	0	21	0	174.5	0
7247	20.63	0	0	21	0	15.16	0	21	0	141.03	0	21	0	88.23	0	21	0	184.25	0
7248	20.56	0	0	21	0	24.05	0	21	0	146.58	0	21	0	95.23	0	21	0	191.62	0
7249	20.5	0	0	21	0	32.53	0	21	0	151.99	0	21	0	101.95	0	21	0	198.78	0
7250	20.43	0	0	21	0	40.76	0	21	0	157.32	0	21	0	108.51	0	21	0	205.82	0
7251	20.37	0	0	21	0	48.29	0	21	0	162.06	0	21	0	114.43	0	21	0	211.75	0
7252	20.3	0	0	21	0	56.21	0	21	0	167.31	0	21	0	120.8	0	21	0	218.66	0
7253	20.24	0	0	21	0	62.96	0	21	0	171.46	0	21	0	126.05	0	21	0	223.44	0
7254	20.18	0	0	21	0	69.59	0	21	0	175.57	0	21	0	131.22	0	21	0	228.15	0
7255	20.12	0	0	21	0	76.12	0	21	0	179.64	0	21	0	95.16	0	21	0	191.65	0
7256	20.07	0	9.36	21	0	81.15	9.36	21	0	182.27	9.36	21	0	44.07	9.36	21	0	139.63	9.36
7257	20.07	0	68.63	21	0	78.99	68.63	21	0	177.77	68.63	21.01	0	0	68.63	21	0	91.18	68.63
7258	20.1	0	143.49	21	0	73.34	143.49	21	0	169.84	143.49	21.07	0	0	143.49	21	0	80.77	143.49
7259	20.4	0	529.37	21	0	27.86	529.37	21	0	141.03	318.42	21.27	0	0	318.42	21	0	40.52	318.42
7260	20.89	0	1093.81	21.28	0	0	1093.81	21	0	99.75	656.97	21.39	0	0	656.97	21	0	22.41	656.97
7261	21.28	0	1285.36	21.64	0	0	1285.36	21	0	71.42	771.35	21.6	0	0	771.35	21.03	0	0	771.35
7262	20.88	0	182.48	21.23	0	0	182.48	21	0	105.97	182.48	21.57	0	0	182.48	21	0	5.27	182.48
7263	20.71	0	190.28	21.06	0	0	190.28	21	0	114.51	190.28	21.53	0	0	190.28	21	0	13.01	190.28
7264	20.53	0	77.98	21	0	18.77	77.98	21	0	132.5	77.98	21.41	0	0	77.98	21	0	34.05	77.98
7265	20.37	0	21.84	21	0	40.21	21.84	21	0	147.54	21.84	21.02	0	0	21.84	21	0	92.8	21.84
7266	20.23	0	0	21	0	57.84	0	21	0	160.89	0	21	0	71.7	0	21	0	164.97	0
7267	20.08	0	0	21	0	76.39	0	21	0	176.03	0	21	0	130.37	0	21	0	230.77	0
7268	20	0	0	21	0	84.72	0	21	0	181.46	0	21	0	137.77	0	21	0	237.71	0
7269	19.93	0	0	21	0	92.61	0	21	0	186.77	0	21	0	144.6	0	21	0	244.82	0
7270	19.88	0	0	21	0	96.35	0	21	0	188.13	0	21	0	147.23	0	21	0	244.29	0
7271	19.82	0	0	21	0	102.48	0	21	0	192.03	0	21	0	152.24	0	21	0	248.77	0
7272	19.75	0	0	21	0	110.07	0	21	0	197.48	0	21	0	158.71	0	21	0	256.29	0
7273	19.69	0	0	21	0	115.38	0	21	0	200.73	0	21	0	162.92	0	21	0	259.54	0
7274	19.62	0	0	21	0	122.65	0	21	0	206	0	21	0	169.09	0	21	0	266.82	0
7275	19.56	0	0	21	0	128.21	0	21	0	209.63	0	21	0	173.59	0	21	0	270.91	0
7276	19.52	0	0	21	0	130.98	0	21	0	210.51	0	21	0	175.31	0	21	0	269.69	0
7277	19.47	0	0	21	0	135.74	0	21	0	213.42	0	21	0	179.05	0	21	0	272.54	0
7278	19.41	0	0	21	0	140.93	0	21	0	216.81	0	21	0	183.24	0	21	0	276.36	0
7279	19.35	0	0	21	0	147.04	0	21	0	221.16	0	21	0	147.21	0	21	0	240.99	0
7280	19.3	0	26.51	21	0	150.6	26.51	21	0	223.02	26.51	21	0	95.09	26.51	21	0	189.54	26.51
7281	19.35	0	137.16	21	0	139.95	137.16	21	0	210.69	137.16	21	0	41.54	137.16	21	0	131.57	137.16
7282	19.37	0	151.29	21	0	133.96	151.29	21	0	203.06	151.29	21	0	33.66	151.29	21	0	119.78	151.29
7283	19.42	0	185.6	21	0	125.38	185.6	21	0	192.89	185.6	21	0	23.44	185.6	21	0	104.13	185.6
7284	19.73	0	604.57	21	0	78.68	604.57	21	0	166.19	363.69	21	0	23.14	363.69	21	0	95.34	363.69
7285	20.08	0	895.42	21	0	30.23	895.42	21	0	136.94	538.25	21.04	0	0	538.25	21	0	62.07	538.25
7286	19.9	0	271.2	21	0	61.06	271.2	21	0	146.63	271.2	21.16	0	0	271.2	21	0	45.95	271.2
7287	19.98	0	485.23	21	0	48.32	485.23	21	0	143.73	291.85	21.19	0	0	291.85	21	0	41.27	291.85
7288	20.16	0	769.84	21	0	21.33	769.84	21	0	131.07	462.07	21.28	0	0	462.07	21	0	33.52	462.07
7289	19.78	0	34.31	21	0	80.73	34.31	21	0	170.06	34.31	21	0	36.77	34.31	21	0	123.22	34.31
7290	19.59	0	0	21	0	102	0	21	0	183.66	0	21	0	108.89	0	21	0	191.41	0
7291	19.47	0	0	21	0	115.77	0	21	0	192.73	0	21	0	160.48	0	21	0	243.86	0
7292	19.37	0	0	21	0	126.41	0	21	0	200.04	0	21	0	169.18	0	21	0	254.09	0
7293	19.24	0	0	21	0	142.12	0	21	0	213.16	0	21	0	183.35	0	21	0	276.52	0
7294	19.14	0	0	21	0	151.58	0	21	0	220.46	0	21	0	191.54	0	21	0	287.93	0
7295	19.06	0	0	21	0	159.43	0	21	0	226.42	0	21	0	198.28	0	21	0	296.9	0
7296	18.99	0	0	21	0	164.43	0	21	0	229.7	0	21	0	202.28	0	21	0	300.61	0
7297	18.91	0	0	21	0	172.58	0	21	0	236.24	0	21	0	209.5	0	21	0	310.6	0
7298	18.85	0	0	21	0	177.07	0	21	0	239.19	0	21	0	213.09	0	21	0	313.42	0
7299	18.78	0	0	21	0	183.13	0	21	0	243.79	0	21	0	218.3	0	21	0	319.38	0
7300	18.69	0	0	21	0	191.87	0	21	0	251.11	0	21	0	226.22	0	21	0	330.63	0
7301	18.64	0	0	21	0	194.79	0	21	0	252.64	0	21	0	228.33	0	21	0	330.45	0
7302	18.58	0	0	21	0	200.28	0	21	0	256.79	0	21	0	233.05	0	21	0	335.44	0
7303	18.5	0	0	21	0	207.38	0	21	0	262.58	0	21	0	198.23	0	21	0	302.43	0
7304	18.46	0	29.89	21	0	208.01	29.89	21	0	261.94	29.89	21	0	143.39	29.89	21	0	245.84	29.89
7305	18.65	0	365.54	21	0	175.32	365.54	21	0	228	365.54	21	0	68.02	365.54	21	0	164.63	365.54
7306	18.87	0	531.78	21	0	142.55	531.78	21	0	213.07	319.38	21	0	52.62	319.38	21	0	141.87	319.38
7307	19.22	0	836.75	21	0	92.44	836.75	21	0	181.7	502.44	21	0	20.99	502.44	21	0	100.85	502.44
7308	19.83	0	1384.98	21	0	7.02	1384.98	21	0	126.18	830.74	21.06	0	0	830.74	21	0	57.55	830.74
7309	20.25	0	1434.21	21.31	0	0	1434.21	21	0	93	860.73	21.29	0	0	860.73	21	0	17.7	860.73
7310	20.1	0	754.11	21.13	0	0	754.11	21	0	112.94	453.35	21.36	0	0	453.35	21	0	14.3	453.35
7311	19.83	0	382.34	21	0	22.35	382.34	21	0	125.67	382.34	21.29	0	0	382.34	21	0	31.8	382.34
7312	19.56	0	163.14	21	0	60.93	163.14	21	0	150.8	163.14	21.12	0	0	163.14	21	0	61.25	163.14
7313	19.31	0	12.48	21	0	93.11	12.48	21	0	175.81	12.48	21	0	50.81	12.48	21	0	130.77	12.48
7314	19.16	0	0	21	0	110.78	0	21	0	188.72	0	21	0	120.38	0	21	0	199.73	0
7315	19.04	0	0	21	0	123.29	0	21	0	197.78	0	21	0	171.81	0	21	0	252.6	0
7316	18.97	0	0	21	0	130.35	0	21	0	202.18	0	21	0	177.45	0	21	0	257.29	0
7317	18.91	0	0	21	0	135.87	0	21	0	205.49	0	21	0	181.69	0	21	0	260.67	0
7318	18.85	0	0	21	0	141.58	0	21	0	209.27	0	21	0	186.22	0	21	0	265.42	0
7319	18.79	0	0	21	0	146.24	0	21	0	212.18	0	21	0	189.78	0	21	0	268.73	0
7320	18.74	0	0	21	0	150.01	0	21	0	214.32	0	21	0	192.5	0	21	0	270.71	0
7321	18.7	0	0	21	0	154.07	0	21	0	216.82	0	21	0	195.55	0	21	0	273.55	0
7322	18.65	0	0	21	0	157.96	0	21	0	219.23	0	21	0	198.47	0	21	0	276.26	0
7323	18.6	0	0	21	0	162.23	0	21	0	222.07	0	21	0	201.81	0	21	0	279.9	0
7324	18.54	0	0	21	0	167.47	0	21	0	225.91	0	21	0	206.12	0	21	0	285.56	0
7325	18.49	0	0	21	0	171.56	0	21	0	228.64	0	21	0	209.32	0	21	0	289.07	0
7326	18.42	0	0	21	0	177.71	0	21	0	233.47	0	21	0	214.59	0	21	0	296.72	0
7327	18.36	0	0	21	0	182.78	0	21	0	237.25	0	21	0	177.65	0	21	0	261.13	0
7328	18.3	0	4.68	21	0	186.88	4.68	21	0	240.09	4.68	21	0	126.19	4.68	21	0	210.52	4.68
7329	18.29	0	48.35	21	0	185.66	48.35	21	0	237.63	48.35	21	0	82.19	48.35	21	0	165.84	48.35
7330	18.3	0	104.5	21	0	179.88	104.5	21	0	230.66	104.5	21	0	74.64	104.5	21	0	156.08	104.5
7331	18.36	0	177.8	21	0	169.09	177.8	21	0	218.69	177.8	21	0	62.32	177.8	21	0	140.03	177.8
7332	18.41	0	251.11	21	0	159.28	251.11	21	0	207.73	251.11	21	0	77.45	251.11	21	0	154.5	251.11
7333	18.4	0	204.32	21	0	159.1	204.32	21	0	206.43	204.32	21	0	76.23	204.32	21	0	153.12	204.32
7334	18.35	0	143.49	21	0	164.82	143.49	21	0	211.07	143.49	21	0	54.55	143.49	21	0	132.32	143.49
7335	18.29	0	112.3	21	0	170.66	112.3	21	0	215.83	112.3	21	0	59.08	112.3	21	0	137.72	112.3
7336	18.19	0	65.51	21	0	182.34	65.51	21	0	226.47	65.51	21	0	69.56	65.51	21	0	152.64	65.51
7337	18.09	0	12.48	21	0	192.26	12.48	21	0	235.37	12.48	21	0	119.49	12.48	21	0	203.45	12.48
7338	17.93	0	0	21	0	211.61	0	21	0	253.72	0	21	0	192.45	0	21	0	288.52	0
7339	17.81	0	0	21	0	223.09	0	21	0	264.23	0	21	0	244.82	0	21	0	346.88	0
7340	17.72	0	0	21	0	231.32	0	21	0	271.5	0	21	0	252.98	0	21	0	358.48	0
7341	17.63	0	0	21	0	238.36	0	21	0	277.62	0	21	0	259.76	0	21	0	367.69	0
7342	17.55	0	0	21	0	244.97	0	21	0	283.32	0	21	0	266.01	0	21	0	375.86	0
7343	17.47	0	0	21	0	252.27	0	21	0	289.73	0	21	0	272.9	0	21	0	385.17	0
7344	17.4	0	0	21	0	256.52	0	21	0	293.12	0	21	0	276.72	0	21	0	388.36	0
7345	17.34	0	0	21	0	260.83	0	21	0	296.59	0	21	0	280.6	0	21	0	391.61	0
7346	17.25	0	0	21	0	268.94	0	21	0	303.87	0	21	0	288.26	0	21	0	402.22	0
7347	17.16	0	0	21	0	275.5	0	21	0	309.62	0	21	0	294.39	0	21	0	409.77	0
7348	17.09	0	0	21	0	280.97	0	21	0	314.3	0	21	0	299.42	0	21	0	415.21	0
7349	17.01	0	0	21	0	286.42	0	21	0	318.98	0	21	0	304.45	0	21	0	420.64	0
7350	16.94	0	0	21	0	290.79	0	21	0	322.6	0	21	0	308.41	0	21	0	423.98	0
7351	16.87	0	0	21	0	295.13	0	21	0	326.2	0	21	0	271.18	0	21	0	386.14	0
7352	16.82	0	21.84	21	0	296.36	21.84	21	0	326.71	21.84	21	0	217.28	21.84	21	0	330.62	21.84
7353	16.82	0	87.34	21	0	291.52	87.34	21	0	321.17	87.34	21	0	170.09	87.34	21	0	280.79	87.34
7354	16.89	0	220.05	21	0	276.36	220.05	21	0	305.33	220.05	21	0	153.57	220.05	21	0	260.09	220.05
7355	17.09	0	433.29	21	0	242.8	433.29	21	0	286.57	261.02	21	0	134.36	261.02	21	0	230.59	261.02
7356	17.13	0	307.54	21	0	237.45	307.54	21	0	272.51	307.54	21	0	146.3	307.54	21	0	237.33	307.54
7357	17.11	0	255.7	21	0	237.76	255.7	21	0	269.95	255.7	21	0	143.72	255.7	21	0	232.63	255.7
7358	17.06	0	212.12	21	0	241.65	212.12	21	0	272.13	212.12	21	0	119.51	212.12	21	0	208.32	212.12
7359	16.94	0	112.3	21	0	255.05	112.3	21	0	284.31	112.3	21	0	131.36	112.3	21	0	223.16	112.3
7360	16.82	0	60.83	21	0	267.47	60.83	21	0	295.76	60.83	21	0	142.55	60.83	21	0	237.33	60.83
7361	16.7	0	12.48	21	0	278.48	12.48	21	0	307.07	0	21	0	194.81	0	21	0	291.03	0
7362	16.61	0	0	21	0	285.76	0	21	0	313.02	0	21	0	255.29	0	21	0	351.95	0
7363	16.53	0	0	21	0	292.17	0	21	0	318.59	0	21	0	302.63	0	21	0	400.75	0
7364	16.46	0	0	21	0	296.69	0	21	0	322.4	0	21	0	307.26	0	21	0	405.8	0
7365	16.39	0	0	21	0	300.76	0	21	0	325.82	0	21	0	311.26	0	21	0	410.25	0
7366	16.33	0	0	21	0	304.58	0	21	0	329.04	0	21	0	314.95	0	21	0	414.37	0
7367	16.22	0	0	21	0	314.13	0	21	0	338	0	21	0	324.31	0	21	0	429.79	0
7368	16.14	0	0	21	0	319.41	0	21	0	342.72	0	21	0	329.39	0	21	0	436.84	0
7369	16.07	0	0	21	0	323.59	0	21	0	346.35	0	21	0	333.36	0	21	0	441.76	0
7370	16.01	0	0	21	0	326.76	0	21	0	348.98	0	21	0	336.31	0	21	0	444.65	0
7371	15.94	0	0	21	0	330.52	0	21	0	352.24	0	21	0	339.87	0	21	0	448.65	0
7372	15.88	0	0	21	0	334.35	0	21	0	355.56	0	21	0	343.48	0	21	0	452.72	0
7373	15.81	0	0	21	0	337.67	0	21	0	358.39	0	21	0	346.59	0	21	0	455.76	0
7374	15.75	0	0	21	0	340.97	0	21	0	361.21	0	21	0	349.69	0	21	0	458.8	0
7375	15.68	0	0	21	0	344.24	0	21	0	364.02	0	21	0	311.6	0	21	0	420.66	0
7376	15.63	0	12.48	21	0	345.28	12.48	21	0	364.59	12.48	21	0	257.71	12.48	21	0	365.7	12.48
7377	15.61	0	60.83	21	0	342.99	60.83	21	0	361.86	60.83	21	0	213.27	60.83	21	0	320.69	60.83
7378	15.57	0	68.63	21	0	342.38	68.63	21	0	360.82	68.63	21	0	211.49	68.63	21	0	318.35	68.63
7379	15.57	0	116.98	21	0	337.85	116.98	21	0	355.85	116.98	21	0	206.02	116.98	21	0	311.8	116.98
7380	15.57	0	143.49	21	0	331.95	143.49	21	0	349.54	143.49	21	0	225.65	143.49	21	0	328.83	143.49
7381	15.61	0	216.8	21	0	320.87	216.8	21	0	338.05	216.8	21	0	214.09	216.8	21	0	314.16	216.8
7382	15.61	0	190.28	21	0	317.39	190.28	21	0	334.18	190.28	21	0	183.76	190.28	21	0	281.74	190.28
7383	15.57	0	129.45	21	0	319.38	129.45	21	0	335.77	129.45	21	0	184.98	129.45	21	0	280.88	129.45
7384	15.51	0	90.46	21	0	322.71	90.46	21	0	338.73	90.46	21	0	187.64	90.46	21	0	281.95	90.46
7385	15.38	0	17.16	21	0	336.51	17.16	21	0	353.72	0	21	0	243.52	0	21	0	342.38	0
7386	15.23	0	0	21	0	351.86	0	21	0	367.88	0	21	0	312.16	0	21	0	419.65	0
7387	15.12	0	0	21	0	360.82	0	21	0	376.27	0	21	0	362.29	0	21	0	474.32	0
7388	15.05	0	0	21	0	363.63	0	21	0	378.63	0	21	0	365.41	0	21	0	476.89	0
7389	14.97	0	0	21	0	368.77	0	21	0	383.37	0	21	0	370.69	0	21	0	484.18	0
7390	14.91	0	0	21	0	371.76	0	21	0	385.99	0	21	0	373.74	0	21	0	487.18	0
7391	14.81	0	0	21	0	378.98	0	21	0	392.87	0	21	0	380.98	0	21	0	498.46	0
7392	14.73	0	0	21	0	384.68	0	21	0	398.24	0	21	0	386.67	0	21	0	506.66	0
7393	14.66	0	0	21	0	387.22	0	21	0	400.45	0	21	0	389.18	0	21	0	508.63	0
7394	14.57	0	0	21	0	392.98	0	21	0	405.91	0	21	0	394.91	0	21	0	516.87	0
7395	14.49	0	0	21	0	398.32	0	21	0	410.95	0	21	0	400.21	0	21	0	524.18	0
7396	14.4	0	0	21	0	404.25	0	21	0	416.59	0	21	0	406.11	0	21	0	532.59	0
7397	14.32	0	0	21	0	408.66	0	21	0	420.71	0	21	0	410.47	0	21	0	537.93	0
7398	14.25	0	0	21	0	411.52	0	21	0	423.29	0	21	0	413.29	0	21	0	540.21	0
7399	14.18	0	0	21	0	414.95	0	21	0	426.45	0	21	0	375.52	0	21	0	502.41	0
7400	14.12	0	17.16	21	0	416.33	17.16	21	0	427.56	17.16	21	0	322.14	17.16	21	0	448.49	17.16
7401	14.44	0	582.8	21	0	362.6	582.8	21	0	394.65	349.54	21	0	247.49	349.54	21	0	368.71	349.54
7402	15.03	0	1219.44	21	0	275.13	1219.44	21	0	339.56	730.88	21	0	191.62	730.88	21	0	303.63	730.88
7403	15.78	0	1773.25	21	0	170.51	1773.25	21	0	272.15	1062.46	21	0	123.68	1062.46	21	0	221.88	1062.46
7404	16.45	0	2129.09	21	0	81.56	2129.09	21	0	218.25	1275.5	21	0	95.69	1275.5	21	0	190.29	1275.5
7405	17.01	0	2224.63	21	0	11.54	2224.63	21	0	175.09	1332.92	21	0	52.42	1332.92	21	0	142.4	1332.92
7406	16.53	0	829.88	21	0	92.92	829.88	21	0	227.45	498.16	21	0	78.3	498.16	21	0	175.9	498.16
7407	16.07	0	363.18	21	0	156.81	363.18	21	0	254.95	363.18	21	0	105.4	363.18	21	0	207.57	363.18
7408	15.64	0	56.15	21	0	214.23	56.15	21	0	296.71	56.15	21	0	146.82	56.15	21	0	254.58	56.15
7409	15.35	0	17.16	21	0	248.35	17.16	21	0	323.36	0	21	0	214.34	0	21	0	327.17	0
7410	15.16	0	0	21	0	268.64	0	21	0	337.11	0	21	0	282.55	0	21	0	396.88	0
7411	15	0	0	21	0	284.69	0	21	0	349.07	0	21	0	336.2	0	21	0	454.08	0
7412	14.87	0	0	21	0	297.59	0	21	0	359.05	0	21	0	346.92	0	21	0	468.35	0
7413	14.76	0	0	21	0	307.17	0	21	0	366.37	0	21	0	354.77	0	21	0	478.21	0
7414	14.67	0	0	21	0	315.25	0	21	0	372.61	0	21	0	361.4	0	21	0	486.36	0
7415	14.58	0	0	21	0	321.76	0	21	0	377.51	0	21	0	366.65	0	21	0	492.08	0
7416	14.49	0	0	21	0	329.59	0	21	0	383.89	0	21	0	373.32	0	21	0	500.78	0
7417	14.41	0	0	21	0	335.68	0	21	0	388.63	0	21	0	378.33	0	21	0	506.28	0
7418	14.31	0	0	21	0	344.32	0	21	0	395.99	0	21	0	385.95	0	21	0	516.93	0
7419	14.22	0	0	21	0	351.33	0	21	0	401.78	0	21	0	391.98	0	21	0	524.47	0
7420	14.13	0	0	21	0	359.37	0	21	0	408.63	0	21	0	399.06	0	21	0	534.09	0
7421	14.05	0	0	21	0	365.28	0	21	0	413.39	0	21	0	404.05	0	21	0	539.56	0
7422	13.97	0	0	21	0	370.64	0	21	0	417.64	0	21	0	408.51	0	21	0	544.01	0
7423	13.88	0	0	21	0	376.54	0	21	0	422.44	0	21	0	372.37	0	21	0	508.36	0
7424	13.83	0	17.16	21	0	378.73	17.16	21	0	423.57	17.16	21	0	318.98	17.16	21	0	453.42	17.16
7425	14.11	0	528.97	21	0	331.68	528.97	21	0	394.61	317.32	21	0	248.26	317.32	21	0	377.58	317.32
7426	14.68	0	1202.4	21	0	247.1	1202.4	21	0	342.05	720.73	21	0	194.91	720.73	21	0	317.07	720.73
7427	15.38	0	1677.24	21	0	149.65	1677.24	21	0	278.26	1005.11	21	0	130.56	1005.11	21	0	237.4	1005.11
7428	16.07	0	2051.09	21	0	57.95	2051.09	21	0	220.09	1228.94	21	0	98.28	1228.94	21	0	195.42	1228.94
7429	16.61	0	2162.59	21.06	0	0	2162.59	21	0	179.67	1295.75	21	0	57.74	1295.75	21	0	151.8	1295.75
7430	16.9	0	1987.43	21.27	0	0	1987.43	21	0	162.28	1190.96	21	0	13.85	1190.96	21	0	109.43	1190.96
7431	16.93	0	1586.64	21.26	0	0	1586.64	21	0	166.82	951.08	21	0	17.98	951.08	21	0	116.59	951.08
7432	16.9	0	1377.54	21.2	0	0	1377.54	21	0	175.37	825.99	21	0	26.18	825.99	21	0	130.9	825.99
7433	16.1	0	17.16	21	0	90.59	17.16	21	0	250.19	0	21	0	141.84	0	21	0	251.14	0
7434	15.69	0	0	21	0	144.09	0	21	0	281.07	0	21	0	227.16	0	21	0	339	0
