Zeit [h]	Variante 11.1 Raumlufttemperatur [C]	Variante 11.1 Strahlungstemperatur [C]	Variante 11.1 Trans.Strahlung.Fenster [W]	Variante 11.2 Raumlufttemperatur [C]	Variante 11.2 Strahlungstemperatur [C]	Variante 11.2 Heizleistung [W]	Variante 11.2 Trans.Strahlung.Fenster [W]	Variante 11.3 Raumlufttemperatur [C]	Variante 11.3 Strahlungstemperatur [C]	Variante 11.3 Heizleistung [W]	Variante 11.3 Trans.Strahlung.Fenster [W]	Variante 11.4 Raumlufttemperatur [C]	Variante 11.4 Strahlungstemperatur [C]	Variante 11.4 Heizleistung [W]	Variante 11.4 Trans.Strahlung.Fenster [W]	Variante 11.5 Raumlufttemperatur [C]	Variante 11.5 Strahlungstemperatur [C]	Variante 11.5 Heizleistung [W]	Variante 11.5 Trans.Strahlung.Fenster [W]	Variante 11.6 Raumlufttemperatur [C]	Variante 11.6 Strahlungstemperatur [C]	Variante 11.6 Heizleistung [W]	Variante 11.6 Trans.Strahlung.Fenster [W]
4077	28.9847	28.9731	9.89586	28.9868	28.9753	0	9.89586	24.9404	24.9307	0	9.89586	27.3655	27.3546	0	9.89586	24.4203	24.9414	0	9.89586	24.001	24.9414	0	9.89586
4078	28.8353	28.8273	-0.00220182	28.8374	28.8294	0	-0.00220182	24.817	24.8106	0	-0.00220182	27.2254	27.2181	0	-0.00220182	24.0502	24.761	0	-0.00220182	23.8832	24.761	0	-0.00220182
4079	28.7259	28.7194	-2.06524e-06	28.728	28.7215	0	-2.06524e-06	24.7297	24.7245	0	-2.06497e-06	27.1243	27.1183	0	-2.06497e-06	23.7888	24.6251	0	-2.06497e-06	23.8252	24.6251	0	-2.06497e-06
4080	28.6224	28.6152	4.23855e-09	28.6244	28.6173	0	4.23855e-09	24.6459	24.6401	0	4.23855e-09	27.0284	27.0218	0	4.23855e-09	23.5238	24.4915	0	4.23855e-09	23.7522	24.4915	0	4.23855e-09
4081	28.5253	28.52	0	28.5274	28.5221	0	0	24.5673	24.5631	0	-1.32455e-10	26.9385	26.9337	0	-1.32455e-10	23.2783	24.3648	0	-1.32455e-10	23.6744	24.3648	0	-1.32455e-10
4082	28.444	28.4385	0	28.446	28.4406	0	0	24.5033	24.499	0	0	26.864	26.859	0	0	23.0961	24.2564	0	0	23.6099	24.2564	0	0
4083	28.3555	28.3494	0	28.3575	28.3514	0	0	24.4318	24.4268	0	0	26.7823	26.7766	0	0	22.8903	24.1388	0	0	23.5324	24.1388	0	0
4084	28.266	28.261	7.21232	28.2681	28.263	0	7.21232	24.3589	24.3549	0	7.21232	26.6994	26.6948	0	7.21232	22.6847	24.0201	0	7.21232	23.4513	24.0201	0	7.21232
4085	28.2192	28.2182	64.9333	28.2213	28.2202	0	64.9333	24.3285	24.3285	0	64.9333	26.6592	26.6585	0	64.9333	22.5754	23.9514	0	64.9333	23.4177	23.9514	0	64.9333
4086	28.2408	28.2447	139.103	28.2428	28.2467	0	139.103	24.3663	24.3712	0	139.103	26.6872	26.6915	0	139.103	22.6495	23.9654	0	139.103	23.4647	23.9654	0	139.103
4087	28.3161	28.3218	201.271	28.3181	28.3239	0	201.271	24.4577	24.4645	0	201.271	27.0408	26.8085	0	201.271	24.0162	24.1739	0	201.271	23.7755	24.1739	0	201.271
4088	28.4237	28.4327	267.831	28.4258	28.4347	0	267.831	24.5811	24.5906	0	260.784	27.5539	26.9907	0	260.784	24.6883	24.4077	0	260.784	24.2274	24.4077	0	260.784
4089	28.6315	28.6509	504.427	28.6335	28.6529	0	504.427	24.7186	24.7292	0	302.657	28.02	27.1947	0	302.657	25.246	24.6415	0	302.657	24.6671	24.6415	0	302.657
4090	29.003	29.0313	914.018	29.005	29.0334	0	914.018	24.9463	24.9638	0	548.411	28.3062	27.4689	0	548.411	25.6088	24.9399	0	548.411	25.0021	24.9399	0	548.411
4091	29.4887	29.5226	1287.98	29.4907	29.5247	0	1287.98	25.2522	25.2741	0	772.787	28.639	27.8056	0	772.787	26.0014	25.2965	0	772.787	25.2924	25.2965	0	772.787
4092	29.9842	30.0135	1523.19	29.9862	30.0155	0	1523.19	25.567	25.5851	0	913.912	28.8012	28.1166	0	913.912	26.2197	25.6259	0	913.912	25.4275	25.6259	0	913.912
4093	30.3856	30.4082	1566.96	30.3876	30.4102	0	1566.96	25.8197	25.8343	0	940.175	29.0469	28.3705	0	940.175	26.4971	25.8947	0	940.175	25.6141	25.8947	0	940.175
4094	30.6506	30.6622	1405.52	30.6526	30.6641	0	1405.52	25.9973	26.0055	0	843.314	29.4073	28.5716	0	843.314	26.8916	26.11	0	843.314	25.8762	26.11	0	843.314
4095	30.7205	30.7181	1075.13	30.7224	30.7201	0	1075.13	26.0557	26.055	0	645.081	29.5004	28.6443	0	645.081	27.0161	26.1963	0	645.081	25.9208	26.1963	0	645.081
4096	30.6019	30.5899	658.047	30.6039	30.5919	0	658.047	25.9982	25.992	0	394.828	29.4609	28.599	0	394.828	27.0025	26.1639	0	394.828	25.8409	26.1639	0	394.828
4097	30.3913	30.3775	360.302	30.3933	30.3795	0	360.302	25.8964	25.8921	0	268.723	29.1041	28.4821	0	268.723	26.6737	26.06	0	268.723	25.5234	26.06	0	268.723
4098	30.22	30.2111	274.233	30.2219	30.213	0	274.233	25.8609	25.8581	0	274.233	28.684	28.3977	0	274.233	26.2626	25.9867	0	274.233	25.1666	25.9867	0	274.233
4099	30.0786	30.0686	196.334	30.0806	30.0706	0	196.334	25.7912	25.7848	0	196.334	28.2922	28.2647	0	196.334	25.8594	25.8618	0	196.334	24.8053	25.8618	0	196.334
4100	29.9016	29.8884	90.7863	29.9035	29.8903	0	90.7863	25.6608	25.6501	0	90.7863	28.1078	28.0955	0	90.7863	25.6295	25.6957	0	90.7863	24.563	25.6957	0	90.7863
4101	29.7052	29.6936	11.164	29.7072	29.6955	0	11.164	25.4987	25.4889	0	11.164	27.924	27.913	0	11.164	25.0086	25.4725	0	11.164	24.3122	25.4725	0	11.164
4102	29.5529	29.5445	0.0248285	29.5548	29.5464	0	0.0248285	25.3734	25.3666	0	0.0248285	27.7821	27.7743	0	0.0248285	24.6375	25.2925	0	0.0248285	24.1106	25.2925	0	0.0248285
4103	29.4439	29.438	3.77512e-05	29.4458	29.4399	0	3.77512e-05	25.2874	25.283	0	3.77507e-05	27.6823	27.677	0	3.77507e-05	24.3812	25.1607	0	3.77507e-05	23.9839	25.1607	0	3.77507e-05
4104	29.3684	29.3643	-1.56297e-08	29.3703	29.3662	0	-1.56297e-08	25.2325	25.2297	0	-1.52323e-08	27.6152	27.6117	0	-1.52323e-08	24.2308	25.0686	0	-1.52323e-08	23.9736	25.0686	0	-1.52323e-08
4105	29.3099	29.3062	0	29.3118	29.3081	0	0	25.193	25.1906	0	1.32455e-10	27.5646	27.5614	0	1.32455e-10	24.1385	24.9986	0	1.32455e-10	23.9761	24.9986	0	1.32455e-10
4106	29.253	29.2491	0	29.2548	29.251	0	0	25.1542	25.1516	0	0	27.5152	27.5119	0	0	24.0514	24.9318	0	0	23.9653	24.9318	0	0
4107	29.1967	29.1933	0	29.1986	29.1952	0	0	25.1156	25.1133	0	0	27.4664	27.4634	0	0	23.9696	24.8674	0	0	23.9466	24.8674	0	0
4108	29.1441	29.141	6.65501	29.146	29.1428	0	6.65501	25.0803	25.0782	0	6.65501	27.4211	27.4184	0	6.65501	23.9006	24.8083	0	6.65501	23.9271	24.8083	0	6.65501
4109	29.13	29.1315	73.9946	29.1318	29.1333	0	73.9946	25.0832	25.0858	0	73.9946	27.4141	27.4161	0	73.9946	23.8978	24.7949	0	73.9946	23.9472	24.7949	0	73.9946
4110	29.1601	29.162	163.923	29.162	29.1639	0	163.923	25.1302	25.1332	0	163.923	27.4514	27.4538	0	163.923	23.9399	24.8244	0	163.923	24.009	24.8244	0	163.923
4111	29.2208	29.2275	231.656	29.2226	29.2293	0	231.656	25.2076	25.2154	0	231.656	27.7909	27.5597	0	231.656	24.9395	24.9912	0	231.656	24.3017	24.9912	0	231.656
4112	29.3374	29.3452	312.889	29.3392	29.347	0	312.889	25.3408	25.3498	0	312.889	28.3124	27.75	0	312.889	25.5726	25.2194	0	312.889	24.7599	25.2194	0	312.889
4113	29.4545	29.4634	391.49	29.4563	29.4652	0	391.49	25.4745	25.4845	0	391.261	28.7755	27.9501	0	391.261	26.0781	25.44	0	391.261	25.1374	25.44	0	391.261
4114	29.6531	29.665	594.849	29.6549	29.6668	0	594.849	25.5865	25.589	0	363.732	28.9466	28.0943	0	363.732	26.2831	25.5999	0	363.732	25.215	25.5999	0	363.732
4115	29.6332	29.6228	240.381	29.635	29.6246	0	240.381	25.5635	25.5591	0	205.809	28.9504	28.0908	0	205.809	26.3075	25.6086	0	205.809	25.149	25.6086	0	205.809
4116	29.4927	29.4869	258.181	29.4945	29.4887	0	258.181	25.4887	25.4853	0	258.181	28.7235	28.0171	0	258.181	26.0521	25.5408	0	258.181	24.9001	25.5408	0	258.181
4117	29.6031	29.6234	627.768	29.6049	29.6252	0	627.768	25.5485	25.5588	0	407.005	28.776	28.0952	0	407.005	26.0741	25.6199	0	407.005	24.8957	25.6199	0	407.005
4118	29.9698	29.9949	930.699	29.9716	29.9967	0	930.699	25.7575	25.7734	0	558.42	29.1675	28.3397	0	558.42	26.5152	25.8739	0	558.42	25.2156	25.8739	0	558.42
4119	30.326	30.3448	1024.72	30.3278	30.3466	0	1024.72	25.989	26.0016	0	614.833	29.4339	28.591	0	614.833	26.8404	26.138	0	614.833	25.462	26.138	0	614.833
4120	30.4491	30.4463	740.92	30.4509	30.4481	0	740.92	26.075	26.0733	0	444.552	29.5378	28.6805	0	444.552	26.9829	26.2401	0	444.552	25.5424	26.2401	0	444.552
4121	30.3391	30.3295	418.243	30.3408	30.3313	0	418.243	26.0206	26.0183	0	294.172	29.2276	28.6084	0	294.172	26.6967	26.1788	0	294.172	25.2795	26.1788	0	294.172
4122	30.1706	30.1587	193.024	30.1724	30.1605	0	193.024	25.9757	25.9696	0	193.024	28.7998	28.5097	0	193.024	26.2954	26.0912	0	193.024	24.9279	26.0912	0	193.024
4123	29.8681	29.84	55.7238	29.8698	29.8418	0	55.7238	25.7384	25.7136	0	55.7238	28.2393	28.1936	0	55.7238	25.6459	25.7752	0	55.7238	24.3715	25.7752	0	55.7238
4124	29.5587	29.5485	27.7098	29.5605	29.5503	0	27.7098	25.4706	25.4627	0	27.7098	27.9179	27.9083	0	27.7098	25.18	25.4752	0	27.7098	23.9882	25.4752	0	27.7098
4125	29.4367	29.4298	4.75411	29.4385	29.4316	0	4.75411	25.3794	25.3743	0	4.75411	27.8049	27.7986	0	4.75411	24.1691	25.2674	0	4.75411	23.9257	25.2674	0	4.75411
4126	29.3582	29.3549	0.00144269	29.3599	29.3566	0	0.00144269	25.3257	25.3239	0	0.00144269	27.7346	27.7318	0	0.00144269	24.0099	25.1452	0	0.00144269	23.9072	25.1452	0	0.00144269
4127	29.2884	29.2821	-2.03154e-05	29.2901	29.2838	0	-2.03154e-05	25.2774	25.2724	0	-2.03155e-05	27.6725	27.6666	0	-2.03155e-05	23.9148	25.0498	0	-2.03155e-05	23.882	25.0498	0	-2.03155e-05
4128	29.1728	29.1642	-5.05977e-08	29.1745	29.166	0	-5.05977e-08	25.1812	25.1738	0	-5.04653e-08	27.5641	27.556	0	-5.04653e-08	23.6272	24.8978	0	-5.04653e-08	23.7856	24.8978	0	-5.04653e-08
4129	29.0633	29.058	0	29.065	29.0597	0	0	25.0898	25.0857	0	-1.32455e-10	27.4616	27.4567	0	-1.32455e-10	23.3663	24.7538	0	-1.32455e-10	23.6904	24.7538	0	-1.32455e-10
4130	28.9786	28.9725	0	28.9804	28.9742	0	0	25.0225	25.0175	0	0	27.3837	27.378	0	0	23.2046	24.6391	0	0	23.6233	24.6391	0	0
4131	28.877	28.8699	0	28.8787	28.8716	0	0	24.9378	24.9318	0	0	27.2888	27.2821	0	0	22.9778	24.5029	0	0	23.5318	24.5029	0	0
4132	28.7749	28.7691	5.0415	28.7766	28.7708	0	5.0415	24.8523	24.8476	0	5.0415	27.1933	27.188	0	5.0415	22.7546	24.3663	0	5.0415	23.4383	24.3663	0	5.0415
4133	28.7141	28.7121	78.0267	28.7158	28.7137	0	78.0267	24.808	24.807	0	78.0267	27.1391	27.1375	0	78.0267	22.6079	24.2764	0	78.0267	23.3892	24.2764	0	78.0267
4134	28.7139	28.7158	189.453	28.7155	28.7175	0	189.453	24.824	24.827	0	189.453	27.1454	27.1478	0	189.453	22.5491	24.25	0	189.453	23.4027	24.25	0	189.453
4135	28.7748	28.7801	294.277	28.7764	28.7817	0	294.277	24.901	24.9074	0	294.277	27.4845	27.2519	0	294.277	24.138	24.4588	0	294.277	23.6815	24.4588	0	294.277
4136	28.8436	28.8483	332.937	28.8453	28.85	0	332.937	24.9854	24.9903	0	321.896	27.9584	27.3908	0	321.896	24.7659	24.6532	0	321.896	24.0736	24.6532	0	321.896
4137	28.9728	28.9836	505.759	28.9745	28.9853	0	505.759	25.0364	25.0393	0	303.458	28.338	27.5052	0	303.458	25.1899	24.7913	0	303.458	24.4006	24.7913	0	303.458
4138	29.0722	29.0737	454.068	29.0738	29.0753	0	454.068	25.0727	25.0744	0	292.807	28.433	27.58	0	292.807	25.328	24.8823	0	292.807	24.5249	24.8823	0	292.807
4139	29.0095	29.0018	333.786	29.0111	29.0035	0	333.786	25.079	25.0767	0	334.719	28.4661	27.6086	0	334.719	25.361	24.9199	0	334.719	24.5779	24.9199	0	334.719
4140	29.0293	29.0379	477.018	29.0309	29.0395	0	477.018	25.089	25.0921	0	325.083	28.3234	27.6239	0	325.083	25.2252	24.9398	0	325.083	24.5022	24.9398	0	325.083
4141	29.0713	29.0702	385.466	29.0729	29.0718	0	385.466	25.1341	25.1387	0	364.26	28.3618	27.6753	0	364.26	25.3088	25.0001	0	364.26	24.579	25.0001	0	364.26
4142	29.0983	29.1005	502.404	29.0999	29.1021	0	502.404	25.1377	25.1332	0	309.839	28.548	27.6998	0	309.839	25.4862	25.0282	0	309.839	24.729	25.0282	0	309.839
4143	29.0895	29.0873	417.338	29.0911	29.0889	0	417.338	25.1206	25.1238	0	360.414	28.5658	27.7134	0	360.414	25.4925	25.0428	0	360.414	24.7559	25.0428	0	360.414
4144	29.0556	29.0524	337.858	29.0573	29.054	0	337.858	25.1608	25.1605	0	337.868	28.6239	27.7679	0	337.868	25.5636	25.1003	0	337.868	24.8331	25.1003	0	337.868
4145	28.9197	28.9062	179.477	28.9213	28.9078	0	179.477	25.0604	25.0488	0	179.477	28.2676	27.6391	0	179.477	25.2007	24.9733	0	179.477	24.5587	24.9733	0	179.477
4146	28.7424	28.7326	144.353	28.744	28.7342	0	144.353	24.9091	24.9009	0	144.353	27.7326	27.4409	0	144.353	24.6264	24.7719	0	144.353	24.1212	24.7719	0	144.353
4147	28.605	28.5973	66.9339	28.6066	28.5989	0	66.9339	24.7933	24.7869	0	66.9339	27.2946	27.2671	0	66.9339	24.1818	24.5966	0	66.9339	23.7642	24.5966	0	66.9339
4148	28.4845	28.4765	15.0122	28.4861	28.4781	0	15.0122	24.6919	24.6851	0	15.0122	27.1393	27.1309	0	15.0122	24.0354	24.4615	0	15.0122	23.6199	24.4615	0	15.0122
4149	28.3504	28.3407	2.48004	28.352	28.3423	0	2.48004	24.5755	24.5668	0	2.48004	27.0011	26.9913	0	2.48004	22.6329	24.1884	0	2.48004	23.4756	24.1884	0	2.48004
4150	28.2174	28.2101	0.055874	28.2189	28.2117	0	0.055874	24.4592	24.453	0	0.055874	26.8682	26.861	0	0.055874	22.2474	23.9663	0	0.055874	23.3326	23.9663	0	0.055874
4151	28.1267	28.1221	0.000726244	28.1283	28.1237	0	0.000726244	24.3847	24.3812	0	0.000726244	26.78	26.7756	0	0.000726244	22.1101	23.8281	0	0.000726244	23.2453	23.8281	0	0.000726244
4152	28.0541	28.049	1.49319e-05	28.0557	28.0506	0	1.49319e-05	24.328	24.3239	0	1.49319e-05	26.7111	26.7063	0	1.49319e-05	22.0419	23.7229	0	1.49319e-05	23.183	23.7229	0	1.49319e-05
4153	27.9782	27.9735	3.31932e-07	27.9797	27.975	0	3.31932e-07	24.2677	24.264	0	3.31667e-07	26.6396	26.6352	0	3.31667e-07	21.9617	23.621	0	3.31667e-07	23.1179	23.621	0	3.31667e-07
4154	27.9074	27.9028	-4.76837e-09	27.909	27.9044	0	-4.76837e-09	24.2124	24.2088	0	-4.63592e-09	26.5738	26.5695	0	-4.63592e-09	21.9034	23.5299	0	-4.63592e-09	23.0603	23.5299	0	-4.63592e-09
4155	27.8343	27.8294	-1.77489e-08	27.8359	27.8309	0	-1.77489e-08	24.1547	24.1507	0	-1.7484e-08	26.5058	26.5012	0	-1.7484e-08	21.8353	23.4382	0	-1.7484e-08	23.0001	23.4382	0	-1.7484e-08
4156	27.7613	27.7569	1.70786	27.7629	27.7585	0	1.70786	24.0969	24.0935	0	1.70786	26.4381	26.4341	0	1.70786	21.7662	23.3486	0	1.70786	22.9401	23.3486	0	1.70786
4157	27.7076	27.7053	39.3137	27.7091	27.7068	0	39.3137	24.0584	24.057	0	39.3137	26.3897	26.3877	0	39.3137	21.7287	23.2824	0	39.3137	22.9013	23.2824	0	39.3137
4158	27.6965	27.6977	141.245	27.698	27.6992	0	141.245	24.0624	24.0646	0	141.245	26.384	26.3855	0	141.245	21.7194	23.2601	0	141.245	22.9042	23.2601	0	141.245
4159	27.7697	27.7772	302.063	27.7712	27.7787	0	302.063	24.1506	24.1591	0	302.063	26.7343	26.5038	0	302.063	23.2103	23.4801	0	302.063	23.1911	23.4801	0	302.063
4160	27.8628	27.8673	352.506	27.8643	27.8688	0	352.506	24.2587	24.2642	0	352.506	27.231	26.6649	0	352.506	23.8489	23.6959	0	352.506	23.5989	23.6959	0	352.506
4161	27.9271	27.9309	369.814	27.9286	27.9324	0	369.814	24.3379	24.3427	0	369.814	27.639	26.8086	0	369.814	24.2942	23.8636	0	369.814	23.9452	23.8636	0	369.814
4162	27.9657	27.9675	390.018	27.9672	27.969	0	390.018	24.3914	24.3941	0	390.018	27.7519	26.8999	0	390.018	24.435	23.9709	0	390.018	24.0738	23.9709	0	390.018
4163	28.0283	28.0336	460.569	28.0298	28.035	0	460.569	24.4184	24.4193	0	343.11	27.8057	26.9514	0	343.11	24.5088	24.0332	0	343.11	24.1472	24.0332	0	343.11
4164	28.0618	28.0636	422.684	28.0633	28.065	0	422.684	24.4654	24.4699	0	408.064	27.7005	27.002	0	408.064	24.4366	24.0943	0	408.064	24.1151	24.0943	0	408.064
4165	28.1691	28.1765	602.379	28.1705	28.178	0	602.379	24.4881	24.4869	0	360.341	27.7159	27.0237	0	360.341	24.4647	24.1237	0	360.341	24.1484	24.1237	0	360.341
4166	28.1433	28.1349	312.597	28.1448	28.1363	0	312.597	24.4803	24.4787	0	292.451	27.8903	27.0454	0	292.451	24.6511	24.1516	0	292.451	24.2904	24.1516	0	292.451
4167	27.9824	27.9709	127.567	27.9839	27.9723	0	127.567	24.3847	24.3757	0	127.567	27.83	26.9655	0	127.567	24.6041	24.0781	0	127.567	24.2406	24.0781	0	127.567
4168	27.8342	27.8264	92.5611	27.8356	27.8279	0	92.5611	24.2677	24.2616	0	92.5611	27.7309	26.8692	0	92.5611	24.4955	23.9851	0	92.5611	24.1504	23.9851	0	92.5611
4169	27.727	27.7204	77.3569	27.7284	27.7219	0	77.3569	24.1838	24.1787	0	77.3569	27.3915	26.7691	0	77.3569	24.1568	23.8884	0	77.3569	23.8932	23.8884	0	77.3569
4170	27.6373	27.6323	52.4216	27.6388	27.6337	0	52.4216	24.1138	24.1099	0	52.4216	26.9381	26.6502	0	52.4216	23.7176	23.7742	0	52.4216	23.5538	23.7742	0	52.4216
4171	27.5585	27.5532	31.3988	27.5599	27.5546	0	31.3988	24.0524	24.0481	0	31.3988	26.5535	26.5285	0	31.3988	23.3533	23.6585	0	31.3988	23.2605	23.6585	0	31.3988
4172	27.4795	27.4745	20.5788	27.481	27.476	0	20.5788	23.9896	23.9856	0	20.5788	26.4372	26.4316	0	20.5788	23.2431	23.5665	0	20.5788	23.1534	23.5665	0	20.5788
4173	27.3996	27.3942	4.31695	27.401	27.3956	0	4.31695	23.9251	23.9206	0	4.31695	26.3509	26.3452	0	4.31695	22.2528	23.3878	0	4.31695	23.0681	23.3878	0	4.31695
4174	27.3165	27.3112	0.0220132	27.318	27.3126	0	0.0220132	23.857	23.8525	0	0.0220132	26.2662	26.2608	0	0.0220132	22.0399	23.2473	0	0.0220132	22.9839	23.2473	0	0.0220132
4175	27.2384	27.2337	-0.000358731	27.2399	27.2351	0	-0.000358731	23.7935	23.7897	0	-0.000358731	26.1889	26.1843	0	-0.000358731	21.9047	23.1362	0	-0.000358731	22.9067	23.1362	0	-0.000358731
4176	27.1654	27.1606	-8.39392e-06	27.1669	27.162	0	-8.39392e-06	23.735	23.731	0	-8.39406e-06	26.1182	26.1136	0	-8.39406e-06	21.7892	23.0378	0	-8.39406e-06	22.8367	23.0378	0	-8.39406e-06
4177	27.0981	27.0942	-1.5974e-07	27.0995	27.0956	0	-1.5974e-07	23.6819	23.6789	0	-1.5974e-07	26.054	26.0503	0	-1.5974e-07	21.6974	22.9511	0	-1.5974e-07	22.7749	22.9511	0	-1.5974e-07
4178	27.0384	27.0344	-1.32455e-09	27.0398	27.0358	0	-1.32455e-09	23.6364	23.6333	0	-7.94729e-10	25.9979	25.9942	0	-7.94729e-10	21.6375	22.8767	0	-7.94729e-10	22.7238	22.8767	0	-7.94729e-10
4179	26.9703	26.9654	0	26.9717	26.9668	0	0	23.5825	23.5785	0	0	25.9338	25.9291	0	0	21.544	22.7928	0	0	22.662	22.7928	0	0
4180	26.9082	26.9053	1.11215	26.9096	26.9067	0	1.11215	23.5343	23.5324	0	1.11215	25.8756	25.8731	0	1.11215	21.4767	22.7191	0	1.11215	22.6086	22.7191	0	1.11215
4181	26.8661	26.8632	19.7866	26.8675	26.8646	0	19.7866	23.5062	23.5043	0	19.7866	25.8377	25.8351	0	19.7866	21.465	22.6698	0	19.7866	22.5795	22.6698	0	19.7866
4182	26.8327	26.8319	66.1143	26.8341	26.8333	0	66.1143	23.4867	23.4869	0	66.1143	25.8085	25.808	0	66.1143	21.433	22.6296	0	66.1143	22.5569	22.6296	0	66.1143
4183	26.8624	26.8673	206.338	26.8638	26.8687	0	206.338	23.5303	23.5361	0	206.338	26.1138	25.8808	0	206.338	22.6201	22.7838	0	206.338	22.7949	22.7838	0	206.338
4184	27.0056	27.0187	403.646	27.0069	27.02	0	403.646	23.6779	23.6878	0	351.423	26.6509	26.0887	0	351.423	23.2714	23.0364	0	351.423	23.2425	23.0364	0	351.423
4185	27.1947	27.2073	529.524	27.1961	27.2087	0	529.524	23.7704	23.7764	0	317.714	27.0723	26.2426	0	317.714	23.7484	23.2148	0	317.714	23.6087	23.2148	0	317.714
4186	27.5284	27.5602	959.115	27.5298	27.5615	0	959.115	23.969	23.989	0	575.469	27.3296	26.4949	0	575.469	24.0669	23.487	0	575.469	23.901	23.487	0	575.469
4187	28.0396	28.071	1313.49	28.041	28.0724	0	1313.49	24.2919	24.3117	0	788.092	27.6794	26.844	0	788.092	24.4858	23.8558	0	788.092	24.2934	23.8558	0	788.092
4188	28.408	28.4249	1333.28	28.4093	28.4263	0	1333.28	24.5177	24.5275	0	799.965	27.7532	27.0598	0	799.965	24.5996	24.0879	0	799.965	24.4425	24.0879	0	799.965
4189	28.6602	28.6735	1265.83	28.6615	28.6748	0	1265.83	24.6738	24.6831	0	759.501	27.9019	27.22	0	759.501	24.7792	24.2617	0	759.501	24.6209	24.2617	0	759.501
4190	28.6752	28.6697	884.931	28.6765	28.671	0	884.931	24.6908	24.6869	0	530.958	28.1012	27.2538	0	530.958	25.007	24.3091	0	530.958	24.7945	24.3091	0	530.958
4191	28.7052	28.7097	950.939	28.7066	28.7111	0	950.939	24.6996	24.7018	0	570.563	28.145	27.2917	0	570.563	25.0417	24.3554	0	570.563	24.8469	24.3554	0	570.563
4192	28.6327	28.6202	595.474	28.634	28.6215	0	595.474	24.6493	24.6415	0	359.718	28.1127	27.2492	0	359.718	25.0043	24.3201	0	359.718	24.8212	24.3201	0	359.718
4193	28.3715	28.3519	267.369	28.3729	28.3532	0	267.369	24.5288	24.5196	0	267.368	27.7371	27.1103	0	267.368	24.6104	24.1864	0	267.368	24.521	24.1864	0	267.368
4194	28.1252	28.1128	147.249	28.1265	28.1141	0	147.249	24.3786	24.3704	0	147.249	27.2038	26.911	0	147.249	24.0529	23.9899	0	147.249	24.0849	23.9899	0	147.249
4195	27.9493	27.9384	69.3363	27.9506	27.9397	0	69.3363	24.2553	24.2471	0	69.3363	26.7564	26.7277	0	69.3363	23.6023	23.8111	0	69.3363	23.7169	23.8111	0	69.3363
4196	27.7914	27.7819	18.9875	27.7927	27.7832	0	18.9875	24.1335	24.126	0	18.9875	26.5814	26.5722	0	18.9875	23.4113	23.6588	0	18.9875	23.5387	23.6588	0	18.9875
4197	27.666	27.659	4.51434	27.6673	27.6603	0	4.51434	24.0354	24.0299	0	4.51434	26.4614	26.4547	0	4.51434	22.5265	23.4641	0	4.51434	23.4098	23.4641	0	4.51434
4198	27.5749	27.5702	-0.00614619	27.5762	27.5714	0	-0.00614619	23.9664	23.9629	0	-0.00614619	26.3758	26.3714	0	-0.00614619	22.3323	23.3344	0	-0.00614619	23.3214	23.3344	0	-0.00614619
4199	27.5083	27.5043	-0.000336934	27.5096	27.5055	0	-0.000336934	23.9189	23.916	0	-0.000336934	26.3145	26.3107	0	-0.000336934	22.2568	23.2504	0	-0.000336934	23.262	23.2504	0	-0.000336934
4200	27.4431	27.4386	-2.02637e-05	27.4444	27.4398	0	-2.02637e-05	23.8709	23.8675	0	-2.02633e-05	26.2544	26.2502	0	-2.02633e-05	22.1719	23.1714	0	-2.02633e-05	23.2032	23.1714	0	-2.02633e-05
4201	27.3722	27.3675	-1.13858e-06	27.3735	27.3688	0	-1.13858e-06	23.8162	23.8125	0	-1.13924e-06	26.1885	26.1841	0	-1.13924e-06	22.0572	23.0865	0	-1.13924e-06	23.136	23.0865	0	-1.13924e-06
4202	27.3035	27.2994	5.74854e-08	27.3048	27.3006	0	5.74854e-08	23.7631	23.7599	0	5.74854e-08	26.1248	26.1209	0	5.74854e-08	21.9486	23.0047	0	5.74854e-08	23.071	23.0047	0	5.74854e-08
4203	27.2468	27.2436	5.29819e-09	27.248	27.2449	0	5.29819e-09	23.7215	23.7193	0	4.90083e-09	26.073	26.0701	0	4.90083e-09	21.8869	22.9392	0	4.90083e-09	23.0217	22.9392	0	4.90083e-09
4204	27.1983	27.1952	1.83349	27.1996	27.1964	0	1.83349	23.6879	23.6857	0	1.83349	26.0294	26.0265	0	1.83349	21.8572	22.8856	0	1.83349	22.9836	22.8856	0	1.83349
4205	27.1612	27.1597	38.4536	27.1625	27.1609	0	38.4536	23.6655	23.6649	0	38.4536	25.9971	25.9959	0	38.4536	21.8267	22.8452	0	38.4536	22.9568	22.8452	0	38.4536
4206	27.1569	27.1583	106.077	27.1581	27.1595	0	106.077	23.6757	23.678	0	106.077	25.9976	25.9993	0	106.077	21.8347	22.8398	0	106.077	22.9637	22.8398	0	106.077
4207	27.2061	27.2108	216.318	27.2073	27.212	0	216.318	23.7394	23.7449	0	216.318	26.3224	26.0898	0	216.318	22.905	23.0012	0	216.318	23.2222	23.0012	0	216.318
4208	27.3094	27.3187	315.766	27.3107	27.3199	0	315.766	23.857	23.8672	0	315.766	26.8303	26.2682	0	315.766	23.5187	23.2203	0	315.766	23.6425	23.2203	0	315.766
