Zeit [h]	Variante 11.1 Raumlufttemperatur [C]	Variante 11.1 Strahlungstemperatur [C]	Variante 11.1 Trans.Strahlung.Fenster [W]	Variante 11.2 Raumlufttemperatur [C]	Variante 11.2 Strahlungstemperatur [C]	Variante 11.2 Heizleistung [W]	Variante 11.2 Trans.Strahlung.Fenster [W]	Variante 11.3 Raumlufttemperatur [C]	Variante 11.3 Strahlungstemperatur [C]	Variante 11.3 Heizleistung [W]	Variante 11.3 Trans.Strahlung.Fenster [W]	Variante 11.4 Raumlufttemperatur [C]	Variante 11.4 Strahlungstemperatur [C]	Variante 11.4 Heizleistung [W]	Variante 11.4 Trans.Strahlung.Fenster [W]	Variante 11.5 Raumlufttemperatur [C]	Variante 11.5 Strahlungstemperatur [C]	Variante 11.5 Heizleistung [W]	Variante 11.5 Trans.Strahlung.Fenster [W]	Variante 11.6 Raumlufttemperatur [C]	Variante 11.6 Strahlungstemperatur [C]	Variante 11.6 Heizleistung [W]	Variante 11.6 Trans.Strahlung.Fenster [W]
8378	8.1029	8.09894	0	20.9689	18.9657	310.501	0	20.9623	18.5297	377.05	0	20.9633	18.5962	366.892	0	20.9505	18.5865	495.448	0	20.9492	18.5865	507.751	0
8379	8.04953	8.04655	0	20.9683	18.9248	316.748	0	20.9618	18.4991	381.724	0	20.9628	18.5641	371.806	0	20.95	18.5542	500.373	0	20.9486	18.5542	513.718	0
8380	8.00036	7.99685	0	20.9677	18.8863	322.624	0	20.9614	18.4705	386.087	0	20.9624	18.534	376.4	0	20.9495	18.5241	504.74	0	20.9481	18.5241	519.064	0
8381	7.95035	7.94743	0	20.9672	18.8486	328.366	0	20.961	18.4425	390.365	0	20.9619	18.5045	380.901	0	20.9491	18.4946	508.972	0	20.9476	18.4946	524.215	0
8382	7.89973	7.89596	0	20.9666	18.8095	334.346	0	20.9605	18.4126	394.921	0	20.9619	18.4735	381.364	0	20.9491	18.4636	509.473	0	20.9474	18.4636	525.571	0
8383	7.8409	7.83707	0	20.9659	18.7645	341.207	0	20.96	18.3767	400.397	0	20.9658	18.442	341.808	0	20.9529	18.4321	470.885	0	20.9512	18.4321	487.651	0
8384	7.79	7.78728	0	20.9653	18.7289	346.646	0	20.9596	18.35	404.482	0	20.9701	18.4242	299.096	0	20.9572	18.4142	427.96	0	20.9555	18.4142	445.103	0
8385	7.76508	7.76515	30.5557	20.9652	18.7188	348.2	30.5557	20.9595	18.3485	404.716	30.5557	20.9738	18.4325	262.211	30.5557	20.9611	18.4226	388.868	30.5557	20.9594	18.4226	405.603	30.5557
8386	7.80827	7.81331	120.535	20.966	18.7711	340.223	120.535	20.9605	18.4093	395.449	120.535	20.9749	18.4997	250.865	120.535	20.9627	18.4899	372.559	120.535	20.9613	18.4899	386.525	120.535
8387	7.88441	7.88899	189.19	20.9671	18.8434	329.179	189.19	20.9617	18.4899	383.146	189.19	20.9762	18.5846	238.137	189.19	20.9646	18.5748	354.362	189.19	20.9635	18.5748	365.242	189.19
8388	7.946	7.9494	235.375	20.9679	18.8988	320.727	235.375	20.9627	18.5533	373.463	235.375	20.9749	18.6486	251.485	235.375	20.9635	18.6389	364.701	235.375	20.9627	18.6389	372.917	235.375
8389	7.99585	7.9992	264.585	20.9686	18.9433	313.924	264.585	20.9635	18.6057	365.458	264.585	20.9758	18.7018	241.815	264.585	20.9647	18.692	352.805	264.585	20.9641	18.692	359.028	264.585
8390	8.04223	8.04368	268.082	20.9692	18.9819	308.028	268.082	20.9642	18.652	358.387	268.082	20.9787	18.7523	213.498	268.082	20.9678	18.7427	322.28	268.082	20.9673	18.7427	326.918	268.082
8391	7.99187	7.98489	106.975	20.9684	18.9265	316.466	106.975	20.9634	18.6041	365.677	106.975	20.9781	18.708	219.08	106.975	20.9673	18.6983	326.864	106.975	20.9665	18.6983	335.093	106.975
8392	7.88879	7.88271	19.0661	20.967	18.8382	329.948	19.0661	20.9622	18.5232	378.037	19.0661	20.9763	18.6293	236.999	19.0661	20.9656	18.6197	344.48	19.0661	20.9643	18.6197	356.979	19.0661
8393	7.81143	7.80731	0.615587	20.9661	18.7782	339.114	0.615587	20.9614	18.4703	386.107	0.615587	20.9718	18.5737	281.582	0.615587	20.9611	18.5641	388.555	0.615587	20.9597	18.5641	403.271	0.615587
8394	7.75403	7.75053	0.00331833	20.9655	18.7361	345.538	0.00331833	20.9609	18.4353	391.458	0.00331833	20.9663	18.531	337.441	0.00331833	20.9556	18.5214	444.382	0.00331833	20.954	18.5214	460.171	0.00331833
8395	7.70354	7.70047	-1.66538e-05	20.9649	18.7006	350.96	-1.66538e-05	20.9604	18.4066	395.834	-1.66546e-05	20.9621	18.4935	379.391	-1.66546e-05	20.9513	18.4839	486.797	-1.66546e-05	20.9497	18.4839	503.254	-1.66546e-05
8396	7.66022	7.65763	3.04646e-07	20.9645	18.672	355.334	3.04646e-07	20.9601	18.3847	399.185	3.04116e-07	20.9613	18.4653	387.007	3.04116e-07	20.9505	18.4557	494.671	3.04116e-07	20.9489	18.4557	511.575	3.04116e-07
8397	7.61932	7.61649	-8.68903e-08	20.9641	18.6449	359.467	-8.68903e-08	20.9598	18.3641	402.318	-8.68903e-08	20.961	18.4411	390.566	-8.68903e-08	20.9501	18.4315	498.699	-8.68903e-08	20.9484	18.4315	515.784	-8.68903e-08
8398	7.58568	7.58428	5.29819e-10	20.9638	18.6264	362.29	5.29819e-10	20.9596	18.3521	404.164	0	20.9607	18.4263	392.839	0	20.95	18.4167	500.502	0	20.9482	18.4167	517.681	0
8399	7.56213	7.56026	0	20.9636	18.6148	364.063	0	20.9595	18.3467	404.983	0	20.9606	18.4186	394	0	20.95	18.4091	500.398	0	20.9482	18.4091	517.626	0
8400	7.52961	7.52727	0	20.9633	18.595	367.089	0	20.9593	18.333	407.075	0	20.9604	18.403	396.391	0	20.9497	18.3935	502.773	0	20.948	18.3935	520.007	0
8401	7.4978	7.4961	0	20.963	18.5774	369.771	0	20.9591	18.3214	408.846	0	20.9602	18.3896	398.432	0	20.9495	18.3801	504.59	0	20.9478	18.3801	521.809	0
8402	7.46845	7.46618	0	20.9628	18.5609	372.282	0	20.959	18.3108	410.466	0	20.96	18.3773	400.304	0	20.9494	18.3679	506.189	0	20.9477	18.3679	523.365	0
8403	7.43443	7.43234	0	20.9625	18.5414	375.272	0	20.9587	18.2969	412.585	0	20.9597	18.3619	402.664	0	20.9491	18.3524	508.804	0	20.9474	18.3524	525.912	0
8404	7.40276	7.4007	0	20.9622	18.5241	377.903	0	20.9586	18.2852	414.366	0	20.9595	18.3487	404.676	0	20.9489	18.3392	510.83	0	20.9472	18.3392	527.856	0
8405	7.36971	7.36747	0	20.9619	18.5057	380.717	0	20.9584	18.2722	416.349	0	20.9593	18.3343	406.882	0	20.9487	18.3248	513.291	0	20.947	18.3248	530.219	0
8406	7.34189	7.34056	0	20.9617	18.4934	382.592	0	20.9583	18.2653	417.411	0	20.9594	18.326	405.745	0	20.9488	18.3166	511.611	0	20.9472	18.3166	528.45	0
8407	7.32113	7.3197	0	20.9616	18.4864	383.664	0	20.9582	18.2635	417.689	0	20.963	18.3275	370.487	0	20.9525	18.3181	475.151	0	20.9508	18.3181	491.812	0
8408	7.29052	7.28791	0	20.9614	18.4692	386.279	0	20.9581	18.2514	419.529	0	20.9682	18.3238	318.545	0	20.9577	18.3144	423.473	0	20.956	18.3144	439.756	0
8409	7.25961	7.25861	8.89706	20.9612	18.4553	388.402	8.89706	20.9579	18.2425	420.894	8.89706	20.9721	18.3253	279.137	8.89706	20.9616	18.3159	384.336	8.89706	20.96	18.3159	399.886	8.89706
8410	7.25885	7.25954	30.368	20.9614	18.4687	386.375	30.368	20.9582	18.2606	418.125	30.368	20.9726	18.3503	273.627	30.368	20.9623	18.341	376.849	30.368	20.9609	18.341	391.14	30.368
8411	7.27005	7.27068	52.4012	20.9617	18.4896	383.183	52.4012	20.9586	18.2863	414.209	52.4012	20.9729	18.3803	271.298	52.4012	20.9628	18.371	372.264	52.4012	20.9615	18.371	385.258	52.4012
8412	7.27821	7.27861	78.5807	20.962	18.5065	380.6	78.5807	20.9589	18.3078	410.919	78.5807	20.9709	18.4021	290.607	78.5807	20.9609	18.3929	390.802	78.5807	20.9598	18.3929	402.342	78.5807
8413	7.28642	7.28687	98.1976	20.9622	18.5232	378.053	98.1976	20.9592	18.3291	407.681	98.1976	20.9714	18.4242	286.525	98.1976	20.9614	18.4149	386.498	98.1976	20.9603	18.4149	396.623	98.1976
8414	7.27339	7.2712	70.6682	20.9621	18.5174	378.921	70.6682	20.9592	18.3278	407.873	70.6682	20.9736	18.4269	264.259	70.6682	20.9636	18.4177	364.466	70.6682	20.9626	18.4177	374.41	70.6682
8415	7.23242	7.22942	39.1084	20.9617	18.4895	383.19	39.1084	20.9589	18.3041	411.482	39.1084	20.9735	18.4072	264.634	39.1084	20.9634	18.398	365.832	39.1084	20.9624	18.398	376.346	39.1084
8416	7.17898	7.17508	11.3581	20.9611	18.4518	388.94	11.3581	20.9583	18.2706	416.588	11.3581	20.9723	18.3759	277.009	11.3581	20.962	18.3667	379.69	11.3581	20.9609	18.3667	391.011	11.3581
8417	7.12399	7.12095	-0.220649	20.9606	18.4161	394.389	-0.220649	20.9579	18.2391	421.406	-0.220649	20.9679	18.3414	320.804	-0.220649	20.9575	18.3321	424.965	-0.220649	20.9563	18.3321	436.955	-0.220649
8418	7.08119	7.07856	-0.0593845	20.9602	18.3919	398.09	-0.0593845	20.9576	18.2189	424.491	-0.0593845	20.9627	18.3133	373.565	-0.0593845	20.9521	18.3041	478.694	-0.0593845	20.9509	18.3041	491.058	-0.0593845
8419	7.04201	7.03951	0.00680163	20.9599	18.3708	401.305	0.00680163	20.9573	18.2018	427.104	0.00680163	20.9587	18.287	412.886	0.00680163	20.9481	18.2778	518.983	0.00680163	20.9468	18.2778	531.686	0.00680163
8420	7.00551	7.00326	-0.000138241	20.9596	18.3525	404.098	-0.000138241	20.9571	18.1873	429.308	-0.000138242	20.9582	18.2668	417.537	-0.000138242	20.9476	18.2575	524.387	-0.000138242	20.9463	18.2575	537.345	-0.000138242
8421	6.97165	6.96944	-4.17609e-05	20.9594	18.3365	406.543	-4.17609e-05	20.9569	18.1751	431.179	-4.17609e-05	20.9581	18.251	419.562	-4.17609e-05	20.9473	18.2418	526.915	-4.17609e-05	20.946	18.2418	539.982	-4.17609e-05
8422	6.93459	6.93192	4.67142e-06	20.9591	18.3172	409.488	4.67142e-06	20.9566	18.1595	433.562	4.67115e-06	20.9578	18.2328	422.372	4.67115e-06	20.9469	18.2235	530.707	4.67115e-06	20.9456	18.2235	543.835	4.67115e-06
8423	6.89432	6.8918	-6.1459e-08	20.9587	18.296	412.716	-6.1459e-08	20.9564	18.1419	436.242	-6.1459e-08	20.9575	18.213	425.388	-6.1459e-08	20.9465	18.2037	534.969	-6.1459e-08	20.9452	18.2037	548.142	-6.1459e-08
8424	6.85574	6.85323	-3.17891e-08	20.9584	18.2767	415.671	-3.17891e-08	20.9561	18.1261	438.66	-3.2319e-08	20.9572	18.1953	428.098	-3.2319e-08	20.9461	18.1859	538.672	-3.2319e-08	20.9448	18.1859	551.892	-3.2319e-08
8425	6.82009	6.81801	2.11928e-09	20.9582	18.2607	418.112	2.11928e-09	20.956	18.1135	440.577	3.17891e-09	20.957	18.181	430.281	3.17891e-09	20.9459	18.1716	541.366	3.17891e-09	20.9445	18.1716	554.642	3.17891e-09
8426	6.7887	6.78665	0	20.958	18.2482	420.015	0	20.9558	18.1044	441.968	-5.29819e-10	20.9568	18.1702	431.921	-5.29819e-10	20.9457	18.1609	543.002	-5.29819e-10	20.9444	18.1609	556.349	-5.29819e-10
8427	6.75701	6.75493	0	20.9578	18.2354	421.966	0	20.9557	18.0949	443.419	0	20.9566	18.1592	433.608	0	20.9455	18.1498	544.7	0	20.9442	18.1498	558.126	0
8428	6.7234	6.72112	0	20.9576	18.2209	424.185	0	20.9555	18.0835	445.149	0	20.9565	18.1463	435.566	0	20.9453	18.137	546.904	0	20.944	18.137	560.407	0
8429	6.68925	6.68707	0	20.9574	18.2064	426.395	0	20.9553	18.0722	446.882	0	20.9563	18.1335	437.52	0	20.9451	18.1242	549.101	0	20.9437	18.1242	562.677	0
8430	6.65338	6.65085	0	20.9571	18.1901	428.878	0	20.9551	18.059	448.897	0	20.9561	18.119	438.664	0	20.9449	18.1096	550.751	0	20.9436	18.1096	564.392	0
8431	6.61681	6.61464	0	20.9569	18.1743	431.293	0	20.9549	18.0462	450.855	0	20.9595	18.1092	405.347	0	20.9482	18.0998	517.918	0	20.9469	18.0998	531.548	0
8432	6.58231	6.57995	0	20.9567	18.16	433.474	0	20.9548	18.0348	452.59	0	20.9645	18.1059	355.268	0	20.9532	18.0965	468.137	0	20.9519	18.0965	481.558	0
8433	6.5519	6.5506	13.7537	20.9565	18.1509	434.867	13.7537	20.9547	18.0285	453.548	13.7537	20.9684	18.1097	315.818	13.7537	20.9571	18.1003	428.936	13.7537	20.9558	18.1003	441.694	13.7537
8434	6.54589	6.54605	53.0827	20.9567	18.164	432.881	53.0827	20.9549	18.0444	451.135	53.0827	20.9693	18.1328	306.983	53.0827	20.958	18.1234	419.862	53.0827	20.9569	18.1234	430.935	53.0827
8435	6.545	6.54478	67.9084	20.9569	18.1785	430.663	67.9084	20.9551	18.0616	448.501	67.9084	20.9692	18.1542	308.432	67.9084	20.9579	18.1448	420.808	67.9084	20.9569	18.1448	430.629	67.9084
8436	6.54058	6.54024	73.3814	20.9571	18.1894	429.004	73.3814	20.9554	18.0751	446.436	73.3814	20.9676	18.1684	324.384	73.3814	20.9564	18.159	436.011	73.3814	20.9555	18.159	445.132	73.3814
8437	6.53067	6.52965	70.6602	20.9572	18.1944	428.239	70.6602	20.9555	18.0828	445.274	70.6602	20.968	18.1774	320.174	70.6602	20.9569	18.1681	431.135	70.6602	20.956	18.1681	439.966	70.6602
8438	6.50275	6.50002	49.7239	20.957	18.1821	430.111	49.7239	20.9553	18.073	446.756	49.7239	20.9698	18.172	301.84	49.7239	20.9587	18.1626	413.022	49.7239	20.9578	18.1626	422.108	49.7239
8439	6.45404	6.45068	19.7837	20.9566	18.1532	434.523	19.7837	20.9549	18.0466	450.789	19.7837	20.9696	18.1491	304.386	19.7837	20.9584	18.1397	416.273	19.7837	20.9574	18.1397	426.224	19.7837
8440	6.40573	6.4027	7.99946	20.9562	18.127	438.522	7.99946	20.9546	18.0228	454.417	7.99946	20.9684	18.1273	316.033	7.99946	20.9572	18.1179	428.428	7.99946	20.9561	18.1179	439.021	7.99946
8441	6.35825	6.35517	0.630127	20.9558	18.1018	442.354	0.630127	20.9542	18.0001	457.887	0.630127	20.9649	18.1022	350.629	0.630127	20.9536	18.0928	463.76	0.630127	20.9525	18.0928	474.901	0.630127
8442	6.31619	6.31381	0.00617602	20.9555	18.083	445.24	0.00617602	20.954	17.9835	460.419	0.00617602	20.9594	18.0782	405.983	0.00617602	20.948	18.0688	519.563	0.00617602	20.9469	18.0688	531.138	0.00617602
8443	6.28276	6.28076	-2.50514e-05	20.9553	18.0716	446.966	-2.50514e-05	20.9538	17.9745	461.799	-2.50509e-05	20.9555	18.0602	445.348	-2.50509e-05	20.9441	18.0508	558.677	-2.50509e-05	20.9429	18.0508	570.703	-2.50509e-05
8444	6.25149	6.24937	5.01739e-07	20.9552	18.0616	448.499	5.01739e-07	20.9537	17.9666	462.993	5.01739e-07	20.9549	18.0462	450.963	5.01739e-07	20.9436	18.0367	564.029	5.01739e-07	20.9424	18.0367	576.445	5.01739e-07
8445	6.22024	6.21833	-5.11275e-07	20.955	18.0519	449.979	-5.11275e-07	20.9536	17.9591	464.143	-5.10746e-07	20.9548	18.035	452.583	-5.10746e-07	20.9435	18.0255	565.423	-5.10746e-07	20.9422	18.0255	578.046	-5.10746e-07
8446	6.1887	6.1864	9.85464e-08	20.9549	18.0413	451.595	9.85464e-08	20.9535	17.9506	465.436	9.85464e-08	20.9546	18.0238	454.268	9.85464e-08	20.9433	18.0143	567.068	9.85464e-08	20.942	18.0143	579.826	9.85464e-08
8447	6.15421	6.15211	-4.23855e-09	20.9547	18.0288	453.5	-4.23855e-09	20.9533	17.9402	467.025	-3.97364e-09	20.9544	18.0111	456.203	-3.97364e-09	20.9431	18.0017	569.282	-3.97364e-09	20.9418	18.0017	582.13	-3.97364e-09
8448	6.12243	6.12036	2.11928e-09	20.9545	18.0188	455.029	2.11928e-09	20.9532	17.9322	468.245	1.85437e-09	20.9542	18.0012	457.718	1.85437e-09	20.9429	17.9917	570.785	1.85437e-09	20.9416	17.9917	583.698	1.85437e-09
8449	6.09082	6.08877	0	20.9544	18.009	456.527	0	20.9531	17.9244	469.443	0	20.9541	17.9916	459.181	0	20.9428	17.9822	572.252	0	20.9415	17.9822	585.211	0
8450	6.05869	6.05664	0	20.9542	17.9992	458.021	0	20.9529	17.9166	470.636	0	20.9539	17.9821	460.629	0	20.9426	17.9727	573.702	0	20.9413	17.9727	586.694	0
8451	6.02302	6.02077	0	20.954	17.9871	459.867	0	20.9528	17.9065	472.173	0	20.9538	17.9704	462.421	0	20.9424	17.9609	575.78	0	20.9411	17.9609	588.793	0
8452	5.99203	5.99019	0	20.9539	17.9786	461.163	0	20.9527	17.8998	473.19	0	20.9536	17.9623	463.663	0	20.9423	17.9528	576.94	0	20.941	17.9528	589.967	0
8453	5.96291	5.96092	0	20.9538	17.9712	462.293	0	20.9526	17.8942	474.047	0	20.9535	17.9552	464.739	0	20.9422	17.9457	577.808	0	20.9409	17.9457	590.842	0
8454	5.93553	5.93376	0	20.9537	17.9648	463.268	0	20.9525	17.8895	474.767	0	20.9536	17.9493	463.938	0	20.9423	17.9398	576.74	0	20.941	17.9398	589.776	0
8455	5.90984	5.90811	0	20.9536	17.96	464	0	20.9525	17.8864	475.248	0	20.9569	17.9491	430.593	0	20.9457	17.9397	542.933	0	20.9444	17.9397	555.9	0
8456	5.88355	5.88183	0	20.9535	17.9553	464.729	0	20.9524	17.8833	475.721	0	20.962	17.954	379.714	0	20.9508	17.9445	491.585	0	20.9496	17.9445	504.282	0
8457	5.85637	5.85461	2.42997	20.9535	17.9497	465.584	2.42997	20.9524	17.8793	476.326	2.42997	20.9663	17.9604	337.223	2.42997	20.9551	17.9509	448.873	2.42997	20.9539	17.9509	461.09	2.42997
8458	5.83614	5.83533	22.6223	20.9535	17.9514	465.326	22.6223	20.9524	17.8826	475.823	22.6223	20.9668	17.9708	331.674	22.6223	20.9557	17.9614	443.308	22.6223	20.9546	17.9614	454.542	22.6223
8459	5.83486	5.8352	57.7393	20.9537	17.9699	462.508	57.7393	20.9527	17.9027	472.766	57.7393	20.9672	17.9955	328.232	57.7393	20.956	17.986	439.607	57.7393	20.9551	17.986	449.234	57.7393
8460	5.83129	5.83066	54.0012	20.9539	17.983	460.501	54.0012	20.953	17.9173	470.524	54.0012	20.9654	18.0112	346.57	54.0012	20.9543	18.0018	457.191	54.0012	20.9534	18.0018	466.087	54.0012
8461	5.81583	5.81432	49.9776	20.954	17.9851	460.179	49.9776	20.953	17.9209	469.974	49.9776	20.9651	18.0154	348.628	49.9776	20.9541	18.006	459.035	49.9776	20.9532	18.006	467.733	49.9776
8462	5.79123	5.79002	51.8587	20.9539	17.9804	460.891	51.8587	20.953	17.9177	470.463	51.8587	20.9674	18.0164	326.086	51.8587	20.9563	18.0069	436.983	51.8587	20.9555	18.0069	445.444	51.8587
8463	5.79511	5.79586	99.9376	20.9543	18.0033	457.404	99.9376	20.9533	17.942	466.757	99.9376	20.968	18.0443	320.396	99.9376	20.9568	18.0349	431.529	99.9376	20.9562	18.0349	438.122	99.9376
8464	5.76414	5.76013	22.1528	20.954	17.9867	459.929	22.1528	20.9531	17.9268	469.069	22.1528	20.9671	18.0313	329.237	22.1528	20.956	18.0219	440.13	22.1528	20.9552	18.0219	447.859	22.1528
8465	5.71092	5.70789	0.258101	20.9536	17.9574	464.399	0.258101	20.9527	17.8989	473.33	0.258101	20.9634	18.0009	365.948	0.258101	20.9523	17.9915	476.834	0.258101	20.9514	17.9915	486.02	0.258101
8466	5.66835	5.66579	-0.0007287	20.9533	17.9385	467.284	-0.0007287	20.9524	17.8813	476.012	-0.0007287	20.9582	17.9769	418.147	-0.0007287	20.9471	17.9674	529.493	-0.0007287	20.9461	17.9674	539.247	-0.0007287
8467	5.63251	5.63039	0.000111467	20.9531	17.926	469.2	0.000111467	20.9522	17.8701	477.73	0.000111467	20.9538	17.9558	462.3	0.000111467	20.9426	17.9463	573.881	0.000111467	20.9416	17.9463	584.164	0.000111467
8468	5.60141	5.59943	-4.18769e-06	20.953	17.9174	470.512	-4.18769e-06	20.9521	17.8628	478.846	-4.18795e-06	20.9533	17.9423	466.684	-4.18795e-06	20.9422	17.9329	578.263	-4.18795e-06	20.9411	17.9329	588.917	-4.18795e-06
8469	5.57003	5.56789	1.00983e-06	20.9528	17.9082	471.92	1.00983e-06	20.952	17.8548	480.064	1.01036e-06	20.9532	17.9307	468.492	1.01036e-06	20.942	17.9212	580.313	1.01036e-06	20.9409	17.9212	591.136	1.01036e-06
8470	5.53703	5.5349	-1.7537e-07	20.9526	17.8977	473.514	-1.7537e-07	20.9519	17.8456	481.474	-1.75635e-07	20.953	17.9187	470.307	-1.75635e-07	20.9417	17.9092	582.629	-1.75635e-07	20.9407	17.9092	593.547	-1.75635e-07
8471	5.50435	5.50223	-2.43717e-08	20.9525	17.8877	475.043	-2.43717e-08	20.9517	17.8367	482.821	-2.38419e-08	20.9528	17.9077	471.996	-2.38419e-08	20.9415	17.8982	584.815	-2.38419e-08	20.9404	17.8982	595.79	-2.38419e-08
8472	5.47178	5.46966	-3.70873e-09	20.9523	17.8779	476.543	-3.70873e-09	20.9516	17.8281	484.143	-3.17891e-09	20.9526	17.8971	473.613	-3.17891e-09	20.9413	17.8876	586.929	-3.17891e-09	20.9402	17.8876	597.945	-3.17891e-09
8473	5.43723	5.43486	-5.29819e-10	20.9522	17.8661	478.335	-5.29819e-10	20.9514	17.8175	485.762	-2.6491e-10	20.9525	17.8847	475.5	-2.6491e-10	20.9411	17.8752	589.59	-2.6491e-10	20.9399	17.8752	600.639	-2.6491e-10
8474	5.40418	5.40224	0	20.952	17.8566	479.785	0	20.9513	17.8091	487.043	0	20.9523	17.8747	477.031	0	20.9409	17.8652	591.584	0	20.9397	17.8652	602.67	0
8475	5.37329	5.37117	0	20.9519	17.8485	481.028	0	20.9512	17.802	488.12	0	20.9522	17.8661	478.345	0	20.9407	17.8565	593.163	0	20.9396	17.8565	604.291	0
8476	5.34014	5.33795	0	20.9518	17.8385	482.556	0	20.9511	17.7931	489.486	0	20.952	17.8556	479.939	0	20.9405	17.8461	595.264	0	20.9394	17.8461	606.435	0
8477	5.30483	5.30243	0	20.9516	17.8265	484.379	0	20.9509	17.7822	491.152	0	20.9518	17.8433	481.825	0	20.9402	17.8337	597.909	0	20.9391	17.8337	609.125	0
8478	5.2674	5.26494	0	20.9514	17.8131	486.433	0	20.9507	17.7697	493.051	0	20.952	17.8298	479.679	0	20.9403	17.8203	596.722	0	20.9392	17.8203	607.985	0
8479	5.23104	5.22875	0	20.9512	17.8011	488.262	0	20.9505	17.7587	494.729	0	20.9557	17.8223	442.743	0	20.944	17.8127	560.543	0	20.9428	17.8127	571.787	0
8480	5.19279	5.19006	0	20.951	17.7869	490.427	0	20.9503	17.7455	496.747	0	20.961	17.8184	389.849	0	20.9491	17.8087	508.698	0	20.948	17.8087	519.683	0
8481	5.15593	5.15406	3.66194	20.9508	17.7757	492.144	3.66194	20.9502	17.7352	498.32	3.66194	20.9644	17.8183	356.181	3.66194	20.9524	17.8086	475.781	3.66194	20.9514	17.8086	486.335	3.66194
8482	5.13391	5.1328	26.3225	20.9508	17.7776	491.845	26.3225	20.9502	17.7381	497.88	26.3225	20.9647	17.8276	353.453	26.3225	20.9527	17.8179	473.325	26.3225	20.9517	17.8179	482.95	26.3225
8483	5.11955	5.11867	48.152	20.9509	17.7853	490.673	48.152	20.9504	17.7467	496.57	48.152	20.9648	17.8405	351.652	48.152	20.9528	17.8308	472.019	48.152	20.952	17.8308	480.54	48.152
8484	5.10191	5.10048	52.2863	20.951	17.7886	490.17	52.2863	20.9504	17.7508	495.933	52.2863	20.9631	17.8459	369.443	52.2863	20.951	17.8362	490.306	52.2863	20.9502	17.8362	498.201	52.2863
8485	5.07469	5.07256	51.8649	20.9509	17.7829	491.031	51.8649	20.9503	17.7461	496.662	51.8649	20.9623	17.8413	376.925	51.8649	20.9501	17.8316	498.776	51.8649	20.9493	17.8316	506.51	51.8649
8486	5.04904	5.04836	61.805	20.9509	17.7813	491.287	61.805	20.9503	17.7452	496.79	61.805	20.9646	17.8441	353.837	61.805	20.9524	17.8344	476.217	61.805	20.9516	17.8344	483.649	61.805
8487	5.05701	5.05741	117.359	20.9513	17.8092	487.023	117.359	20.9508	17.774	492.401	117.359	20.9654	17.8769	345.78	117.359	20.9532	17.8671	468.394	117.359	20.9526	17.8671	473.757	117.359
8488	5.01057	5.00501	22.7234	20.9508	17.7793	491.589	22.7234	20.9503	17.7448	496.844	22.7234	20.965	17.8504	350.529	22.7234	20.9526	17.8406	474.142	22.7234	20.9519	17.8406	481.12	22.7234
8489	4.94164	4.93846	-0.734989	20.9503	17.7403	497.539	-0.734989	20.9497	17.7067	502.674	-0.734989	20.9602	17.8101	398.182	-0.734989	20.9478	17.8002	522.039	-0.734989	20.9469	17.8002	530.889	-0.734989
8490	4.893	4.88957	0.0196615	20.9499	17.7181	500.924	0.0196615	20.9494	17.6852	505.942	0.0196615	20.9546	17.7801	453.969	0.0196615	20.9413	17.7702	578.139	0.0196615	20.9398	17.7702	587.726	0.0196615
8491	4.84651	4.84407	0.000255586	20.9496	17.6999	503.709	0.000255586	20.9491	17.6678	508.611	0.000255587	20.9506	17.7534	493.65	0.000255587	20.938	17.7435	618.419	0.000255587	20.9336	17.7435	628.313	0.000255587
8492	4.80713	4.80424	0	20.9494	17.6859	505.847	0	20.9489	17.6545	510.639	0	20.9502	17.7344	498.445	0	20.9377	17.7244	623.511	0	20.9365	17.7244	634.611	0
8493	4.76545	4.76299	0	20.9492	17.6711	508.098	0	20.9487	17.6405	512.781	0	20.9499	17.7167	501.145	0	20.9373	17.7067	626.708	0	20.9362	17.7067	638.153	0
8494	4.72538	4.72254	0	20.949	17.6571	510.237	0	20.9485	17.6271	514.813	0	20.9496	17.7006	503.594	0	20.937	17.6907	629.64	0	20.9359	17.6907	641.357	0
8495	4.68262	4.67996	0	20.9487	17.6414	512.63	0	20.9483	17.6121	517.102	0	20.9494	17.6834	506.223	0	20.9367	17.6734	633.033	0	20.9355	17.6734	644.979	0
8496	4.6405	4.63762	0	20.9485	17.6261	514.965	0	20.9481	17.5975	519.335	0	20.9491	17.6669	508.75	0	20.9364	17.6568	636.298	0	20.9352	17.6568	648.451	0
8497	4.5942	4.59105	0	20.9482	17.6073	517.845	0	20.9478	17.5793	522.115	0	20.9488	17.6469	511.798	0	20.9359	17.6368	640.59	0	20.9347	17.6368	652.929	0
8498	4.54854	4.54582	0	20.948	17.5901	520.463	0	20.9475	17.5628	524.635	0	20.9486	17.6287	514.569	0	20.9356	17.6186	644.364	0	20.9343	17.6186	656.887	0
8499	4.50873	4.50624	0	20.9478	17.5782	522.277	0	20.9474	17.5515	526.354	0	20.9484	17.6159	516.526	0	20.9353	17.6058	646.577	0	20.9341	17.6058	659.288	0
8500	4.46602	4.46285	0	20.9475	17.5627	524.641	0	20.9471	17.5366	528.625	0	20.9481	17.5995	519.025	0	20.935	17.5894	649.805	0	20.9337	17.5894	662.699	0
