Zeit [h]	Variante 7.3 Raumlufttemperatur [C]	Variante 7.3 Trans.Strahlung Fenster [W/m2]	Variante 7.3 Wärmeleitung Fenster [W/m2]	Variante 7.4 Raumlufttemperatur [C]	Variante 7.4 Trans.Strahlung Fenster [W/m2]	Variante 7.4 Wärmeleitung Fenster [W/m2]	Variante 7.5 Raumlufttemperatur [C]	Variante 7.5 Trans.Strahlung Fenster [W/m2]	Variante 7.5 Wärmeleitung Fenster [W/m2]	Variante 7.6 Raumlufttemperatur [C]	Variante 7.6 Trans.Strahlung Fenster [W/m2]	Variante 7.6 Wärmeleitung Fenster [W/m2]
5187	20.331	0	-0.210535714	20.28	0	-0.218730159	20.24	0	-0.121045635	19.23	0	-3.046428571
5188	20.33	0	-0.209563492	20.279	0	-0.21765873	20.24	0	-0.12053373	19.229	0	-3.045238095
5189	20.329	0	-0.208611111	20.278	0	-0.216607143	20.239	0	-0.12002381	19.228	0	-3.044047619
5190	20.327	0	-0.207638889	20.277	0	-0.215535714	20.238	0	-0.119515873	19.227	0	-3.042857143
5191	20.326	0	-0.206686508	20.276	0	-0.214484127	20.237	0	-0.119009921	19.226	0	-3.041666667
5192	20.325	0	-0.205734127	20.275	0	-0.213452381	20.236	0	-0.118505952	19.225	0	-3.04047619
5193	20.324	0	-0.204781746	20.274	0	-0.212400794	20.235	0	-0.118005952	19.225	0	-3.039285714
5194	20.323	0	-0.203849206	20.273	0	-0.211369048	20.234	0	-0.117505952	19.224	0	-3.038095238
5195	20.321	0	-0.202896825	20.271	0	-0.210337302	20.234	0	-0.117009921	19.223	0	-3.036904762
5196	20.32	0	-0.201964286	20.27	0	-0.209305556	20.233	0	-0.116515873	19.222	0	-3.035714286
5197	20.319	0	-0.201031746	20.269	0	-0.208293651	20.232	0	-0.11602381	19.222	0	-3.03452381
5198	20.318	0	-0.200119048	20.268	0	-0.207281746	20.231	0	-0.115535714	19.221	0	-3.033333333
5199	20.317	0	-0.199186508	20.267	0	-0.206269841	20.23	0	-0.115047619	19.22	0	-3.032142857
5200	20.315	0	-0.198277778	20.266	0	-0.205257937	20.229	0	-0.114563492	19.219	0	-3.030952381
5201	20.314	0	-0.197365079	20.265	0	-0.204265873	20.228	0	-0.114079365	19.218	0	-3.029761905
5202	20.313	0	-0.196458333	20.264	0	-0.20327381	20.228	0	-0.113599206	19.218	0	-3.028769841
5203	20.312	0	-0.195555556	20.263	0	-0.202281746	20.227	0	-0.113121032	19.217	0	-3.027579365
5204	20.311	0	-0.19465873	20.262	0	-0.201309524	20.226	0	-0.112644841	19.216	0	-3.026388889
5205	20.31	0	-0.193763889	20.261	0	-0.20031746	20.225	0	-0.112170635	19.215	0	-3.025198413
5206	20.308	0	-0.192875	20.26	0	-0.199345238	20.224	0	-0.111698413	19.215	0	-3.024206349
5207	20.307	0	-0.191990079	20.259	0	-0.198382937	20.224	0	-0.111228175	19.214	0	-3.023015873
5208	20.306	0	-0.191109127	20.259	0	-0.197420635	20.223	0	-0.110759921	19.213	0	-3.021825397
5209	20.305	0	-0.190218254	20.258	0	-0.196450397	20.222	0	-0.110287698	19.212	0	-3.020833333
5210	20.304	0	-0.189347222	20.257	0	-0.195498016	20.221	0	-0.109823413	19.212	0	-3.019642857
5211	20.303	0	-0.188478175	20.256	0	-0.194551587	20.22	0	-0.109363095	19.211	0	-3.018650794
5212	20.302	0	-0.187615079	20.255	0	-0.193609127	20.219	0	-0.108902778	19.21	0	-3.017460317
5213	20.3	0	-0.186753968	20.254	0	-0.192672619	20.219	0	-0.108446429	19.209	0	-3.016468254
5214	20.299	0	-0.18589881	20.253	0	-0.191740079	20.218	0	-0.107992063	19.209	0	-3.015277778
5215	20.298	0	-0.185047619	20.252	0	-0.190813492	20.217	0	-0.107537698	19.208	0	-3.014285714
5216	20.297	0	-0.184200397	20.251	0	-0.189890873	20.216	0	-0.107087302	19.207	0	-3.013095238
5217	20.296	0	-0.183359127	20.25	0	-0.188974206	20.216	0	-0.106638889	19.207	0	-3.012103175
5218	20.295	0	-0.182519841	20.249	0	-0.188061508	20.215	0	-0.106190476	19.206	0	-3.010912698
5219	20.294	0	-0.181684524	20.248	0	-0.187152778	20.214	0	-0.105746032	19.205	0	-3.009920635
5220	20.293	0	-0.180853175	20.247	0	-0.18625	20.213	0	-0.105303571	19.204	0	-3.008928571
5221	20.292	0	-0.180027778	20.246	0	-0.185353175	20.212	0	-0.104863095	19.204	0	-3.007738095
5222	20.29	0	-0.179204365	20.245	0	-0.184458333	20.212	0	-0.104424603	19.203	0	-3.006746032
5223	20.289	0	-0.178384921	20.244	0	-0.183569444	20.211	0	-0.103988095	19.202	0	-3.005753968
5224	20.288	0	-0.177571429	20.243	0	-0.182686508	20.21	0	-0.103551587	19.202	0	-3.004761905
5225	20.287	0	-0.176759921	20.243	0	-0.18180754	20.209	0	-0.103119048	19.201	0	-3.003769841
5226	20.286	0	-0.175954365	20.242	0	-0.18093254	20.209	0	-0.102688492	19.2	0	-3.002579365
5227	20.285	0	-0.175150794	20.241	0	-0.180061508	20.208	0	-0.102259921	19.2	0	-3.001587302
5228	20.284	0	-0.17435119	20.24	0	-0.179196429	20.207	0	-0.101833333	19.199	0	-3.000595238
5229	20.283	0	-0.17355754	20.239	0	-0.178335317	20.206	0	-0.101406746	19.198	0	-2.999603175
5230	20.282	0	-0.172765873	20.238	0	-0.177478175	20.206	0	-0.100984127	19.198	0	-2.998611111
5231	20.281	0	-0.171978175	20.237	0	-0.176626984	20.205	0	-0.100563492	19.197	0	-2.997619048
5232	20.28	0	-0.171194444	20.236	0	-0.175777778	20.204	0	-0.100142857	19.196	0	-2.996626984
5233	20.279	0	-0.170416667	20.235	0	-0.174936508	20.203	0	-0.09972619	19.195	0	-2.995634921
5234	20.278	0	-0.169640873	20.234	0	-0.174097222	20.203	0	-0.099311508	19.195	0	-2.994642857
5235	20.277	0	-0.168867063	20.234	0	-0.173263889	20.202	0	-0.098896825	19.194	0	-2.993650794
5236	20.276	0	-0.168099206	20.233	0	-0.17243254	20.201	0	-0.098486111	19.194	0	-2.99265873
5237	20.275	0	-0.167335317	20.232	0	-0.171607143	20.2	0	-0.098075397	19.193	0	-2.991666667
5238	20.274	0	-0.166573413	20.231	0	-0.170785714	20.2	0	-0.097666667	19.192	0	-2.990674603
5239	20.273	0	-0.165815476	20.23	0	-0.169968254	20.199	0	-0.097261905	19.192	0	-2.98968254
5240	20.272	0	-0.165061508	20.229	0	-0.169156746	20.198	0	-0.096857143	19.191	0	-2.988690476
5241	20.27	0	-0.164311508	20.228	0	-0.168347222	20.198	0	-0.096454365	19.19	0	-2.987698413
5242	20.269	0	-0.163565476	20.228	0	-0.167543651	20.197	0	-0.096053571	19.19	0	-2.986904762
5243	20.268	0	-0.162823413	20.227	0	-0.166742063	20.196	0	-0.095654762	19.189	0	-2.985912698
5244	20.267	0	-0.162083333	20.226	0	-0.165946429	20.195	0	-0.095257937	19.188	0	-2.984920635
5245	20.266	0	-0.161349206	20.225	0	-0.165154762	20.195	0	-0.094861111	19.188	0	-2.983928571
5246	20.265	0	-0.160617063	20.224	0	-0.164367063	20.194	0	-0.094468254	19.187	0	-2.983134921
5247	20.264	0	-0.159886905	20.223	0	-0.163583333	20.193	0	-0.094077381	19.186	0	-2.982142857
5248	20.264	0	-0.159162698	20.222	0	-0.162803571	20.193	0	-0.093686508	19.186	0	-2.981150794
5249	20.263	0	-0.158440476	20.222	0	-0.162027778	20.192	0	-0.093297619	19.185	0	-2.98015873
5250	20.262	0	-0.157724206	20.221	0	-0.161255952	20.191	0	-0.092910714	19.185	0	-2.979365079
5251	20.261	0	-0.157007937	20.22	0	-0.160490079	20.19	0	-0.092525794	19.184	0	-2.978373016
5252	20.26	0	-0.156297619	20.219	0	-0.15972619	20.19	0	-0.092142857	19.183	0	-2.977579365
5253	20.259	0	-0.155589286	20.218	0	-0.15896627	20.189	0	-0.091761905	19.183	0	-2.976587302
5254	20.258	0	-0.154884921	20.218	0	-0.158210317	20.188	0	-0.091382937	19.182	0	-2.975595238
5255	20.257	0	-0.154184524	20.217	0	-0.157458333	20.188	0	-0.091003968	19.182	0	-2.974801587
5256	20.256	0	-0.153488095	20.216	0	-0.156710317	20.187	0	-0.090628968	19.181	0	-2.973809524
5257	20.255	0	-0.152795635	20.215	0	-0.155968254	20.186	0	-0.090253968	19.18	0	-2.973015873
5258	20.254	0	-0.152103175	20.214	0	-0.155228175	20.186	0	-0.089880952	19.18	0	-2.97202381
5259	20.253	0	-0.151416667	20.213	0	-0.154492063	20.185	0	-0.089509921	19.179	0	-2.971230159
5260	20.252	0	-0.150732143	20.213	0	-0.153759921	20.184	0	-0.089140873	19.179	0	-2.970436508
5261	20.251	0	-0.150051587	20.212	0	-0.153031746	20.184	0	-0.08877381	19.178	0	-2.969444444
5262	20.25	0	-0.149375	20.211	0	-0.15230754	20.183	0	-0.088406746	19.177	0	-2.968650794
5263	20.249	0	-0.148700397	20.21	0	-0.151585317	20.182	0	-0.088041667	19.177	0	-2.96765873
5264	20.248	0	-0.148029762	20.21	0	-0.150869048	20.182	0	-0.087678571	19.176	0	-2.966865079
5265	20.247	0	-0.147361111	20.209	0	-0.150154762	20.181	0	-0.08731746	19.176	0	-2.966071429
5266	20.246	0	-0.146696429	20.208	0	-0.149444444	20.18	0	-0.086958333	19.175	0	-2.965079365
5267	20.245	0	-0.146035714	20.207	0	-0.148738095	20.18	0	-0.08660119	19.174	0	-2.964285714
5268	20.245	0	-0.145376984	20.206	0	-0.148035714	20.179	0	-0.086244048	19.174	0	-2.963492063
5269	20.244	0	-0.144722222	20.206	0	-0.147337302	20.178	0	-0.085888889	19.173	0	-2.9625
5270	20.243	0	-0.144069444	20.205	0	-0.146640873	20.178	0	-0.085535714	19.173	0	-2.961706349
5271	20.242	0	-0.143420635	20.204	0	-0.145950397	20.177	0	-0.085184524	19.172	0	-2.960912698
5272	20.241	0	-0.142775794	20.203	0	-0.145261905	20.176	0	-0.084833333	19.172	0	-2.960119048
5273	20.24	0	-0.142132937	20.203	0	-0.144577381	20.176	0	-0.084486111	19.171	0	-2.959325397
5274	20.239	0	-0.141494048	20.202	0	-0.143894841	20.175	0	-0.084138889	19.171	0	-2.958333333
5275	20.238	0	-0.140857143	20.201	0	-0.143218254	20.175	0	-0.083793651	19.17	0	-2.957539683
5276	20.237	0	-0.140224206	20.2	0	-0.142543651	20.174	0	-0.083448413	19.169	0	-2.956746032
5277	20.236	0	-0.139595238	20.2	0	-0.141873016	20.173	0	-0.083107143	19.169	0	-2.955952381
5278	20.236	0	-0.13896627	20.199	0	-0.141206349	20.173	0	-0.082765873	19.168	0	-2.95515873
5279	20.235	0	-0.138343254	20.198	0	-0.140541667	20.172	0	-0.082426587	19.168	0	-2.954365079
5280	20.234	0	-0.137722222	20.197	0	-0.139880952	20.171	0	-0.082089286	19.167	0	-2.953571429
5281	20.233	0	-0.137105159	20.197	0	-0.13922619	20.171	0	-0.081753968	19.167	0	-2.952777778
5282	20.232	0	-0.136490079	20.196	0	-0.138573413	20.17	0	-0.081418651	19.166	0	-2.951984127
5283	20.231	0	-0.135876984	20.195	0	-0.137922619	20.17	0	-0.081085317	19.166	0	-2.951190476
5284	20.23	0	-0.135267857	20.194	0	-0.137275794	20.169	0	-0.080753968	19.165	0	-2.950396825
5285	20.23	0	-0.134660714	20.194	0	-0.136630952	20.168	0	-0.080422619	19.165	0	-2.949603175
5286	20.229	0	-0.13405754	20.193	0	-0.135992063	20.168	0	-0.080095238	19.164	0	-2.948809524
5287	20.228	0	-0.133458333	20.192	0	-0.135355159	20.167	0	-0.079767857	19.164	0	-2.948015873
5288	20.227	0	-0.132859127	20.192	0	-0.134720238	20.167	0	-0.079440476	19.163	0	-2.947222222
5289	20.226	0	-0.132263889	20.191	0	-0.13409127	20.166	0	-0.079117063	19.162	0	-2.946428571
5290	20.225	0	-0.131672619	20.19	0	-0.133462302	20.165	0	-0.078793651	19.162	0	-2.945634921
5291	20.224	0	-0.131083333	20.189	0	-0.132839286	20.165	0	-0.078472222	19.161	0	-2.945039683
5292	20.224	0	-0.130498016	20.189	0	-0.132218254	20.164	0	-0.078152778	19.161	0	-2.944246032
5293	20.223	0	-0.129912698	20.188	0	-0.13160119	20.164	0	-0.077833333	19.16	0	-2.943452381
5294	20.222	0	-0.129333333	20.187	0	-0.130986111	20.163	0	-0.077515873	19.16	0	-2.94265873
5295	20.221	0	-0.128753968	20.187	0	-0.130375	20.162	0	-0.077200397	19.159	0	-2.941865079
5296	20.22	0	-0.128180556	20.186	0	-0.129765873	20.162	0	-0.076886905	19.159	0	-2.941269841
5297	20.22	0	-0.127607143	20.185	0	-0.129160714	20.161	0	-0.076573413	19.158	0	-2.94047619
5298	20.219	0	-0.127037698	20.185	0	-0.128559524	20.161	0	-0.076261905	19.158	0	-2.93968254
5299	20.218	0	-0.126470238	20.184	0	-0.127960317	20.16	0	-0.075950397	19.157	0	-2.938888889
5300	20.217	0	-0.125906746	20.183	0	-0.127365079	20.159	0	-0.075642857	19.157	0	-2.938293651
5301	20.216	0	-0.125345238	20.182	0	-0.126771825	20.159	0	-0.075335317	19.156	0	-2.9375
5302	20.215	0	-0.124785714	20.182	0	-0.126180556	20.158	0	-0.075027778	19.156	0	-2.936706349
5303	20.215	0	-0.124230159	20.181	0	-0.125595238	20.158	0	-0.074724206	19.155	0	-2.936111111
5304	20.214	0	-0.123676587	20.18	0	-0.125009921	20.157	0	-0.074420635	19.155	0	-2.93531746
5305	20.213	0	-0.123125	20.18	0	-0.124430556	20.157	0	-0.074119048	19.154	0	-2.93452381
5306	20.212	0	-0.122577381	20.179	0	-0.123853175	20.156	0	-0.07381746	19.154	0	-2.933928571
5307	20.211	0	-0.122031746	20.178	0	-0.123277778	20.155	0	-0.073519841	19.154	0	-2.933134921
5308	20.211	0	-0.121488095	20.178	0	-0.122706349	20.155	0	-0.073220238	19.153	0	-2.932539683
5309	20.21	0	-0.120948413	20.177	0	-0.122136905	20.154	0	-0.072924603	19.153	0	-2.931746032
5310	20.209	0	-0.120410714	20.176	0	-0.121571429	20.154	0	-0.072628968	19.152	0	-2.931150794
5311	20.208	0	-0.119875	20.176	0	-0.121007937	20.153	0	-0.072335317	19.152	0	-2.930357143
5312	20.208	0	-0.11934127	20.175	0	-0.120446429	20.153	0	-0.072041667	19.151	0	-2.929761905
5313	20.207	0	-0.118811508	20.175	0	-0.119888889	20.152	0	-0.07175	19.151	0	-2.928968254
5314	20.206	0	-0.11828373	20.174	0	-0.119333333	20.152	0	-0.071460317	19.15	0	-2.928373016
5315	20.205	0	-0.117757937	20.173	0	-0.118781746	20.151	0	-0.071170635	19.15	0	-2.927579365
5316	20.205	0	-0.117236111	20.173	0	-0.118232143	20.15	0	-0.070882937	19.149	0	-2.926984127
5317	20.204	0	-0.11671627	20.172	0	-0.117686508	20.15	0	-0.070597222	19.149	0	-2.926190476
5318	20.203	0	-0.116198413	20.171	0	-0.117142857	20.149	0	-0.070311508	19.148	0	-2.925595238
5319	20.202	0	-0.11568254	20.171	0	-0.11660119	20.149	0	-0.070027778	19.148	0	-2.925
5320	20.202	0	-0.115168651	20.17	0	-0.116063492	20.148	0	-0.069746032	19.147	0	-2.924206349
5321	20.201	0	-0.11465873	20.169	0	-0.115527778	20.148	0	-0.069464286	19.147	0	-2.923611111
5322	20.2	0	-0.114150794	20.169	0	-0.114994048	20.147	0	-0.069184524	19.147	0	-2.92281746
5323	20.199	0	-0.113644841	20.168	0	-0.114464286	20.147	0	-0.068904762	19.146	0	-2.922222222
5324	20.199	0	-0.113142857	20.168	0	-0.113936508	20.146	0	-0.068626984	19.146	0	-2.921626984
5325	20.198	0	-0.112640873	20.167	0	-0.113412698	20.146	0	-0.06835119	19.145	0	-2.920833333
5326	20.197	0	-0.112142857	20.166	0	-0.112890873	20.145	0	-0.068075397	19.145	0	-2.920238095
5327	20.196	0	-0.111646825	20.166	0	-0.112371032	20.145	0	-0.067801587	19.144	0	-2.919642857
5328	20.196	0	-0.111152778	20.165	0	-0.111853175	20.144	0	-0.067529762	19.144	0	-2.919047619
5329	20.195	0	-0.110662698	20.164	0	-0.11134127	20.144	0	-0.067257937	19.143	0	-2.918253968
5330	20.194	0	-0.110174603	20.164	0	-0.110829365	20.143	0	-0.066988095	19.143	0	-2.91765873
5331	20.193	0	-0.109686508	20.163	0	-0.110319444	20.142	0	-0.066718254	19.143	0	-2.917063492
5332	20.193	0	-0.109202381	20.163	0	-0.109813492	20.142	0	-0.066450397	19.142	0	-2.916468254
5333	20.192	0	-0.108720238	20.162	0	-0.109309524	20.141	0	-0.066184524	19.142	0	-2.915873016
5334	20.191	0	-0.108240079	20.161	0	-0.10880754	20.141	0	-0.065918651	19.141	0	-2.915079365
5335	20.191	0	-0.107763889	20.161	0	-0.108309524	20.14	0	-0.065654762	19.141	0	-2.914484127
5336	20.19	0	-0.107287698	20.16	0	-0.107813492	20.14	0	-0.065390873	19.14	0	-2.913888889
5337	20.189	0	-0.106815476	20.16	0	-0.107319444	20.139	0	-0.065128968	19.14	0	-2.913293651
5338	20.188	0	-0.106343254	20.159	0	-0.106827381	20.139	0	-0.064867063	19.14	0	-2.912698413
5339	20.188	0	-0.105875	20.158	0	-0.106337302	20.138	0	-0.064607143	19.139	0	-2.912103175
5340	20.187	0	-0.10540873	20.158	0	-0.10585119	20.138	0	-0.064349206	19.139	0	-2.911507937
5341	20.186	0	-0.104944444	20.157	0	-0.105367063	20.137	0	-0.06409127	19.138	0	-2.910912698
5342	20.186	0	-0.104482143	20.157	0	-0.104886905	20.137	0	-0.063835317	19.138	0	-2.91031746
5343	20.185	0	-0.104021825	20.156	0	-0.104406746	20.136	0	-0.063579365	19.138	0	-2.909722222
5344	20.184	0	-0.103565476	20.156	0	-0.103930556	20.136	0	-0.063325397	19.137	0	-2.909126984
5345	20.184	0	-0.103109127	20.155	0	-0.103454365	20.135	0	-0.063073413	19.137	0	-2.908531746
5346	20.183	0	-0.102656746	20.154	0	-0.102984127	20.135	0	-0.062821429	19.136	0	-2.907936508
5347	20.182	0	-0.102204365	20.154	0	-0.102513889	20.134	0	-0.062569444	19.136	0	-2.90734127
5348	20.182	0	-0.101755952	20.153	0	-0.102045635	20.134	0	-0.062319444	19.136	0	-2.906746032
5349	20.181	0	-0.101309524	20.153	0	-0.101581349	20.133	0	-0.062071429	19.135	0	-2.906150794
5350	20.18	0	-0.100863095	20.152	0	-0.101119048	20.133	0	-0.061823413	19.135	0	-2.905555556
5351	20.18	0	-0.100420635	20.152	0	-0.10065873	20.133	0	-0.061577381	19.134	0	-2.904960317
5352	20.179	0	-0.099980159	20.151	0	-0.100200397	20.132	0	-0.061331349	19.134	0	-2.904365079
5353	20.178	0	-0.099543651	20.15	0	-0.099746032	20.132	0	-0.061089286	19.134	0	-2.903769841
5354	20.178	0	-0.099107143	20.15	0	-0.099291667	20.131	0	-0.060845238	19.133	0	-2.903174603
5355	20.177	0	-0.098672619	20.149	0	-0.09884127	20.131	0	-0.060603175	19.133	0	-2.902579365
5356	20.176	0	-0.098240079	20.149	0	-0.098390873	20.13	0	-0.060361111	19.132	0	-2.901984127
5357	20.176	0	-0.097809524	20.148	0	-0.097944444	20.13	0	-0.060121032	19.132	0	-2.901388889
5358	20.175	0	-0.097380952	20.148	0	-0.0975	20.129	0	-0.059882937	19.132	0	-2.900992063
5359	20.174	0	-0.096954365	20.147	0	-0.09705754	20.129	0	-0.059644841	19.131	0	-2.900396825
5360	20.174	0	-0.096529762	20.147	0	-0.096617063	20.128	0	-0.05940873	19.131	0	-2.899801587
5361	20.173	0	-0.096107143	20.146	0	-0.096178571	20.128	0	-0.059172619	19.131	0	-2.899206349
5362	20.172	0	-0.095688492	20.145	0	-0.095744048	20.127	0	-0.058936508	19.13	0	-2.898611111
5363	20.172	0	-0.095269841	20.145	0	-0.095309524	20.127	0	-0.058704365	19.13	0	-2.898214286
5364	20.171	0	-0.094853175	20.144	0	-0.094878968	20.126	0	-0.058470238	19.129	0	-2.897619048
5365	20.171	0	-0.094438492	20.144	0	-0.094448413	20.126	0	-0.058238095	19.129	0	-2.89702381
5366	20.17	0	-0.094025794	20.143	0	-0.094021825	20.126	0	-0.058007937	19.129	0	-2.896428571
5367	20.169	0	-0.093615079	20.143	0	-0.093597222	20.125	0	-0.057777778	19.128	0	-2.896031746
5368	20.169	0	-0.093206349	20.142	0	-0.093172619	20.125	0	-0.057549603	19.128	0	-2.895436508
5369	20.168	0	-0.092799603	20.142	0	-0.092751984	20.124	0	-0.057321429	19.128	0	-2.89484127
5370	20.167	0	-0.092394841	20.141	0	-0.092333333	20.124	0	-0.057095238	19.127	0	-2.894246032
5371	20.167	0	-0.091992063	20.141	0	-0.091916667	20.123	0	-0.056869048	19.127	0	-2.893849206
5372	20.166	0	-0.09159127	20.14	0	-0.091501984	20.123	0	-0.056644841	19.126	0	-2.893253968
5373	20.166	0	-0.09119246	20.14	0	-0.091089286	20.122	0	-0.056420635	19.126	0	-2.89265873
5374	20.165	0	-0.090793651	20.139	0	-0.090678571	20.122	0	-0.056198413	19.126	0	-2.892261905
5375	20.164	0	-0.09039881	20.139	0	-0.090269841	20.121	0	-0.05597619	19.125	0	-2.891666667
5376	20.164	0	-0.090005952	20.138	0	-0.089863095	20.121	0	-0.055755952	19.125	0	-2.891269841
5377	20.163	0	-0.089607143	20.138	0	-0.089454365	20.121	0	-0.055531746	19.125	0	-2.890674603
5378	20.162	0	-0.089218254	20.137	0	-0.089051587	20.12	0	-0.055313492	19.124	0	-2.890079365
5379	20.162	0	-0.088829365	20.137	0	-0.088650794	20.12	0	-0.055095238	19.124	0	-2.88968254
5380	20.161	0	-0.088444444	20.136	0	-0.088251984	20.119	0	-0.054878968	19.124	0	-2.889087302
5381	20.161	0	-0.088059524	20.136	0	-0.087855159	20.119	0	-0.054662698	19.123	0	-2.888690476
5382	20.16	0	-0.087676587	20.135	0	-0.087460317	20.118	0	-0.054446429	19.123	0	-2.888095238
5383	20.159	0	-0.087295635	20.135	0	-0.08706746	20.118	0	-0.054232143	19.123	0	-2.887698413
5384	20.159	0	-0.086916667	20.134	0	-0.086676587	20.118	0	-0.054019841	19.122	0	-2.887103175
5385	20.158	0	-0.086539683	20.134	0	-0.086289683	20.117	0	-0.05380754	19.122	0	-2.886507937
5386	20.158	0	-0.086164683	20.133	0	-0.085902778	20.117	0	-0.053595238	19.122	0	-2.886111111
5387	20.157	0	-0.085789683	20.133	0	-0.085515873	20.116	0	-0.053384921	19.121	0	-2.885515873
5388	20.157	0	-0.085418651	20.132	0	-0.085132937	20.116	0	-0.053176587	19.121	0	-2.885119048
5389	20.156	0	-0.085047619	20.132	0	-0.084751984	20.115	0	-0.05296627	19.121	0	-2.884722222
5390	20.155	0	-0.084678571	20.131	0	-0.084373016	20.115	0	-0.052759921	19.12	0	-2.884126984
5391	20.155	0	-0.084311508	20.131	0	-0.083996032	20.115	0	-0.052551587	19.12	0	-2.883730159
5392	20.154	0	-0.083946429	20.13	0	-0.083619048	20.114	0	-0.052347222	19.12	0	-2.883134921
5393	20.154	0	-0.083583333	20.13	0	-0.083246032	20.114	0	-0.052140873	19.119	0	-2.882738095
5394	20.153	0	-0.083222222	20.129	0	-0.082873016	20.113	0	-0.051936508	19.119	0	-2.882142857
5395	20.153	0	-0.082861111	20.129	0	-0.082503968	20.113	0	-0.051734127	19.119	0	-2.881746032
5396	20.152	0	-0.082503968	20.128	0	-0.082134921	20.113	0	-0.051531746	19.118	0	-2.881349206
5397	20.151	0	-0.082146825	20.128	0	-0.081767857	20.112	0	-0.051329365	19.118	0	-2.880753968
5398	20.151	0	-0.081791667	20.127	0	-0.081404762	20.112	0	-0.051128968	19.118	0	-2.880357143
5399	20.15	0	-0.081438492	20.127	0	-0.081041667	20.111	0	-0.050928571	19.117	0	-2.879761905
5400	20.15	0	-0.081085317	20.126	0	-0.080680556	20.111	0	-0.050730159	19.117	0	-2.879365079
5401	20.149	0	-0.080736111	20.126	0	-0.080321429	20.111	0	-0.050531746	19.117	0	-2.878968254
5402	20.149	0	-0.080388889	20.125	0	-0.079964286	20.11	0	-0.050335317	19.116	0	-2.878373016
5403	20.148	0	-0.080041667	20.125	0	-0.079607143	20.11	0	-0.050138889	19.116	0	-2.87797619
5404	20.148	0	-0.079696429	20.124	0	-0.079253968	20.109	0	-0.04994246	19.116	0	-2.877579365
5405	20.147	0	-0.07935119	20.124	0	-0.078900794	20.109	0	-0.049748016	19.116	0	-2.87718254
5406	20.146	0	-0.079009921	20.124	0	-0.078549603	20.109	0	-0.049555556	19.115	0	-2.876587302
5407	20.146	0	-0.078668651	20.123	0	-0.078200397	20.108	0	-0.049361111	19.115	0	-2.876190476
5408	20.145	0	-0.078329365	20.123	0	-0.077853175	20.108	0	-0.049168651	19.115	0	-2.875793651
5409	20.145	0	-0.077992063	20.122	0	-0.077507937	20.107	0	-0.048978175	19.114	0	-2.875198413
5410	20.144	0	-0.077656746	20.122	0	-0.077164683	20.107	0	-0.048787698	19.114	0	-2.874801587
5411	20.144	0	-0.077323413	20.121	0	-0.076821429	20.107	0	-0.048597222	19.114	0	-2.874404762
5412	20.143	0	-0.076990079	20.121	0	-0.076482143	20.106	0	-0.04840873	19.113	0	-2.874007937
5413	20.143	0	-0.07665873	20.12	0	-0.076142857	20.106	0	-0.048220238	19.113	0	-2.873611111
5414	20.142	0	-0.076329365	20.12	0	-0.075805556	20.106	0	-0.04803373	19.113	0	-2.873015873
5415	20.142	0	-0.076	20.12	0	-0.075468254	20.105	0	-0.047847222	19.112	0	-2.872619048
5416	20.141	0	-0.075674603	20.119	0	-0.075134921	20.105	0	-0.047660714	19.112	0	-2.872222222
5417	20.141	0	-0.075349206	20.119	0	-0.074803571	20.104	0	-0.04747619	19.112	0	-2.871825397
5418	20.14	0	-0.075025794	20.118	0	-0.074472222	20.104	0	-0.047291667	19.112	0	-2.871428571
5419	20.14	0	-0.074704365	20.118	0	-0.074142857	20.104	0	-0.047109127	19.111	0	-2.870833333
5420	20.139	0	-0.074382937	20.117	0	-0.073815476	20.103	0	-0.046926587	19.111	0	-2.870436508
5421	20.139	0	-0.074063492	20.117	0	-0.073488095	20.103	0	-0.046744048	19.111	0	-2.870039683
5422	20.138	0	-0.073746032	20.116	0	-0.073164683	20.102	0	-0.046563492	19.11	0	-2.869642857
5423	20.138	0	-0.073430556	20.116	0	-0.07284127	20.102	0	-0.046382937	19.11	0	-2.869246032
5424	20.137	0	-0.073115079	20.116	0	-0.072519841	20.102	0	-0.046204365	19.11	0	-2.868849206
5425	20.137	0	-0.072803571	20.115	0	-0.072200397	20.101	0	-0.046025794	19.11	0	-2.868452381
5426	20.136	0	-0.072490079	20.115	0	-0.071882937	20.101	0	-0.045849206	19.109	0	-2.868055556
5427	20.136	0	-0.072180556	20.114	0	-0.071565476	20.101	0	-0.045670635	19.109	0	-2.86765873
5428	20.135	0	-0.071871032	20.114	0	-0.07125	20.1	0	-0.045496032	19.109	0	-2.867063492
5429	20.135	0	-0.071563492	20.113	0	-0.070936508	20.1	0	-0.045319444	19.108	0	-2.866666667
5430	20.134	0	-0.071257937	20.113	0	-0.070625	20.1	0	-0.045144841	19.108	0	-2.866269841
5431	20.134	0	-0.070952381	20.113	0	-0.070313492	20.099	0	-0.044970238	19.108	0	-2.865873016
5432	20.133	0	-0.07064881	20.112	0	-0.070005952	20.099	0	-0.044797619	19.108	0	-2.86547619
5433	20.133	0	-0.070347222	20.112	0	-0.069698413	20.099	0	-0.044625	19.107	0	-2.865079365
5434	20.132	0	-0.070047619	20.111	0	-0.069390873	20.098	0	-0.044452381	19.107	0	-2.86468254
5435	20.132	0	-0.069748016	20.111	0	-0.069087302	20.098	0	-0.044281746	19.107	0	-2.864285714
