Zeit [min]	Potsdam Altitude [Deg]	Potsdam Azimuth [Deg]	Shanghai Altitude [Deg]	Shanghai Azimuth [Deg]	Kaxgar Altitude [Deg]	Kaxgar Azimuth [Deg]	Singapur Altitude [Deg]	Singapur Azimuth [Deg]	Lima Altitude [Deg]	Lima Azimuth [Deg]	Denver Altitude [Deg]	Denver Azimuth [Deg]	Barrow Altitude [Deg]	Barrow Azimuth [Deg]	Melbourne Altitude [Deg]	Melbourne Azimuth [Deg]
381052	26.19	229.7	35.87	243.63	50.25	181.72	60.86	266.99	45.75	282.2	32.55	237.43	16.86	204.45	37.56	305.9
381053	26.07	229.95	35.68	243.83	50.24	182.11	60.61	267.02	45.51	282.1	32.39	237.65	16.82	204.71	37.4	305.66
381054	25.96	230.19	35.49	244.02	50.23	182.5	60.36	267.05	45.27	281.99	32.23	237.88	16.79	204.97	37.24	305.42
381055	25.84	230.44	35.3	244.22	50.23	182.89	60.11	267.08	45.03	281.89	32.07	238.1	16.75	205.23	37.08	305.18
381056	25.72	230.68	35.1	244.41	50.21	183.28	59.86	267.1	44.8	281.79	31.9	238.32	16.72	205.49	36.92	304.94
381057	25.6	230.93	34.91	244.61	50.2	183.67	59.61	267.13	44.56	281.69	31.74	238.55	16.68	205.75	36.76	304.7
381058	25.48	231.17	34.72	244.8	50.19	184.06	59.36	267.16	44.32	281.59	31.57	238.77	16.65	206.01	36.59	304.46
381059	25.36	231.41	34.52	244.99	50.18	184.45	59.11	267.18	44.08	281.49	31.41	238.99	16.61	206.26	36.43	304.23
381060	25.24	231.66	34.33	245.18	50.16	184.84	58.86	267.21	43.84	281.39	31.24	239.21	16.58	206.52	36.27	303.99
381061	25.12	231.9	34.13	245.37	50.14	185.23	58.61	267.23	43.6	281.29	31.08	239.43	16.54	206.78	36.1	303.76
381062	25	232.14	33.94	245.56	50.12	185.62	58.36	267.26	43.36	281.19	30.91	239.65	16.5	207.04	35.94	303.53
381063	24.88	232.38	33.74	245.75	50.1	186.01	58.11	267.28	43.12	281.09	30.75	239.86	16.47	207.3	35.77	303.29
381064	24.76	232.62	33.55	245.94	50.08	186.4	57.86	267.31	42.88	281	30.58	240.08	16.43	207.55	35.61	303.06
381065	24.64	232.86	33.35	246.12	50.06	186.79	57.61	267.33	42.64	280.9	30.41	240.3	16.39	207.81	35.44	302.83
381066	24.52	233.1	33.16	246.31	50.04	187.17	57.36	267.36	42.4	280.81	30.25	240.51	16.35	208.07	35.28	302.6
381067	24.39	233.34	32.96	246.49	50.01	187.56	57.11	267.38	42.16	280.71	30.08	240.73	16.32	208.33	35.11	302.38
381068	24.27	233.58	32.77	246.68	49.98	187.95	56.86	267.4	41.92	280.62	29.91	240.94	16.28	208.59	34.94	302.15
381069	24.15	233.82	32.57	246.86	49.96	188.34	56.61	267.43	41.68	280.53	29.74	241.15	16.24	208.84	34.77	301.92
381070	24.02	234.06	32.37	247.04	49.93	188.72	56.36	267.45	41.44	280.44	29.57	241.37	16.2	209.1	34.61	301.7
381071	23.9	234.3	32.17	247.22	49.9	189.11	56.11	267.47	41.2	280.35	29.4	241.58	16.16	209.36	34.44	301.47
381072	23.78	234.53	31.98	247.41	49.87	189.49	55.86	267.49	40.96	280.26	29.23	241.79	16.12	209.61	34.27	301.25
381073	23.65	234.77	31.78	247.59	49.83	189.88	55.61	267.51	40.71	280.17	29.06	242	16.08	209.87	34.1	301.03
381074	23.53	235.01	31.58	247.77	49.8	190.26	55.36	267.53	40.47	280.08	28.89	242.21	16.04	210.13	33.93	300.81
381075	23.4	235.24	31.38	247.94	49.76	190.64	55.11	267.56	40.23	279.99	28.72	242.42	16	210.38	33.76	300.58
381076	23.27	235.48	31.18	248.12	49.73	191.03	54.86	267.58	39.99	279.9	28.55	242.62	15.96	210.64	33.59	300.36
381077	23.15	235.71	30.98	248.3	49.69	191.41	54.61	267.6	39.75	279.81	28.38	242.83	15.92	210.9	33.42	300.15
381078	23.02	235.95	30.79	248.47	49.65	191.79	54.36	267.62	39.51	279.73	28.21	243.04	15.88	211.15	33.25	299.93
381079	22.89	236.18	30.59	248.65	49.61	192.17	54.11	267.64	39.27	279.64	28.04	243.24	15.83	211.41	33.08	299.71
381080	22.77	236.41	30.39	248.83	49.57	192.55	53.86	267.66	39.03	279.55	27.87	243.45	15.79	211.67	32.9	299.49
381081	22.64	236.65	30.19	249	49.53	192.93	53.61	267.68	38.79	279.47	27.69	243.66	15.75	211.92	32.73	299.28
381082	22.51	236.88	29.99	249.17	49.48	193.31	53.36	267.69	38.55	279.38	27.52	243.86	15.71	212.18	32.56	299.06
381083	22.38	237.11	29.79	249.35	49.44	193.69	53.11	267.71	38.3	279.3	27.35	244.06	15.66	212.43	32.39	298.85
381084	22.26	237.34	29.59	249.52	49.39	194.07	52.86	267.73	38.06	279.22	27.18	244.27	15.62	212.69	32.21	298.64
381085	22.13	237.58	29.39	249.69	49.34	194.44	52.61	267.75	37.82	279.14	27	244.47	15.58	212.95	32.04	298.42
381086	22	237.81	29.18	249.86	49.29	194.82	52.36	267.77	37.58	279.05	26.83	244.67	15.53	213.2	31.87	298.21
381087	21.87	238.04	28.98	250.03	49.24	195.19	52.11	267.79	37.34	278.97	26.65	244.87	15.49	213.46	31.69	298
381088	21.74	238.27	28.78	250.2	49.19	195.57	51.86	267.8	37.1	278.89	26.48	245.07	15.44	213.71	31.52	297.79
381089	21.61	238.5	28.58	250.37	49.14	195.94	51.62	267.82	36.86	278.81	26.31	245.27	15.4	213.97	31.34	297.58
381090	21.48	238.73	28.38	250.54	49.09	196.32	51.37	267.84	36.61	278.73	26.13	245.47	15.35	214.22	31.17	297.37
381091	21.35	238.96	28.18	250.7	49.03	196.69	51.12	267.86	36.37	278.65	25.96	245.67	15.31	214.48	30.99	297.17
381092	21.21	239.18	27.97	250.87	48.97	197.06	50.87	267.87	36.13	278.57	25.78	245.87	15.26	214.73	30.81	296.96
381093	21.08	239.41	27.77	251.04	48.92	197.43	50.62	267.89	35.89	278.49	25.6	246.06	15.22	214.99	30.64	296.75
381094	20.95	239.64	27.57	251.2	48.86	197.8	50.37	267.91	35.65	278.41	25.43	246.26	15.17	215.24	30.46	296.55
381095	20.82	239.87	27.37	251.37	48.8	198.17	50.12	267.92	35.41	278.34	25.25	246.46	15.12	215.5	30.28	296.34
381096	20.69	240.09	27.16	251.53	48.74	198.54	49.87	267.94	35.16	278.26	25.08	246.65	15.08	215.75	30.11	296.14
381097	20.55	240.32	26.96	251.69	48.67	198.9	49.62	267.96	34.92	278.18	24.9	246.85	15.03	216	29.93	295.94
381098	20.42	240.55	26.76	251.86	48.61	199.27	49.37	267.97	34.68	278.11	24.72	247.04	14.98	216.26	29.75	295.73
381099	20.29	240.77	26.55	252.02	48.55	199.63	49.12	267.99	34.44	278.03	24.54	247.24	14.93	216.51	29.57	295.53
381100	20.15	241	26.35	252.18	48.48	200	48.87	268	34.19	277.95	24.37	247.43	14.89	216.77	29.39	295.33
381101	20.02	241.22	26.15	252.34	48.41	200.36	48.62	268.02	33.95	277.88	24.19	247.62	14.84	217.02	29.22	295.13
381102	19.89	241.45	25.94	252.5	48.35	200.72	48.37	268.03	33.71	277.8	24.01	247.81	14.79	217.27	29.04	294.93
381103	19.75	241.67	25.74	252.66	48.28	201.09	48.12	268.05	33.47	277.73	23.83	248.01	14.74	217.53	28.86	294.73
381104	19.62	241.89	25.53	252.82	48.21	201.45	47.87	268.06	33.23	277.66	23.65	248.2	14.69	217.78	28.68	294.53
381105	19.48	242.12	25.33	252.98	48.14	201.81	47.62	268.08	32.98	277.58	23.48	248.39	14.64	218.03	28.5	294.33
381106	19.35	242.34	25.12	253.14	48.06	202.16	47.37	268.09	32.74	277.51	23.3	248.58	14.59	218.29	28.32	294.14
381107	19.21	242.56	24.92	253.3	47.99	202.52	47.12	268.11	32.5	277.44	23.12	248.77	14.54	218.54	28.14	293.94
381108	19.08	242.79	24.71	253.46	47.91	202.88	46.87	268.12	32.26	277.36	22.94	248.96	14.49	218.79	27.96	293.75
381109	18.94	243.01	24.51	253.61	47.84	203.23	46.62	268.14	32.01	277.29	22.76	249.15	14.44	219.05	27.77	293.55
381110	18.8	243.23	24.3	253.77	47.76	203.59	46.37	268.15	31.77	277.22	22.58	249.33	14.39	219.3	27.59	293.36
381111	18.67	243.45	24.1	253.93	47.68	203.94	46.12	268.17	31.53	277.15	22.4	249.52	14.34	219.55	27.41	293.16
381112	18.53	243.67	23.89	254.08	47.6	204.29	45.87	268.18	31.29	277.08	22.22	249.71	14.29	219.8	27.23	292.97
381113	18.39	243.89	23.68	254.24	47.52	204.64	45.62	268.19	31.04	277.01	22.04	249.9	14.23	220.06	27.05	292.78
381114	18.26	244.11	23.48	254.39	47.44	204.99	45.37	268.21	30.8	276.94	21.86	250.08	14.18	220.31	26.86	292.59
381115	18.12	244.33	23.27	254.54	47.36	205.34	45.12	268.22	30.56	276.87	21.67	250.27	14.13	220.56	26.68	292.39
381116	17.98	244.55	23.07	254.7	47.28	205.69	44.87	268.23	30.31	276.8	21.49	250.45	14.08	220.81	26.5	292.2
381117	17.84	244.77	22.86	254.85	47.19	206.04	44.62	268.25	30.07	276.73	21.31	250.64	14.02	221.07	26.32	292.01
381118	17.7	244.99	22.65	255	47.11	206.38	44.37	268.26	29.83	276.66	21.13	250.82	13.97	221.32	26.13	291.82
381119	17.56	245.21	22.45	255.16	47.02	206.73	44.12	268.27	29.59	276.59	20.95	251.01	13.92	221.57	25.95	291.63
381120	17.43	245.42	22.24	255.31	46.93	207.07	43.87	268.29	29.34	276.53	20.77	251.19	13.86	221.82	25.76	291.45
381121	17.29	245.64	22.03	255.46	46.84	207.41	43.62	268.3	29.1	276.46	20.58	251.37	13.81	222.07	25.58	291.26
381122	17.15	245.86	21.82	255.61	46.75	207.75	43.37	268.31	28.86	276.39	20.4	251.56	13.76	222.32	25.4	291.07
381123	17.01	246.08	21.62	255.76	46.66	208.09	43.12	268.32	28.61	276.32	20.22	251.74	13.7	222.57	25.21	290.89
381124	16.87	246.29	21.41	255.91	46.57	208.43	42.87	268.34	28.37	276.26	20.04	251.92	13.65	222.83	25.03	290.7
381125	16.73	246.51	21.2	256.06	46.48	208.77	42.62	268.35	28.13	276.19	19.85	252.1	13.59	223.08	24.84	290.51
381126	16.59	246.73	20.99	256.21	46.39	209.11	42.37	268.36	27.88	276.12	19.67	252.28	13.54	223.33	24.66	290.33
381127	16.45	246.94	20.79	256.36	46.29	209.44	42.12	268.37	27.64	276.06	19.49	252.46	13.48	223.58	24.47	290.14
381128	16.31	247.16	20.58	256.5	46.2	209.77	41.87	268.38	27.4	275.99	19.3	252.64	13.43	223.83	24.28	289.96
381129	16.16	247.37	20.37	256.65	46.1	210.11	41.62	268.4	27.16	275.93	19.12	252.82	13.37	224.08	24.1	289.78
381130	16.02	247.59	20.16	256.8	46	210.44	41.37	268.41	26.91	275.86	18.94	253	13.31	224.33	23.91	289.59
381131	15.88	247.8	19.95	256.95	45.9	210.77	41.12	268.42	26.67	275.8	18.75	253.18	13.26	224.58	23.73	289.41
381132	15.74	248.02	19.74	257.09	45.8	211.1	40.87	268.43	26.43	275.73	18.57	253.36	13.2	224.83	23.54	289.23
381133	15.6	248.23	19.53	257.24	45.7	211.43	40.62	268.44	26.18	275.67	18.38	253.54	13.14	225.08	23.35	289.05
381134	15.46	248.44	19.33	257.38	45.6	211.75	40.37	268.45	25.94	275.6	18.2	253.71	13.09	225.33	23.17	288.87
381135	15.31	248.66	19.12	257.53	45.5	212.08	40.12	268.47	25.7	275.54	18.01	253.89	13.03	225.58	22.98	288.69
381136	15.17	248.87	18.91	257.68	45.4	212.41	39.87	268.48	25.45	275.48	17.83	254.07	12.97	225.83	22.79	288.51
381137	15.03	249.08	18.7	257.82	45.29	212.73	39.62	268.49	25.21	275.41	17.64	254.24	12.91	226.08	22.6	288.33
381138	14.89	249.29	18.49	257.96	45.19	213.05	39.37	268.5	24.97	275.35	17.46	254.42	12.86	226.33	22.42	288.15
381139	14.74	249.51	18.28	258.11	45.08	213.37	39.12	268.51	24.72	275.29	17.27	254.6	12.8	226.58	22.23	287.97
381140	14.6	249.72	18.07	258.25	44.97	213.69	38.87	268.52	24.48	275.22	17.09	254.77	12.74	226.83	22.04	287.8
381141	14.46	249.93	17.86	258.39	44.87	214.01	38.62	268.53	24.23	275.16	16.9	254.95	12.68	227.08	21.85	287.62
381142	14.31	250.14	17.65	258.54	44.76	214.33	38.37	268.54	23.99	275.1	16.72	255.12	12.62	227.33	21.66	287.44
381143	14.17	250.35	17.44	258.68	44.65	214.64	38.12	268.55	23.75	275.04	16.53	255.3	12.56	227.58	21.47	287.26
381144	14.02	250.56	17.23	258.82	44.54	214.96	37.87	268.56	23.5	274.98	16.34	255.47	12.5	227.82	21.29	287.09
381145	13.88	250.77	17.02	258.96	44.43	215.27	37.62	268.57	23.26	274.92	16.16	255.64	12.44	228.07	21.1	286.91
381146	13.74	250.98	16.81	259.11	44.31	215.59	37.37	268.58	23.02	274.85	15.97	255.82	12.38	228.32	20.91	286.74
381147	13.59	251.19	16.6	259.25	44.2	215.9	37.12	268.59	22.77	274.79	15.78	255.99	12.32	228.57	20.72	286.56
381148	13.45	251.4	16.39	259.39	44.09	216.21	36.87	268.6	22.53	274.73	15.6	256.16	12.26	228.82	20.53	286.39
381149	13.3	251.61	16.18	259.53	43.97	216.52	36.62	268.62	22.29	274.67	15.41	256.33	12.2	229.07	20.34	286.22
381150	13.16	251.82	15.97	259.67	43.86	216.82	36.37	268.63	22.04	274.61	15.22	256.51	12.14	229.31	20.15	286.04
381151	13.01	252.03	15.76	259.81	43.74	217.13	36.12	268.64	21.8	274.55	15.04	256.68	12.08	229.56	19.96	285.87
381152	12.87	252.24	15.55	259.95	43.62	217.44	35.87	268.65	21.55	274.49	14.85	256.85	12.02	229.81	19.77	285.7
381153	12.72	252.45	15.34	260.09	43.51	217.74	35.62	268.66	21.31	274.43	14.66	257.02	11.96	230.06	19.58	285.53
381154	12.57	252.66	15.13	260.23	43.39	218.04	35.37	268.66	21.07	274.37	14.47	257.19	11.89	230.31	19.39	285.35
381155	12.43	252.86	14.91	260.37	43.27	218.35	35.12	268.67	20.82	274.31	14.29	257.36	11.83	230.55	19.2	285.18
381156	12.28	253.07	14.7	260.5	43.15	218.65	34.87	268.68	20.58	274.25	14.1	257.53	11.77	230.8	19	285.01
381157	12.14	253.28	14.49	260.64	43.03	218.95	34.62	268.69	20.33	274.19	13.91	257.7	11.71	231.05	18.81	284.84
381158	11.99	253.49	14.28	260.78	42.9	219.24	34.37	268.7	20.09	274.14	13.72	257.87	11.64	231.3	18.62	284.67
381159	11.84	253.69	14.07	260.92	42.78	219.54	34.12	268.71	19.85	274.08	13.53	258.04	11.58	231.54	18.43	284.5
381160	11.7	253.9	13.86	261.06	42.66	219.84	33.87	268.72	19.6	274.02	13.35	258.21	11.52	231.79	18.24	284.33
381161	11.55	254.11	13.65	261.19	42.53	220.13	33.62	268.73	19.36	273.96	13.16	258.38	11.46	232.04	18.05	284.16
381162	11.4	254.31	13.43	261.33	42.41	220.43	33.37	268.74	19.12	273.9	12.97	258.55	11.39	232.28	17.86	283.99
381163	11.25	254.52	13.22	261.47	42.28	220.72	33.12	268.75	18.87	273.84	12.78	258.72	11.33	232.53	17.66	283.83
381164	11.11	254.73	13.01	261.6	42.16	221.01	32.87	268.76	18.63	273.79	12.59	258.89	11.26	232.78	17.47	283.66
381165	10.96	254.93	12.8	261.74	42.03	221.3	32.62	268.77	18.38	273.73	12.4	259.05	11.2	233.02	17.28	283.49
381166	10.81	255.14	12.59	261.88	41.9	221.59	32.37	268.78	18.14	273.67	12.21	259.22	11.14	233.27	17.09	283.32
381167	10.66	255.34	12.38	262.01	41.77	221.88	32.12	268.79	17.9	273.61	12.02	259.39	11.07	233.51	16.89	283.16
381168	10.52	255.55	12.16	262.15	41.64	222.16	31.87	268.8	17.65	273.56	11.84	259.56	11.01	233.76	16.7	282.99
381169	10.37	255.75	11.95	262.28	41.51	222.45	31.62	268.8	17.41	273.5	11.65	259.72	10.94	234.01	16.51	282.82
381170	10.22	255.96	11.74	262.42	41.38	222.73	31.37	268.81	17.16	273.44	11.46	259.89	10.88	234.25	16.32	282.66
381171	10.07	256.16	11.53	262.55	41.25	223.02	31.12	268.82	16.92	273.39	11.27	260.06	10.81	234.5	16.12	282.49
381172	9.92	256.37	11.31	262.69	41.12	223.3	30.87	268.83	16.67	273.33	11.08	260.22	10.74	234.74	15.93	282.33
381173	9.77	256.57	11.1	262.82	40.98	223.58	30.62	268.84	16.43	273.27	10.89	260.39	10.68	234.99	15.74	282.16
381174	9.63	256.77	10.89	262.96	40.85	223.86	30.37	268.85	16.19	273.22	10.7	260.55	10.61	235.23	15.54	282
381175	9.48	256.98	10.68	263.09	40.72	224.14	30.12	268.86	15.94	273.16	10.51	260.72	10.55	235.48	15.35	281.83
381176	9.33	257.18	10.46	263.22	40.58	224.41	29.87	268.87	15.7	273.1	10.32	260.88	10.48	235.73	15.16	281.67
381177	9.18	257.38	10.25	263.36	40.45	224.69	29.62	268.87	15.45	273.05	10.13	261.05	10.41	235.97	14.96	281.5
381178	9.03	257.59	10.04	263.49	40.31	224.97	29.37	268.88	15.21	272.99	9.94	261.21	10.35	236.22	14.77	281.34
381179	8.88	257.79	9.83	263.63	40.17	225.24	29.12	268.89	14.97	272.94	9.75	261.38	10.28	236.46	14.58	281.18
381180	8.73	257.99	9.61	263.76	40.04	225.51	28.87	268.9	14.72	272.88	9.56	261.54	10.21	236.7	14.38	281.02
381181	8.58	258.2	9.4	263.89	39.9	225.78	28.62	268.91	14.48	272.83	9.37	261.71	10.14	236.95	14.19	280.85
381182	8.43	258.4	9.19	264.02	39.76	226.06	28.37	268.92	14.23	272.77	9.18	261.87	10.08	237.19	13.99	280.69
381183	8.28	258.6	8.97	264.16	39.62	226.32	28.12	268.92	13.99	272.72	8.99	262.04	10.01	237.44	13.8	280.53
381184	8.13	258.8	8.76	264.29	39.48	226.59	27.87	268.93	13.74	272.66	8.8	262.2	9.94	237.68	13.6	280.37
381185	7.98	259	8.55	264.42	39.34	226.86	27.62	268.94	13.5	272.61	8.61	262.36	9.87	237.93	13.41	280.21
381186	7.83	259.21	8.34	264.55	39.2	227.13	27.37	268.95	13.26	272.55	8.41	262.53	9.81	238.17	13.21	280.04
381187	7.68	259.41	8.12	264.69	39.05	227.39	27.12	268.96	13.01	272.5	8.22	262.69	9.74	238.42	13.02	279.88
381188	7.53	259.61	7.91	264.82	38.91	227.66	26.87	268.96	12.77	272.44	8.03	262.85	9.67	238.66	12.82	279.72
381189	7.38	259.81	7.7	264.95	38.77	227.92	26.62	268.97	12.52	272.39	7.84	263.02	9.6	238.9	12.63	279.56
381190	7.23	260.01	7.48	265.08	38.62	228.18	26.37	268.98	12.28	272.33	7.65	263.18	9.53	239.15	12.43	279.4
381191	7.08	260.21	7.27	265.21	38.48	228.44	26.12	268.99	12.03	272.28	7.46	263.34	9.46	239.39	12.24	279.24
381192	6.93	260.42	7.06	265.35	38.34	228.7	25.87	269	11.79	272.22	7.27	263.51	9.39	239.63	12.04	279.08
381193	6.78	260.62	6.84	265.48	38.19	228.96	25.62	269	11.55	272.17	7.08	263.67	9.32	239.88	11.85	278.92
381194	6.63	260.82	6.63	265.61	38.04	229.22	25.37	269.01	11.3	272.12	6.89	263.83	9.25	240.12	11.65	278.76
381195	6.48	261.02	6.42	265.74	37.9	229.48	25.12	269.02	11.06	272.06	6.69	263.99	9.18	240.36	11.46	278.6
381196	6.33	261.22	6.2	265.87	37.75	229.73	24.87	269.03	10.81	272.01	6.5	264.15	9.11	240.61	11.26	278.44
381197	6.17	261.42	5.99	266	37.6	229.99	24.62	269.03	10.57	271.95	6.31	264.32	9.04	240.85	11.07	278.29
381198	6.02	261.62	5.77	266.13	37.45	230.24	24.37	269.04	10.32	271.9	6.12	264.48	8.97	241.09	10.87	278.13
381199	5.87	261.82	5.56	266.26	37.3	230.49	24.12	269.05	10.08	271.85	5.93	264.64	8.9	241.34	10.68	277.97
381200	5.72	262.02	5.35	266.39	37.16	230.75	23.87	269.06	9.83	271.79	5.74	264.8	8.83	241.58	10.48	277.81
381201	5.57	262.22	5.13	266.52	37.01	231	23.62	269.06	9.59	271.74	5.55	264.96	8.76	241.82	10.28	277.65
381202	5.42	262.42	4.92	266.65	36.85	231.25	23.37	269.07	9.35	271.69	5.35	265.12	8.69	242.06	10.09	277.5
381203	5.27	262.62	4.71	266.78	36.7	231.5	23.12	269.08	9.1	271.63	5.16	265.29	8.62	242.31	9.89	277.34
381204	5.11	262.82	4.49	266.91	36.55	231.74	22.87	269.09	8.86	271.58	4.97	265.45	8.55	242.55	9.7	277.18
381205	4.96	263.02	4.28	267.04	36.4	231.99	22.62	269.09	8.61	271.53	4.78	265.61	8.48	242.79	9.5	277.02
381206	4.81	263.22	4.06	267.17	36.25	232.24	22.37	269.1	8.37	271.47	4.59	265.77	8.4	243.03	9.3	276.87
381207	4.66	263.42	3.85	267.3	36.09	232.48	22.12	269.11	8.12	271.42	4.39	265.93	8.33	243.28	9.11	276.71
381208	4.51	263.62	3.64	267.43	35.94	232.73	21.88	269.12	7.88	271.37	4.2	266.09	8.26	243.52	8.91	276.55
381209	4.36	263.82	3.42	267.56	35.79	232.97	21.63	269.12	7.63	271.31	4.01	266.25	8.19	243.76	8.71	276.4
381210	4.2	264.01	3.21	267.69	35.63	233.21	21.38	269.13	7.39	271.26	3.82	266.41	8.12	244	8.52	276.24
381211	4.05	264.21	3	267.82	35.48	233.45	21.13	269.14	7.15	271.21	3.63	266.57	8.04	244.24	8.32	276.08
381212	3.9	264.41	2.78	267.95	35.32	233.69	20.88	269.14	6.9	271.15	3.43	266.73	7.97	244.48	8.12	275.93
381213	3.75	264.61	2.57	268.08	35.17	233.93	20.63	269.15	6.66	271.1	3.24	266.89	7.9	244.73	7.93	275.77
381214	3.59	264.81	2.35	268.21	35.01	234.17	20.38	269.16	6.41	271.05	3.05	267.05	7.82	244.97	7.73	275.62
381215	3.44	265.01	2.14	268.34	34.85	234.41	20.13	269.17	6.17	271	2.86	267.21	7.75	245.21	7.53	275.46
381216	3.29	265.21	1.93	268.47	34.69	234.64	19.88	269.17	5.92	270.94	2.67	267.37	7.68	245.45	7.34	275.3
381217	3.14	265.41	1.71	268.6	34.54	234.88	19.63	269.18	5.68	270.89	2.47	267.53	7.61	245.69	7.14	275.15
381218	2.99	265.6	1.5	268.73	34.38	235.11	19.38	269.19	5.43	270.84	2.28	267.69	7.53	245.93	6.94	274.99
381219	2.83	265.8	1.28	268.86	34.22	235.35	19.13	269.19	5.19	270.78	2.09	267.85	7.46	246.17	6.75	274.84
381220	2.68	266	1.07	268.99	34.06	235.58	18.88	269.2	4.95	270.73	1.9	268.01	7.38	246.41	6.55	274.68
381221	2.53	266.2	0.86	269.12	33.9	235.81	18.63	269.21	4.7	270.68	1.7	268.17	7.31	246.66	6.35	274.53
381222	2.38	266.4	0.64	269.25	33.74	236.04	18.38	269.21	4.46	270.63	1.51	268.33	7.24	246.9	6.15	274.37
381223	2.22	266.6	0.43	269.37	33.58	236.27	18.13	269.22	4.21	270.57	1.32	268.49	7.16	247.14	5.96	274.22
381224	2.07	266.8	0.21	269.5	33.42	236.5	17.88	269.23	3.97	270.52	1.13	268.65	7.09	247.38	5.76	274.07
381225	1.92	266.99	0	269.63	33.26	236.73	17.63	269.23	3.72	270.47	0.94	268.81	7.01	247.62	5.56	273.91
381226	1.77	267.19	-0.22	269.76	33.1	236.96	17.38	269.24	3.48	270.42	0.74	268.97	6.94	247.86	5.36	273.76
381227	1.61	267.39	-0.43	269.89	32.93	237.19	17.13	269.25	3.23	270.37	0.55	269.13	6.87	248.1	5.17	273.6
381228	1.46	267.59	-0.64	270.02	32.77	237.41	16.88	269.25	2.99	270.31	0.36	269.29	6.79	248.34	4.97	273.45
381229	1.31	267.79	-0.86	270.15	32.61	237.64	16.63	269.26	2.74	270.26	0.17	269.45	6.72	248.58	4.77	273.29
381230	1.15	267.98	-1.07	270.28	32.44	237.86	16.38	269.27	2.5	270.21	-0.03	269.61	6.64	248.82	4.58	273.14
381231	1	268.18	-1.29	270.41	32.28	238.09	16.13	269.27	2.26	270.16	-0.22	269.77	6.57	249.06	4.38	272.99
381232	0.85	268.38	-1.5	270.54	32.12	238.31	15.88	269.28	2.01	270.1	-0.41	269.93	6.49	249.3	4.18	272.83
381233	0.7	268.58	-1.71	270.67	31.95	238.53	15.63	269.29	1.77	270.05	-0.6	270.09	6.42	249.54	3.98	272.68
381234	0.54	268.78	-1.93	270.8	31.79	238.75	15.38	269.29	1.52	270	-0.8	270.25	6.34	249.78	3.78	272.53
381235	0.39	268.97	-2.14	270.93	31.62	238.97	15.13	269.3	1.28	269.95	-0.99	270.41	6.26	250.02	3.59	272.37
381236	0.24	269.17	-2.36	271.05	31.46	239.19	14.88	269.31	1.03	269.89	-1.18	270.57	6.19	250.26	3.39	272.22
381237	0.08	269.37	-2.57	271.18	31.29	239.41	14.63	269.31	0.79	269.84	-1.37	270.73	6.11	250.5	3.19	272.07
381238	-0.07	269.57	-2.78	271.31	31.12	239.63	14.38	269.32	0.54	269.79	-1.57	270.89	6.04	250.74	2.99	271.91
381239	-0.22	269.77	-3	271.44	30.96	239.85	14.13	269.33	0.3	269.74	-1.76	271.05	5.96	250.98	2.8	271.76
381240	-0.37	269.96	-3.21	271.57	30.79	240.06	13.88	269.33	0.05	269.69	-1.95	271.21	5.89	251.22	2.6	271.61
381241	-0.53	270.16	-3.43	271.7	30.62	240.28	13.63	269.34	-0.19	269.63	-2.14	271.37	5.81	251.46	2.4	271.45
381242	-0.68	270.36	-3.64	271.83	30.45	240.49	13.38	269.35	-0.43	269.58	-2.34	271.53	5.73	251.7	2.2	271.3
381243	-0.83	270.56	-3.85	271.96	30.28	240.71	13.13	269.35	-0.68	269.53	-2.53	271.69	5.66	251.94	2.01	271.15
381244	-0.99	270.75	-4.07	272.09	30.12	240.92	12.88	269.36	-0.92	269.48	-2.72	271.85	5.58	252.18	1.81	270.99
381245	-1.14	270.95	-4.28	272.22	29.95	241.13	12.63	269.36	-1.17	269.42	-2.91	272.01	5.5	252.41	1.61	270.84
381246	-1.29	271.15	-4.5	272.35	29.78	241.35	12.38	269.37	-1.41	269.37	-3.1	272.17	5.43	252.65	1.41	270.69
381247	-1.44	271.35	-4.71	272.48	29.61	241.56	12.13	269.38	-1.66	269.32	-3.3	272.33	5.35	252.89	1.21	270.53
381248	-1.6	271.55	-4.92	272.61	29.44	241.77	11.88	269.38	-1.9	269.27	-3.49	272.49	5.27	253.13	1.02	270.38
381249	-1.75	271.74	-5.14	272.74	29.27	241.98	11.63	269.39	-2.15	269.22	-3.68	272.65	5.2	253.37	0.82	270.23
381250	-1.9	271.94	-5.35	272.87	29.1	242.19	11.38	269.4	-2.39	269.16	-3.87	272.81	5.12	253.61	0.62	270.07
381251	-2.05	272.14	-5.57	273	28.93	242.4	11.13	269.4	-2.64	269.11	-4.07	272.97	5.04	253.85	0.42	269.92
381252	-2.21	272.34	-5.78	273.13	28.75	242.6	10.88	269.41	-2.88	269.06	-4.26	273.13	4.96	254.09	0.23	269.77
381253	-2.36	272.54	-5.99	273.26	28.58	242.81	10.63	269.41	-3.12	269.01	-4.45	273.29	4.89	254.33	0.03	269.61
381254	-2.51	272.74	-6.21	273.39	28.41	243.02	10.38	269.42	-3.37	268.95	-4.64	273.45	4.81	254.56	-0.17	269.46
381255	-2.67	272.93	-6.42	273.52	28.24	243.22	10.13	269.43	-3.61	268.9	-4.83	273.61	4.73	254.8	-0.37	269.31
