Zeit [min]	Barrow Azimuth [Deg]	Barrow Altitude [Deg]	Denver Azimuth [Deg]	Denver Altitude [Deg]	Kaxgar Azimuth [Deg]	Kaxgar Altitude [Deg]	Lima Azimuth [Deg]	Lima Altitude [Deg]	Melbourne Azimuth [Deg]	Melbourne Altitude [Deg]	Potsdam Azimuth [Deg]	Potsdam Altitude [Deg]	Shanghai Azimuth [Deg]	Shanghai Altitude [Deg]	Singapur Azimuth [Deg]	Singapur Altitude [Deg]
381123	222.346	14.698	252.145	21.166	207.994	47.682	277.464	28.813	291.96	24.905	246.242	18.015	256.328	22.491	269.571	43.58
381124	222.598	14.644	252.327	20.983	208.339	47.591	277.395	28.571	291.773	24.721	246.46	17.876	256.478	22.283	269.579	43.33
381125	222.85	14.59	252.509	20.8	208.684	47.499	277.326	28.328	291.587	24.538	246.677	17.736	256.627	22.075	269.586	43.08
381126	223.102	14.535	252.691	20.617	209.027	47.406	277.257	28.086	291.401	24.353	246.895	17.595	256.777	21.867	269.594	42.83
381127	223.354	14.48	252.872	20.433	209.368	47.312	277.189	27.843	291.216	24.169	247.111	17.455	256.926	21.658	269.601	42.58
381128	223.606	14.425	253.053	20.249	209.709	47.217	277.121	27.6	291.031	23.984	247.328	17.314	257.074	21.45	269.609	42.33
381129	223.858	14.37	253.233	20.065	210.049	47.121	277.053	27.358	290.847	23.8	247.544	17.173	257.222	21.241	269.616	42.08
381130	224.109	14.314	253.413	19.881	210.387	47.023	276.986	27.115	290.664	23.615	247.76	17.032	257.37	21.033	269.624	41.83
381131	224.361	14.258	253.592	19.697	210.724	46.925	276.919	26.872	290.481	23.429	247.976	16.891	257.517	20.824	269.631	41.58
381132	224.612	14.202	253.772	19.512	211.059	46.826	276.852	26.629	290.298	23.244	248.191	16.749	257.663	20.615	269.639	41.33
381133	224.863	14.146	253.95	19.328	211.394	46.726	276.786	26.387	290.116	23.058	248.406	16.608	257.81	20.406	269.646	41.08
381134	225.114	14.089	254.129	19.143	211.727	46.625	276.719	26.144	289.935	22.872	248.62	16.466	257.956	20.197	269.653	40.83
381135	225.365	14.032	254.307	18.958	212.059	46.523	276.654	25.901	289.754	22.686	248.835	16.323	258.102	19.987	269.66	40.58
381136	225.616	13.975	254.484	18.773	212.39	46.42	276.588	25.658	289.573	22.5	249.049	16.181	258.247	19.778	269.668	40.331
381137	225.867	13.917	254.661	18.588	212.72	46.317	276.523	25.415	289.393	22.313	249.262	16.038	258.392	19.569	269.675	40.081
381138	226.117	13.86	254.838	18.402	213.048	46.212	276.458	25.172	289.214	22.126	249.476	15.896	258.536	19.359	269.682	39.831
381139	226.368	13.802	255.015	18.217	213.375	46.106	276.393	24.929	289.035	21.939	249.689	15.753	258.68	19.149	269.689	39.581
381140	226.618	13.744	255.191	18.031	213.701	45.999	276.328	24.686	288.856	21.752	249.902	15.609	258.824	18.94	269.696	39.331
381141	226.868	13.685	255.366	17.845	214.025	45.892	276.264	24.443	288.678	21.565	250.114	15.466	258.968	18.73	269.703	39.081
381142	227.118	13.627	255.542	17.659	214.349	45.783	276.2	24.2	288.5	21.377	250.327	15.322	259.111	18.52	269.71	38.831
381143	227.368	13.568	255.717	17.473	214.671	45.674	276.136	23.957	288.323	21.19	250.539	15.179	259.253	18.309	269.717	38.581
381144	227.618	13.509	255.891	17.287	214.991	45.564	276.073	23.714	288.147	21.002	250.75	15.035	259.396	18.099	269.724	38.331
381145	227.868	13.45	256.066	17.1	215.311	45.453	276.01	23.47	287.97	20.814	250.962	14.89	259.538	17.889	269.731	38.081
381146	228.118	13.39	256.24	16.914	215.629	45.341	275.947	23.227	287.795	20.625	251.173	14.746	259.68	17.679	269.737	37.831
381147	228.367	13.33	256.413	16.727	215.946	45.228	275.884	22.984	287.619	20.437	251.384	14.602	259.821	17.468	269.744	37.581
381148	228.616	13.27	256.586	16.54	216.262	45.114	275.821	22.741	287.444	20.248	251.594	14.457	259.962	17.257	269.751	37.331
381149	228.866	13.21	256.759	16.353	216.577	45	275.759	22.497	287.27	20.059	251.805	14.312	260.103	17.047	269.758	37.082
381150	229.115	13.149	256.932	16.166	216.89	44.884	275.697	22.254	287.096	19.87	252.015	14.167	260.244	16.836	269.764	36.832
381151	229.364	13.089	257.104	15.979	217.202	44.768	275.635	22.011	286.922	19.681	252.224	14.022	260.384	16.625	269.771	36.582
381152	229.613	13.028	257.276	15.791	217.513	44.651	275.574	21.767	286.749	19.491	252.434	13.876	260.524	16.414	269.778	36.332
381153	229.861	12.967	257.448	15.604	217.822	44.533	275.512	21.524	286.576	19.302	252.643	13.731	260.663	16.203	269.784	36.082
381154	230.11	12.905	257.62	15.416	218.13	44.414	275.451	21.281	286.404	19.112	252.852	13.585	260.803	15.992	269.791	35.832
381155	230.359	12.844	257.791	15.228	218.438	44.295	275.39	21.037	286.232	18.922	253.061	13.439	260.942	15.781	269.797	35.582
381156	230.607	12.782	257.961	15.04	218.743	44.174	275.33	20.794	286.061	18.732	253.269	13.293	261.081	15.57	269.804	35.332
381157	230.855	12.72	258.132	14.852	219.048	44.053	275.269	20.55	285.889	18.542	253.478	13.147	261.219	15.358	269.81	35.082
381158	231.103	12.657	258.302	14.664	219.351	43.931	275.209	20.307	285.719	18.351	253.686	13	261.357	15.147	269.817	34.832
381159	231.351	12.595	258.472	14.476	219.653	43.808	275.149	20.063	285.548	18.161	253.894	12.854	261.495	14.935	269.823	34.582
381160	231.599	12.532	258.642	14.288	219.954	43.685	275.089	19.82	285.378	17.97	254.101	12.707	261.633	14.724	269.829	34.332
381161	231.847	12.469	258.811	14.099	220.254	43.56	275.029	19.576	285.209	17.779	254.309	12.56	261.77	14.512	269.836	34.082
381162	232.095	12.406	258.98	13.911	220.552	43.435	274.97	19.332	285.039	17.588	254.516	12.413	261.908	14.3	269.842	33.832
381163	232.342	12.343	259.149	13.722	220.849	43.309	274.91	19.089	284.871	17.397	254.723	12.266	262.045	14.088	269.848	33.583
381164	232.59	12.279	259.318	13.533	221.145	43.183	274.851	18.845	284.702	17.206	254.929	12.119	262.181	13.877	269.854	33.333
381165	232.837	12.216	259.486	13.344	221.44	43.056	274.792	18.601	284.534	17.014	255.136	11.972	262.318	13.665	269.86	33.083
381166	233.084	12.152	259.654	13.155	221.733	42.927	274.734	18.358	284.366	16.823	255.342	11.824	262.454	13.453	269.866	32.833
381167	233.332	12.087	259.822	12.966	222.026	42.799	274.675	18.114	284.199	16.631	255.548	11.676	262.59	13.241	269.873	32.583
381168	233.579	12.023	259.99	12.777	222.317	42.669	274.617	17.87	284.032	16.439	255.754	11.529	262.726	13.028	269.879	32.333
381169	233.825	11.958	260.157	12.588	222.606	42.539	274.558	17.627	283.865	16.247	255.959	11.381	262.861	12.816	269.885	32.083
381170	234.072	11.894	260.324	12.398	222.895	42.408	274.5	17.383	283.698	16.055	256.165	11.232	262.997	12.604	269.89	31.833
381171	234.319	11.829	260.491	12.209	223.183	42.276	274.442	17.139	283.532	15.862	256.37	11.084	263.132	12.392	269.896	31.583
381172	234.565	11.763	260.658	12.019	223.469	42.144	274.385	16.895	283.367	15.67	256.575	10.936	263.267	12.179	269.902	31.333
381173	234.812	11.698	260.824	11.829	223.754	42.01	274.327	16.651	283.201	15.477	256.78	10.787	263.401	11.967	269.908	31.083
381174	235.058	11.632	260.99	11.64	224.038	41.877	274.27	16.408	283.036	15.285	256.984	10.639	263.536	11.754	269.913	30.833
381175	235.304	11.567	261.156	11.45	224.321	41.742	274.212	16.164	282.871	15.092	257.188	10.49	263.67	11.542	269.919	30.583
381176	235.55	11.501	261.322	11.26	224.602	41.607	274.155	15.92	282.707	14.899	257.393	10.341	263.804	11.329	269.924	30.333
381177	235.796	11.434	261.488	11.07	224.882	41.471	274.098	15.676	282.542	14.706	257.597	10.192	263.938	11.116	269.93	30.084
381178	236.042	11.368	261.653	10.88	225.162	41.335	274.041	15.432	282.378	14.512	257.801	10.043	264.072	10.903	269.935	29.834
381179	236.288	11.301	261.818	10.689	225.44	41.197	273.985	15.188	282.215	14.319	258.004	9.894	264.205	10.691	269.94	29.584
381180	236.534	11.235	261.983	10.499	225.717	41.06	273.928	14.944	282.052	14.126	258.208	9.745	264.339	10.478	269.944	29.334
381181	236.779	11.168	262.148	10.309	225.992	40.921	273.872	14.7	281.889	13.932	258.411	9.595	264.472	10.265	269.948	29.084
381182	237.025	11.1	262.312	10.118	226.267	40.782	273.816	14.456	281.726	13.738	258.614	9.446	264.605	10.052	269.952	28.834
381183	237.27	11.033	262.477	9.928	226.54	40.642	273.76	14.212	281.563	13.545	258.817	9.296	264.738	9.839	269.956	28.584
381184	237.515	10.966	262.641	9.737	226.813	40.502	273.704	13.968	281.401	13.351	259.02	9.146	264.871	9.626	269.959	28.334
381185	237.76	10.898	262.805	9.547	227.084	40.361	273.648	13.724	281.239	13.157	259.222	8.996	265.003	9.413	269.961	28.084
381186	238.005	10.83	262.969	9.356	227.354	40.219	273.592	13.48	281.078	12.962	259.425	8.846	265.136	9.2	269.962	27.834
381187	238.25	10.762	263.133	9.165	227.623	40.077	273.536	13.236	280.916	12.768	259.627	8.696	265.268	8.987	270.038	27.584
381188	238.495	10.694	263.296	8.974	227.89	39.934	273.481	12.992	280.755	12.574	259.829	8.546	265.4	8.773	270.039	27.334
381189	238.739	10.625	263.459	8.784	228.157	39.791	273.426	12.748	280.594	12.379	260.031	8.396	265.532	8.56	270.04	27.084
381190	238.984	10.557	263.623	8.593	228.423	39.647	273.37	12.504	280.433	12.185	260.233	8.246	265.664	8.347	270.042	26.834
381191	239.228	10.488	263.786	8.402	228.687	39.502	273.315	12.26	280.273	11.99	260.435	8.095	265.796	8.134	270.045	26.585
381192	239.473	10.419	263.949	8.21	228.951	39.357	273.26	12.015	280.113	11.795	260.636	7.945	265.927	7.92	270.049	26.335
381193	239.717	10.35	264.111	8.019	229.213	39.211	273.205	11.771	279.953	11.601	260.838	7.794	266.059	7.707	270.053	26.085
381194	239.961	10.281	264.274	7.828	229.474	39.064	273.151	11.527	279.793	11.406	261.039	7.643	266.19	7.493	270.057	25.835
381195	240.205	10.211	264.436	7.637	229.734	38.917	273.096	11.283	279.634	11.211	261.24	7.493	266.321	7.28	270.062	25.585
381196	240.449	10.141	264.599	7.446	229.993	38.77	273.041	11.039	279.475	11.015	261.441	7.342	266.452	7.067	270.066	25.335
381197	240.693	10.072	264.761	7.254	230.252	38.622	272.987	10.795	279.316	10.82	261.642	7.191	266.583	6.853	270.071	25.085
381198	240.937	10.002	264.923	7.063	230.509	38.473	272.933	10.55	279.157	10.625	261.843	7.04	266.714	6.639	270.076	24.835
381199	241.18	9.931	265.085	6.871	230.764	38.324	272.878	10.306	278.998	10.429	262.044	6.889	266.845	6.426	270.081	24.585
381200	241.424	9.861	265.247	6.68	231.019	38.174	272.824	10.062	278.84	10.234	262.244	6.738	266.976	6.212	270.087	24.335
381201	241.667	9.791	265.408	6.488	231.273	38.024	272.77	9.818	278.682	10.038	262.445	6.586	267.106	5.999	270.092	24.085
381202	241.911	9.72	265.57	6.297	231.526	37.873	272.716	9.573	278.524	9.843	262.645	6.435	267.237	5.785	270.097	23.835
381203	242.154	9.649	265.732	6.105	231.778	37.722	272.662	9.329	278.366	9.647	262.845	6.284	267.367	5.571	270.103	23.585
381204	242.397	9.578	265.893	5.913	232.029	37.57	272.608	9.085	278.208	9.451	263.045	6.132	267.497	5.358	270.108	23.335
381205	242.64	9.507	266.054	5.722	232.278	37.417	272.555	8.841	278.051	9.255	263.245	5.981	267.628	5.144	270.114	23.086
381206	242.883	9.436	266.215	5.53	232.527	37.264	272.501	8.596	277.894	9.059	263.445	5.829	267.758	4.93	270.119	22.836
381207	243.126	9.365	266.376	5.338	232.775	37.111	272.448	8.352	277.737	8.863	263.645	5.678	267.888	4.716	270.124	22.586
381208	243.368	9.293	266.537	5.146	233.022	36.957	272.394	8.108	277.58	8.667	263.844	5.526	268.018	4.503	270.13	22.336
381209	243.611	9.221	266.698	4.955	233.267	36.803	272.341	7.863	277.423	8.471	264.044	5.374	268.148	4.289	270.135	22.086
381210	243.854	9.149	266.859	4.763	233.512	36.648	272.287	7.619	277.267	8.275	264.243	5.222	268.278	4.075	270.141	21.836
381211	244.096	9.077	267.02	4.571	233.756	36.492	272.234	7.375	277.11	8.078	264.443	5.07	268.407	3.861	270.147	21.586
381212	244.338	9.005	267.18	4.379	233.999	36.337	272.181	7.13	276.954	7.882	264.642	4.919	268.537	3.647	270.152	21.336
381213	244.581	8.933	267.341	4.187	234.241	36.18	272.128	6.886	276.798	7.685	264.841	4.767	268.667	3.434	270.158	21.086
381214	244.823	8.86	267.502	3.995	234.482	36.023	272.075	6.641	276.642	7.489	265.04	4.615	268.797	3.22	270.163	20.836
381215	245.065	8.788	267.662	3.803	234.722	35.866	272.022	6.397	276.487	7.292	265.239	4.463	268.926	3.006	270.169	20.586
381216	245.307	8.715	267.822	3.611	234.961	35.708	271.969	6.153	276.331	7.096	265.438	4.31	269.056	2.792	270.174	20.336
381217	245.549	8.642	267.983	3.419	235.199	35.55	271.916	5.908	276.176	6.899	265.637	4.158	269.185	2.578	270.18	20.086
381218	245.791	8.569	268.143	3.227	235.436	35.391	271.863	5.664	276.02	6.702	265.836	4.006	269.315	2.364	270.186	19.837
381219	246.032	8.496	268.303	3.035	235.672	35.232	271.811	5.42	275.865	6.505	266.035	3.854	269.444	2.15	270.191	19.587
381220	246.274	8.423	268.463	2.843	235.907	35.073	271.758	5.175	275.71	6.309	266.234	3.702	269.574	1.936	270.197	19.337
381221	246.515	8.349	268.624	2.65	236.142	34.912	271.705	4.931	275.555	6.112	266.432	3.549	269.703	1.723	270.202	19.087
381222	246.757	8.276	268.784	2.458	236.375	34.752	271.653	4.686	275.401	5.915	266.631	3.397	269.833	1.509	270.208	18.837
381223	246.998	8.202	268.944	2.266	236.608	34.591	271.6	4.442	275.246	5.718	266.829	3.245	269.962	1.295	270.213	18.587
381224	247.239	8.128	269.104	2.074	236.84	34.43	271.548	4.197	275.091	5.52	267.028	3.092	270.091	1.081	270.219	18.337
381225	247.481	8.054	269.264	1.882	237.07	34.268	271.495	3.953	274.937	5.323	267.226	2.94	270.221	0.867	270.225	18.087
381226	247.722	7.98	269.424	1.69	237.3	34.106	271.443	3.708	274.783	5.126	267.425	2.788	270.35	0.653	270.23	17.837
381227	247.963	7.906	269.584	1.497	237.53	33.943	271.39	3.464	274.628	4.929	267.623	2.635	270.48	0.439	270.236	17.587
381228	248.204	7.831	269.743	1.305	237.758	33.78	271.338	3.22	274.474	4.732	267.821	2.483	270.609	0.225	270.241	17.337
381229	248.445	7.757	269.903	1.113	237.985	33.617	271.286	2.975	274.32	4.534	268.02	2.33	270.709	0.059	270.247	17.087
381230	248.685	7.682	270.063	0.921	238.212	33.453	271.234	2.731	274.166	4.337	268.218	2.178	90	0	270.253	16.837
381231	248.926	7.607	270.223	0.729	238.437	33.289	271.181	2.486	274.013	4.14	268.416	2.025	90	0	270.258	16.587
381232	249.167	7.533	270.383	0.537	238.662	33.124	271.129	2.242	273.859	3.942	268.614	1.873	90	0	270.264	16.338
381233	249.407	7.458	270.543	0.344	238.886	32.959	271.077	1.997	273.705	3.745	268.812	1.72	90	0	270.269	16.088
381234	249.648	7.383	270.703	0.152	239.109	32.794	271.025	1.753	273.552	3.547	269.01	1.567	90	0	270.275	15.838
381235	249.888	7.307	270.806	0.028	239.332	32.628	270.973	1.508	273.398	3.35	269.208	1.415	90	0	270.281	15.588
381236	250.128	7.232	90	0	239.553	32.462	270.921	1.264	273.245	3.152	269.407	1.262	90	0	270.286	15.338
381237	250.369	7.157	90	0	239.774	32.295	270.869	1.019	273.091	2.955	269.605	1.11	90	0	270.292	15.088
381238	250.609	7.081	90	0	239.994	32.128	270.817	0.775	272.938	2.757	269.803	0.957	90	0	270.297	14.838
381239	250.849	7.005	90	0	240.213	31.961	270.765	0.53	272.785	2.559	270.001	0.804	90	0	270.303	14.588
381240	251.089	6.93	90	0	240.431	31.793	270.713	0.286	272.632	2.362	270.199	0.652	90	0	270.309	14.338
381241	251.329	6.854	90	0	240.649	31.625	270.669	0.082	272.478	2.164	270.397	0.499	90	0	270.314	14.088
381242	251.569	6.778	90	0	240.866	31.457	90	0	272.325	1.966	270.595	0.347	90	0	270.32	13.838
381243	251.808	6.702	90	0	241.082	31.288	90	0	272.172	1.769	270.793	0.194	90	0	270.325	13.588
381244	252.048	6.625	90	0	241.297	31.119	90	0	272.019	1.571	270.968	0.059	90	0	270.331	13.338
381245	252.288	6.549	90	0	241.511	30.949	90	0	271.866	1.373	90	0	90	0	270.337	13.089
381246	252.527	6.473	90	0	241.725	30.78	90	0	271.713	1.175	90	0	90	0	270.342	12.839
381247	252.767	6.396	90	0	241.938	30.609	90	0	271.561	0.977	90	0	90	0	270.348	12.589
381248	253.006	6.32	90	0	242.15	30.439	90	0	271.408	0.78	90	0	90	0	270.354	12.339
381249	253.245	6.243	90	0	242.362	30.268	90	0	271.255	0.582	90	0	90	0	270.359	12.089
381250	253.485	6.166	90	0	242.573	30.097	90	0	271.102	0.384	90	0	90	0	270.365	11.839
381251	253.724	6.089	90	0	242.783	29.926	90	0	270.949	0.186	90	0	90	0	270.37	11.589
381252	253.963	6.012	90	0	242.992	29.754	90	0	270.839	0.044	90	0	90	0	270.376	11.339
381253	254.202	5.935	90	0	243.201	29.582	90	0	90	0	90	0	90	0	270.382	11.089
381254	254.441	5.858	90	0	243.409	29.409	90	0	90	0	90	0	90	0	270.387	10.839
381255	254.68	5.781	90	0	243.616	29.236	90	0	90	0	90	0	90	0	270.393	10.589
381256	254.919	5.703	90	0	243.823	29.063	90	0	90	0	90	0	90	0	270.399	10.339
381257	255.158	5.626	90	0	244.029	28.89	90	0	90	0	90	0	90	0	270.404	10.089
381258	255.397	5.548	90	0	244.234	28.716	90	0	90	0	90	0	90	0	270.41	9.84
381259	255.636	5.471	90	0	244.438	28.543	90	0	90	0	90	0	90	0	270.416	9.59
381260	255.874	5.393	90	0	244.642	28.368	90	0	90	0	90	0	90	0	270.421	9.34
381261	256.113	5.315	90	0	244.845	28.194	90	0	90	0	90	0	90	0	270.427	9.09
381262	256.351	5.238	90	0	245.048	28.019	90	0	90	0	90	0	90	0	270.433	8.84
381263	256.59	5.16	90	0	245.25	27.844	90	0	90	0	90	0	90	0	270.438	8.59
381264	256.828	5.082	90	0	245.451	27.668	90	0	90	0	90	0	90	0	270.444	8.34
381265	257.067	5.004	90	0	245.652	27.493	90	0	90	0	90	0	90	0	270.45	8.09
381266	257.305	4.925	90	0	245.852	27.317	90	0	90	0	90	0	90	0	270.455	7.84
381267	257.543	4.847	90	0	246.051	27.14	90	0	90	0	90	0	90	0	270.461	7.59
381268	257.782	4.769	90	0	246.25	26.964	90	0	90	0	90	0	90	0	270.467	7.34
381269	258.02	4.69	90	0	246.448	26.787	90	0	90	0	90	0	90	0	270.472	7.09
381270	258.258	4.612	90	0	246.646	26.61	90	0	90	0	90	0	90	0	270.478	6.84
381271	258.496	4.534	90	0	246.843	26.433	90	0	90	0	90	0	90	0	270.484	6.591
381272	258.734	4.455	90	0	247.039	26.255	90	0	90	0	90	0	90	0	270.49	6.341
381273	258.972	4.376	90	0	247.235	26.077	90	0	90	0	90	0	90	0	270.495	6.091
381274	259.21	4.298	90	0	247.43	25.899	90	0	90	0	90	0	90	0	270.501	5.841
381275	259.448	4.219	90	0	247.625	25.721	90	0	90	0	90	0	90	0	270.507	5.591
381276	259.686	4.14	90	0	247.819	25.542	90	0	90	0	90	0	90	0	270.513	5.341
381277	259.924	4.061	90	0	248.012	25.364	90	0	90	0	90	0	90	0	270.518	5.091
381278	260.162	3.982	90	0	248.205	25.185	90	0	90	0	90	0	90	0	270.524	4.841
381279	260.399	3.903	90	0	248.397	25.005	90	0	90	0	90	0	90	0	270.53	4.591
381280	260.637	3.824	90	0	248.589	24.826	90	0	90	0	90	0	90	0	270.536	4.341
381281	260.875	3.745	90	0	248.78	24.646	90	0	90	0	90	0	90	0	270.541	4.091
381282	261.112	3.666	90	0	248.971	24.466	90	0	90	0	90	0	90	0	270.547	3.841
381283	261.35	3.587	90	0	249.161	24.286	90	0	90	0	90	0	90	0	270.553	3.592
381284	261.587	3.507	90	0	249.351	24.105	90	0	90	0	90	0	90	0	270.559	3.342
381285	261.825	3.428	90	0	249.54	23.924	90	0	90	0	90	0	90	0	270.565	3.092
381286	262.062	3.349	90	0	249.728	23.744	90	0	90	0	90	0	90	0	270.571	2.842
381287	262.3	3.269	90	0	249.917	23.562	90	0	90	0	90	0	90	0	270.576	2.592
381288	262.537	3.19	90	0	250.104	23.381	90	0	90	0	90	0	90	0	270.582	2.342
381289	262.775	3.11	90	0	250.291	23.199	90	0	90	0	90	0	90	0	270.588	2.092
381290	263.012	3.031	90	0	250.478	23.018	90	0	90	0	90	0	90	0	270.594	1.842
381291	263.249	2.951	90	0	250.664	22.836	90	0	90	0	90	0	90	0	270.6	1.592
381292	263.486	2.872	90	0	250.849	22.653	90	0	90	0	90	0	90	0	270.606	1.342
381293	263.724	2.792	90	0	251.034	22.471	90	0	90	0	90	0	90	0	270.612	1.092
381294	263.961	2.712	90	0	251.219	22.288	90	0	90	0	90	0	90	0	270.618	0.842
381295	264.198	2.633	90	0	251.403	22.106	90	0	90	0	90	0	90	0	270.624	0.593
381296	264.435	2.553	90	0	251.587	21.923	90	0	90	0	90	0	90	0	270.63	0.343
381297	264.672	2.473	90	0	251.77	21.739	90	0	90	0	90	0	90	0	270.635	0.109
381298	264.909	2.393	90	0	251.953	21.556	90	0	90	0	90	0	90	0	90	0
381299	265.147	2.313	90	0	252.135	21.372	90	0	90	0	90	0	90	0	90	0
381300	265.384	2.233	90	0	252.317	21.189	90	0	90	0	90	0	90	0	90	0
381301	265.621	2.153	90	0	252.499	21.005	90	0	90	0	90	0	90	0	90	0
381302	265.858	2.074	90	0	252.679	20.82	90	0	90	0	90	0	90	0	90	0
381303	266.095	1.994	90	0	252.86	20.636	90	0	90	0	90	0	90	0	90	0
381304	266.332	1.914	90	0	253.04	20.452	90	0	90	0	90	0	90	0	90	0
381305	266.569	1.834	90	0	253.22	20.267	90	0	90	0	90	0	90	0	90	0
381306	266.806	1.754	90	0	253.399	20.082	90	0	90	0	90	0	90	0	90	0
381307	267.043	1.674	90	0	253.578	19.897	90	0	90	0	90	0	90	0	90	0
381308	267.279	1.594	90	0	253.756	19.712	90	0	90	0	90	0	90	0	90	0
381309	267.516	1.513	90	0	253.935	19.527	90	0	90	0	90	0	90	0	90	0
381310	267.753	1.433	90	0	254.112	19.341	90	0	90	0	90	0	90	0	90	0
381311	267.99	1.353	90	0	254.289	19.155	90	0	90	0	90	0	90	0	90	0
381312	268.227	1.273	90	0	254.466	18.969	90	0	90	0	90	0	90	0	90	0
381313	268.464	1.193	90	0	254.643	18.783	90	0	90	0	90	0	90	0	90	0
381314	268.701	1.113	90	0	254.819	18.597	90	0	90	0	90	0	90	0	90	0
381315	268.937	1.033	90	0	254.995	18.411	90	0	90	0	90	0	90	0	90	0
381316	269.174	0.953	90	0	255.17	18.224	90	0	90	0	90	0	90	0	90	0
381317	269.411	0.872	90	0	255.345	18.038	90	0	90	0	90	0	90	0	90	0
381318	269.648	0.792	90	0	255.52	17.851	90	0	90	0	90	0	90	0	90	0
381319	269.885	0.712	90	0	255.694	17.664	90	0	90	0	90	0	90	0	90	0
381320	270.122	0.632	90	0	255.868	17.477	90	0	90	0	90	0	90	0	90	0
381321	270.358	0.552	90	0	256.041	17.29	90	0	90	0	90	0	90	0	90	0
381322	270.595	0.472	90	0	256.215	17.102	90	0	90	0	90	0	90	0	90	0
381323	270.832	0.392	90	0	256.388	16.915	90	0	90	0	90	0	90	0	90	0
381324	271.069	0.311	90	0	256.56	16.727	90	0	90	0	90	0	90	0	90	0
381325	271.306	0.231	90	0	256.732	16.539	90	0	90	0	90	0	90	0	90	0
381326	271.542	0.151	90	0	256.904	16.352	90	0	90	0	90	0	90	0	90	0
381327	271.779	0.071	90	0	257.076	16.164	90	0	90	0	90	0	90	0	90	0
381328	271.943	0.015	90	0	257.247	15.975	90	0	90	0	90	0	90	0	90	0
381329	90	0	90	0	257.418	15.787	90	0	90	0	90	0	90	0	90	0
381330	90	0	90	0	257.589	15.599	90	0	90	0	90	0	90	0	90	0
381331	90	0	90	0	257.759	15.41	90	0	90	0	90	0	90	0	90	0
381332	90	0	90	0	257.929	15.221	90	0	90	0	90	0	90	0	90	0
381333	90	0	90	0	258.099	15.033	90	0	90	0	90	0	90	0	90	0
381334	90	0	90	0	258.268	14.844	90	0	90	0	90	0	90	0	90	0
381335	90	0	90	0	258.438	14.655	90	0	90	0	90	0	90	0	90	0
381336	90	0	90	0	258.606	14.466	90	0	90	0	90	0	90	0	90	0
381337	90	0	90	0	258.775	14.276	90	0	90	0	90	0	90	0	90	0
381338	90	0	90	0	258.943	14.087	90	0	90	0	90	0	90	0	90	0
381339	90	0	90	0	259.112	13.898	90	0	90	0	90	0	90	0	90	0
381340	90	0	90	0	259.279	13.708	90	0	90	0	90	0	90	0	90	0
381341	90	0	90	0	259.447	13.518	90	0	90	0	90	0	90	0	90	0
381342	90	0	90	0	259.614	13.329	90	0	90	0	90	0	90	0	90	0
381343	90	0	90	0	259.781	13.139	90	0	90	0	90	0	90	0	90	0
381344	90	0	90	0	259.948	12.949	90	0	90	0	90	0	90	0	90	0
381345	90	0	90	0	260.115	12.759	90	0	90	0	90	0	90	0	90	0
381346	90	0	90	0	260.281	12.568	90	0	90	0	90	0	90	0	90	0
381347	90	0	90	0	260.447	12.378	90	0	90	0	90	0	90	0	90	0
381348	90	0	90	0	260.613	12.188	90	0	90	0	90	0	90	0	90	0
381349	90	0	90	0	260.778	11.997	90	0	90	0	90	0	90	0	90	0
381350	90	0	90	0	260.944	11.807	90	0	90	0	90	0	90	0	90	0
381351	90	0	90	0	261.109	11.616	90	0	90	0	90	0	90	0	90	0
381352	90	0	90	0	261.274	11.426	90	0	90	0	90	0	90	0	90	0
381353	90	0	90	0	261.439	11.235	90	0	90	0	90	0	90	0	90	0
381354	90	0	90	0	261.603	11.044	90	0	90	0	90	0	90	0	90	0
381355	90	0	90	0	261.767	10.853	90	0	90	0	90	0	90	0	90	0
381356	90	0	90	0	261.931	10.662	90	0	90	0	90	0	90	0	90	0
381357	90	0	90	0	262.095	10.471	90	0	90	0	90	0	90	0	90	0
381358	90	0	90	0	262.259	10.28	90	0	90	0	90	0	90	0	90	0
381359	90	0	90	0	262.423	10.088	90	0	90	0	90	0	90	0	90	0
381360	90	0	90	0	262.586	9.897	90	0	90	0	90	0	90	0	90	0
381361	90	0	90	0	262.749	9.706	90	0	90	0	90	0	90	0	90	0
381362	90	0	90	0	262.912	9.514	90	0	90	0	90	0	90	0	90	0
381363	90	0	90	0	263.075	9.322	90	0	90	0	90	0	90	0	90	0
381364	90	0	90	0	263.238	9.131	90	0	90	0	90	0	90	0	90	0
381365	90	0	90	0	263.4	8.939	90	0	90	0	90	0	90	0	90	0
381366	90	0	90	0	263.563	8.747	90	0	90	0	90	0	90	0	90	0
381367	90	0	90	0	263.725	8.556	90	0	90	0	90	0	90	0	90	0
381368	90	0	90	0	263.887	8.364	90	0	90	0	90	0	90	0	90	0
381369	90	0	90	0	264.049	8.172	90	0	90	0	90	0	90	0	90	0
381370	90	0	90	0	264.21	7.98	90	0	90	0	90	0	90	0	90	0
381371	90	0	90	0	264.372	7.788	90	0	90	0	90	0	90	0	90	0
381372	90	0	90	0	264.533	7.596	90	0	90	0	90	0	90	0	90	0
381373	90	0	90	0	264.695	7.404	90	0	90	0	90	0	90	0	90	0
381374	90	0	90	0	264.856	7.211	90	0	90	0	90	0	90	0	90	0
381375	90	0	90	0	265.017	7.019	90	0	90	0	90	0	90	0	90	0
