Zeit [min]	Barrow Azimuth [Deg]	Barrow Altitude [Deg]	Denver Azimuth [Deg]	Denver Altitude [Deg]	Kaxgar Azimuth [Deg]	Kaxgar Altitude [Deg]	Lima Azimuth [Deg]	Lima Altitude [Deg]	Melbourne Azimuth [Deg]	Melbourne Altitude [Deg]	Potsdam Azimuth [Deg]	Potsdam Altitude [Deg]	Shanghai Azimuth [Deg]	Shanghai Altitude [Deg]	Singapur Azimuth [Deg]	Singapur Altitude [Deg]
298863	170.661	37.897	214.908	66.296	119.078	57.294	339.445	56.497	350.159	32.33	200.446	55.707	233.353	71.8	6.199	71.858
298864	170.959	37.91	215.424	66.185	119.384	57.463	339.048	56.41	349.883	32.296	200.853	55.653	233.866	71.628	5.446	71.884
298865	171.258	37.923	215.937	66.073	119.693	57.631	338.653	56.322	349.608	32.261	201.259	55.598	234.371	71.455	4.69	71.906
298866	171.556	37.935	216.445	65.959	120.004	57.798	338.261	56.232	349.332	32.224	201.664	55.543	234.868	71.28	3.933	71.924
298867	171.855	37.946	216.95	65.845	120.317	57.965	337.87	56.141	349.057	32.187	202.069	55.486	235.357	71.105	3.174	71.94
298868	172.154	37.957	217.45	65.728	120.633	58.131	337.481	56.048	348.782	32.149	202.472	55.428	235.837	70.928	2.415	71.952
298869	172.452	37.968	217.946	65.611	120.952	58.297	337.095	55.953	348.507	32.11	202.874	55.369	236.31	70.751	1.654	71.961
298870	172.751	37.978	218.439	65.492	121.272	58.462	336.711	55.858	348.233	32.07	203.275	55.309	236.776	70.573	0.892	71.967
298871	173.05	37.988	218.927	65.372	121.596	58.627	336.329	55.76	347.959	32.03	203.675	55.249	237.234	70.393	0.131	71.969
298872	173.349	37.998	219.411	65.251	121.922	58.791	335.949	55.661	347.685	31.988	204.074	55.187	237.685	70.213	359.369	71.968
298873	173.648	38.007	219.891	65.128	122.251	58.954	335.571	55.561	347.412	31.945	204.472	55.124	238.128	70.032	358.607	71.963
298874	173.947	38.015	220.367	65.004	122.582	59.117	335.195	55.459	347.139	31.902	204.869	55.06	238.565	69.849	357.846	71.956
298875	174.246	38.024	220.838	64.879	122.916	59.28	334.822	55.356	346.866	31.857	205.264	54.996	238.995	69.667	357.086	71.944
298876	174.546	38.032	221.306	64.753	123.253	59.441	334.451	55.251	346.594	31.812	205.659	54.93	239.419	69.483	356.327	71.93
298877	174.845	38.039	221.771	64.625	123.592	59.602	334.082	55.145	346.322	31.765	206.052	54.864	239.836	69.298	355.569	71.912
298878	175.144	38.046	222.231	64.497	123.935	59.763	333.715	55.037	346.05	31.718	206.444	54.796	240.246	69.113	354.813	71.892
298879	175.443	38.053	222.687	64.367	124.28	59.923	333.351	54.928	345.779	31.67	206.835	54.728	240.651	68.927	354.059	71.867
298880	175.743	38.059	223.139	64.236	124.628	60.082	332.989	54.818	345.508	31.621	207.225	54.658	241.049	68.74	353.307	71.84
298881	176.042	38.064	223.588	64.104	124.979	60.24	332.629	54.706	345.237	31.571	207.614	54.588	241.442	68.552	352.558	71.809
298882	176.342	38.07	224.033	63.971	125.333	60.398	332.271	54.593	344.967	31.52	208.002	54.517	241.829	68.364	351.811	71.775
298883	176.641	38.075	224.474	63.837	125.69	60.555	331.916	54.478	344.697	31.468	208.388	54.445	242.21	68.175	351.067	71.738
298884	176.941	38.079	224.911	63.702	126.049	60.712	331.563	54.363	344.428	31.416	208.773	54.372	242.586	67.986	350.326	71.697
298885	177.24	38.083	225.344	63.566	126.412	60.867	331.212	54.246	344.159	31.362	209.158	54.298	242.956	67.796	349.589	71.654
298886	177.54	38.087	225.774	63.428	126.778	61.022	330.864	54.127	343.89	31.307	209.54	54.223	243.321	67.605	348.856	71.607
298887	177.839	38.09	226.2	63.29	127.147	61.176	330.517	54.007	343.622	31.252	209.922	54.147	243.681	67.413	348.126	71.557
298888	178.139	38.093	226.622	63.151	127.52	61.33	330.174	53.886	343.354	31.196	210.302	54.071	244.036	67.221	347.401	71.504
298889	178.438	38.095	227.041	63.011	127.895	61.483	329.832	53.764	343.087	31.139	210.682	53.993	244.386	67.029	346.68	71.448
298890	178.738	38.097	227.457	62.87	128.274	61.634	329.493	53.641	342.82	31.081	211.06	53.915	244.731	66.836	345.964	71.389
298891	179.038	38.099	227.868	62.728	128.656	61.786	329.156	53.516	342.554	31.022	211.436	53.836	245.072	66.642	345.252	71.327
298892	179.337	38.1	228.276	62.585	129.041	61.936	328.821	53.39	342.287	30.962	211.812	53.756	245.407	66.448	344.545	71.262
298893	179.637	38.101	228.681	62.441	129.43	62.085	328.488	53.263	342.022	30.901	212.186	53.675	245.739	66.253	343.844	71.194
298894	179.937	38.101	229.083	62.296	129.822	62.234	328.158	53.134	341.757	30.84	212.559	53.593	246.066	66.058	343.148	71.123
298895	180.236	38.101	229.48	62.15	130.217	62.382	327.83	53.005	341.492	30.778	212.931	53.511	246.388	65.862	342.457	71.049
298896	180.536	38.1	229.875	62.004	130.616	62.529	327.505	52.874	341.228	30.714	213.302	53.427	246.707	65.666	341.772	70.972
298897	180.836	38.099	230.266	61.856	131.018	62.675	327.182	52.742	340.964	30.65	213.671	53.343	247.021	65.469	341.092	70.893
298898	181.135	38.098	230.654	61.708	131.424	62.82	326.861	52.609	340.7	30.585	214.039	53.258	247.332	65.272	340.419	70.81
298899	181.435	38.096	231.039	61.559	131.833	62.964	326.542	52.475	340.437	30.519	214.406	53.172	247.638	65.074	339.751	70.725
298900	181.734	38.094	231.42	61.409	132.246	63.108	326.225	52.339	340.175	30.453	214.771	53.086	247.941	64.876	339.09	70.637
298901	182.034	38.091	231.798	61.259	132.663	63.25	325.911	52.203	339.913	30.385	215.136	52.998	248.24	64.678	338.434	70.547
298902	182.334	38.088	232.173	61.107	133.083	63.391	325.599	52.065	339.651	30.317	215.499	52.91	248.535	64.479	337.785	70.453
298903	182.633	38.085	232.545	60.955	133.507	63.532	325.289	51.926	339.39	30.248	215.86	52.821	248.826	64.279	337.143	70.358
298904	182.933	38.081	232.914	60.802	133.935	63.671	324.982	51.787	339.13	30.177	216.221	52.731	249.114	64.08	336.507	70.259
298905	183.232	38.077	233.28	60.649	134.366	63.81	324.677	51.646	338.87	30.107	216.58	52.641	249.399	63.88	335.877	70.158
298906	183.532	38.072	233.643	60.494	134.801	63.947	324.374	51.504	338.61	30.035	216.938	52.55	249.68	63.679	335.255	70.055
298907	183.831	38.067	234.002	60.339	135.24	64.084	324.073	51.361	338.351	29.962	217.294	52.457	249.958	63.479	334.638	69.949
298908	184.131	38.061	234.359	60.183	135.683	64.219	323.774	51.217	338.093	29.889	217.65	52.365	250.233	63.277	334.029	69.841
298909	184.43	38.055	234.713	60.027	136.13	64.353	323.478	51.072	337.835	29.815	218.004	52.271	250.504	63.076	333.426	69.73
298910	184.729	38.049	235.064	59.869	136.581	64.486	323.184	50.926	337.577	29.739	218.357	52.177	250.773	62.874	332.83	69.617
298911	185.029	38.042	235.412	59.712	137.035	64.619	322.892	50.779	337.32	29.664	218.708	52.082	251.038	62.672	332.241	69.502
298912	185.328	38.035	235.757	59.553	137.494	64.75	322.602	50.631	337.063	29.587	219.058	51.986	251.301	62.47	331.659	69.385
298913	185.627	38.027	236.1	59.394	137.956	64.879	322.314	50.482	336.807	29.509	219.407	51.889	251.56	62.267	331.084	69.265
298914	185.926	38.019	236.439	59.234	138.423	65.008	322.029	50.332	336.552	29.431	219.755	51.792	251.817	62.064	330.515	69.143
298915	186.225	38.011	236.776	59.074	138.894	65.135	321.745	50.181	336.297	29.352	220.102	51.694	252.071	61.86	329.954	69.019
298916	186.524	38.002	237.111	58.912	139.368	65.262	321.464	50.029	336.043	29.272	220.447	51.596	252.322	61.657	329.399	68.893
298917	186.823	37.992	237.442	58.751	139.847	65.387	321.185	49.876	335.789	29.191	220.791	51.496	252.57	61.453	328.851	68.764
298918	187.122	37.983	237.771	58.589	140.33	65.511	320.908	49.722	335.535	29.11	221.133	51.396	252.816	61.248	328.31	68.634
298919	187.421	37.972	238.098	58.426	140.817	65.633	320.633	49.568	335.283	29.027	221.475	51.295	253.059	61.044	327.776	68.502
298920	187.72	37.962	238.422	58.262	141.309	65.754	320.36	49.412	335.03	28.944	221.815	51.194	253.3	60.839	327.248	68.368
298921	188.019	37.951	238.743	58.098	141.804	65.874	320.09	49.256	334.779	28.86	222.153	51.092	253.539	60.634	326.728	68.231
298922	188.317	37.94	239.062	57.934	142.304	65.993	319.821	49.098	334.527	28.775	222.491	50.989	253.775	60.429	326.214	68.093
298923	188.616	37.928	239.378	57.769	142.808	66.111	319.554	48.94	334.277	28.69	222.827	50.886	254.008	60.223	325.707	67.953
298924	188.915	37.916	239.692	57.603	143.316	66.226	319.29	48.781	334.027	28.604	223.162	50.782	254.239	60.018	325.206	67.812
298925	189.213	37.903	240.004	57.437	143.828	66.341	319.027	48.621	333.777	28.517	223.496	50.677	254.468	59.812	324.712	67.668
298926	189.511	37.89	240.313	57.27	144.345	66.454	318.767	48.46	333.528	28.429	223.829	50.572	254.695	59.605	324.225	67.523
298927	189.81	37.876	240.62	57.103	144.866	66.566	318.508	48.299	333.28	28.34	224.16	50.466	254.92	59.399	323.744	67.376
298928	190.108	37.863	240.924	56.935	145.391	66.676	318.251	48.136	333.032	28.251	224.49	50.359	255.142	59.192	323.269	67.227
298929	190.406	37.848	241.226	56.767	145.92	66.785	317.997	47.973	332.785	28.161	224.819	50.252	255.362	58.986	322.801	67.077
298930	190.704	37.834	241.526	56.598	146.454	66.893	317.744	47.809	332.538	28.07	225.146	50.144	255.581	58.778	322.34	66.925
298931	191.002	37.818	241.824	56.429	146.992	66.999	317.494	47.644	332.292	27.978	225.473	50.035	255.797	58.571	321.884	66.772
298932	191.3	37.803	242.12	56.259	147.534	67.103	317.245	47.479	332.046	27.886	225.798	49.926	256.011	58.364	321.435	66.617
298933	191.597	37.787	242.413	56.089	148.081	67.206	316.998	47.312	331.801	27.793	226.122	49.817	256.224	58.156	320.993	66.46
298934	191.895	37.771	242.704	55.919	148.632	67.307	316.753	47.145	331.557	27.699	226.444	49.706	256.434	57.948	320.556	66.302
298935	192.193	37.754	242.993	55.748	149.187	67.407	316.51	46.977	331.313	27.604	226.766	49.596	256.643	57.74	320.125	66.143
298936	192.49	37.737	243.28	55.576	149.746	67.505	316.269	46.809	331.07	27.509	227.086	49.484	256.849	57.532	319.7	65.982
298937	192.787	37.719	243.565	55.404	150.31	67.601	316.03	46.639	330.827	27.413	227.405	49.372	257.054	57.324	319.281	65.819
298938	193.084	37.701	243.848	55.232	150.878	67.696	315.792	46.469	330.585	27.316	227.723	49.259	257.258	57.115	318.868	65.656
298939	193.382	37.683	244.129	55.059	151.45	67.789	315.557	46.298	330.344	27.218	228.039	49.146	257.459	56.906	318.461	65.49
298940	193.679	37.664	244.408	54.886	152.026	67.88	315.323	46.127	330.103	27.12	228.355	49.032	257.659	56.697	318.06	65.324
298941	193.975	37.645	244.685	54.713	152.606	67.97	315.091	45.954	329.862	27.021	228.669	48.918	257.857	56.488	317.664	65.156
298942	194.272	37.626	244.96	54.539	153.191	68.058	314.861	45.781	329.623	26.921	228.982	48.803	258.054	56.279	317.274	64.987
298943	194.569	37.606	245.233	54.364	153.779	68.144	314.632	45.608	329.383	26.821	229.294	48.688	258.249	56.07	316.889	64.817
298944	194.865	37.585	245.504	54.19	154.372	68.228	314.406	45.433	329.145	26.72	229.605	48.572	258.442	55.86	316.509	64.646
298945	195.162	37.565	245.774	54.015	154.968	68.311	314.181	45.258	328.907	26.618	229.914	48.455	258.634	55.651	316.135	64.473
298946	195.458	37.543	246.041	53.839	155.569	68.392	313.958	45.083	328.669	26.515	230.222	48.338	258.824	55.441	315.767	64.299
298947	195.754	37.522	246.307	53.663	156.173	68.471	313.737	44.906	328.433	26.412	230.53	48.221	259.013	55.231	315.403	64.125
298948	196.05	37.5	246.571	53.487	156.782	68.548	313.517	44.729	328.196	26.308	230.836	48.103	259.2	55.021	315.045	63.949
298949	196.346	37.477	246.833	53.311	157.394	68.623	313.299	44.552	327.961	26.204	231.14	47.984	259.386	54.811	314.692	63.771
298950	196.641	37.455	247.094	53.134	158.01	68.696	313.083	44.373	327.726	26.098	231.444	47.865	259.571	54.6	314.343	63.593
298951	196.937	37.432	247.353	52.957	158.629	68.767	312.868	44.194	327.491	25.992	231.747	47.746	259.754	54.39	314	63.414
298952	197.232	37.408	247.61	52.779	159.253	68.837	312.655	44.015	327.257	25.886	232.048	47.626	259.936	54.179	313.661	63.234
298953	197.528	37.384	247.865	52.601	159.88	68.904	312.444	43.835	327.024	25.778	232.349	47.505	260.117	53.969	313.328	63.052
298954	197.823	37.36	248.119	52.423	160.51	68.969	312.235	43.654	326.792	25.67	232.648	47.384	260.296	53.758	312.999	62.87
298955	198.118	37.335	248.371	52.245	161.144	69.033	312.027	43.473	326.56	25.562	232.946	47.262	260.474	53.547	312.674	62.687
298956	198.413	37.31	248.622	52.066	161.781	69.094	311.82	43.291	326.328	25.452	233.243	47.14	260.65	53.336	312.354	62.502
298957	198.707	37.284	248.871	51.887	162.421	69.154	311.615	43.108	326.097	25.342	233.539	47.018	260.826	53.125	312.039	62.317
298958	199.002	37.258	249.118	51.707	163.065	69.211	311.412	42.925	325.867	25.231	233.834	46.895	261	52.914	311.728	62.131
298959	199.296	37.232	249.364	51.528	163.712	69.266	311.211	42.741	325.637	25.12	234.127	46.771	261.173	52.702	311.422	61.944
298960	199.59	37.206	249.608	51.348	164.361	69.319	311.01	42.557	325.408	25.008	234.42	46.648	261.345	52.491	311.12	61.756
298961	199.885	37.178	249.851	51.167	165.014	69.37	310.812	42.372	325.18	24.895	234.711	46.523	261.516	52.279	310.822	61.568
298962	200.178	37.151	250.093	50.987	165.67	69.419	310.615	42.187	324.952	24.782	235.002	46.399	261.685	52.068	310.528	61.378
298963	200.472	37.123	250.333	50.806	166.328	69.466	310.419	42.001	324.725	24.668	235.291	46.273	261.854	51.856	310.239	61.188
298964	200.766	37.095	250.571	50.625	166.989	69.51	310.225	41.815	324.498	24.553	235.58	46.148	262.021	51.644	309.953	60.997
298965	201.059	37.066	250.808	50.443	167.652	69.552	310.033	41.628	324.272	24.438	235.867	46.022	262.188	51.432	309.672	60.805
298966	201.352	37.037	251.044	50.262	168.318	69.593	309.842	41.44	324.046	24.322	236.153	45.895	262.353	51.22	309.394	60.612
298967	201.645	37.008	251.278	50.08	168.986	69.631	309.652	41.252	323.821	24.206	236.438	45.768	262.517	51.008	309.12	60.418
298968	201.938	36.978	251.511	49.898	169.656	69.666	309.464	41.064	323.597	24.089	236.722	45.641	262.681	50.796	308.85	60.224
298969	202.231	36.948	251.743	49.715	170.328	69.7	309.277	40.874	323.374	23.971	237.006	45.513	262.843	50.584	308.584	60.029
298970	202.523	36.918	251.973	49.533	171.002	69.731	309.092	40.685	323.15	23.853	237.288	45.385	263.004	50.372	308.322	59.833
298971	202.816	36.887	252.202	49.35	171.678	69.76	308.908	40.495	322.928	23.734	237.569	45.256	263.165	50.159	308.063	59.637
298972	203.108	36.855	252.43	49.167	172.356	69.787	308.726	40.304	322.706	23.614	237.849	45.127	263.324	49.947	307.808	59.44
298973	203.4	36.824	252.656	48.984	173.035	69.812	308.545	40.113	322.485	23.494	238.128	44.998	263.483	49.735	307.556	59.242
298974	203.692	36.792	252.881	48.8	173.716	69.834	308.365	39.922	322.264	23.373	238.406	44.868	263.64	49.522	307.308	59.044
298975	203.983	36.759	253.105	48.616	174.398	69.854	308.187	39.73	322.044	23.252	238.683	44.738	263.797	49.309	307.063	58.844
298976	204.275	36.727	253.328	48.432	175.081	69.871	308.01	39.537	321.824	23.13	238.959	44.607	263.953	49.097	306.821	58.645
298977	204.566	36.693	253.549	48.248	175.765	69.887	307.834	39.345	321.605	23.007	239.234	44.476	264.108	48.884	306.583	58.444
298978	204.857	36.66	253.769	48.064	176.45	69.9	307.66	39.151	321.387	22.884	239.509	44.345	264.262	48.671	306.348	58.243
298979	205.148	36.626	253.989	47.879	177.135	69.911	307.487	38.957	321.169	22.76	239.782	44.213	264.415	48.458	306.116	58.042
298980	205.438	36.592	254.207	47.694	177.821	69.919	307.316	38.763	320.952	22.636	240.054	44.081	264.568	48.245	305.888	57.84
298981	205.729	36.557	254.423	47.509	178.508	69.925	307.145	38.568	320.736	22.511	240.325	43.949	264.719	48.032	305.662	57.637
298982	206.019	36.522	254.639	47.324	179.195	69.929	306.976	38.373	320.52	22.385	240.596	43.816	264.87	47.819	305.44	57.433
298983	206.309	36.487	254.854	47.138	179.882	69.931	306.808	38.178	320.304	22.259	240.865	43.683	265.02	47.606	305.22	57.229
298984	206.599	36.451	255.067	46.953	180.569	69.93	306.642	37.982	320.089	22.132	241.134	43.55	265.17	47.393	305.004	57.025
298985	206.889	36.415	255.279	46.767	181.256	69.927	306.476	37.785	319.875	22.005	241.401	43.416	265.318	47.18	304.79	56.82
298986	207.178	36.379	255.491	46.581	181.943	69.922	306.312	37.588	319.662	21.877	241.668	43.282	265.466	46.967	304.58	56.615
298987	207.467	36.342	255.701	46.395	182.629	69.914	306.149	37.391	319.449	21.749	241.934	43.147	265.613	46.753	304.372	56.409
298988	207.756	36.305	255.91	46.209	183.315	69.904	305.988	37.194	319.236	21.62	242.199	43.012	265.76	46.54	304.167	56.202
298989	208.045	36.267	256.118	46.022	184	69.892	305.827	36.995	319.024	21.491	242.463	42.877	265.906	46.327	303.964	55.995
298990	208.334	36.229	256.326	45.836	184.685	69.877	305.668	36.797	318.813	21.36	242.726	42.742	266.051	46.113	303.765	55.787
298991	208.622	36.191	256.532	45.649	185.368	69.86	305.51	36.598	318.602	21.23	242.988	42.606	266.195	45.9	303.568	55.579
298992	208.91	36.153	256.737	45.462	186.05	69.841	305.353	36.399	318.392	21.099	243.249	42.47	266.339	45.687	303.373	55.371
298993	209.198	36.114	256.941	45.275	186.731	69.819	305.198	36.199	318.182	20.967	243.51	42.333	266.482	45.473	303.181	55.162
298994	209.486	36.074	257.144	45.087	187.411	69.796	305.043	35.999	317.973	20.835	243.769	42.197	266.624	45.26	302.992	54.953
298995	209.774	36.035	257.347	44.9	188.089	69.77	304.89	35.799	317.765	20.702	244.028	42.06	266.766	45.046	302.805	54.743
298996	210.061	35.995	257.548	44.712	188.766	69.741	304.737	35.598	317.557	20.569	244.286	41.922	266.907	44.832	302.621	54.532
298997	210.348	35.954	257.748	44.525	189.441	69.711	304.586	35.397	317.35	20.435	244.543	41.785	267.048	44.619	302.439	54.322
298998	210.635	35.914	257.948	44.337	190.114	69.678	304.436	35.195	317.143	20.301	244.799	41.647	267.187	44.405	302.26	54.111
298999	210.921	35.873	258.147	44.149	190.784	69.643	304.287	34.994	316.937	20.166	245.055	41.508	267.327	44.192	302.082	53.899
299000	211.208	35.831	258.344	43.96	191.453	69.606	304.139	34.791	316.731	20.03	245.309	41.37	267.466	43.978	301.907	53.687
299001	211.494	35.79	258.541	43.772	192.12	69.566	303.992	34.589	316.526	19.895	245.563	41.231	267.604	43.764	301.735	53.475
299002	211.78	35.748	258.737	43.584	192.784	69.525	303.847	34.386	316.322	19.758	245.816	41.092	267.741	43.55	301.564	53.262
299003	212.066	35.705	258.933	43.395	193.446	69.481	303.702	34.183	316.118	19.621	246.068	40.953	267.879	43.337	301.396	53.049
299004	212.351	35.663	259.127	43.207	194.105	69.435	303.558	33.979	315.915	19.484	246.32	40.813	268.015	43.123	301.23	52.835
299005	212.637	35.619	259.32	43.018	194.761	69.387	303.416	33.775	315.712	19.346	246.57	40.673	268.151	42.909	301.066	52.621
299006	212.922	35.576	259.513	42.829	195.415	69.337	303.274	33.571	315.51	19.208	246.82	40.533	268.287	42.695	300.904	52.407
299007	213.206	35.532	259.705	42.64	196.066	69.284	303.134	33.366	315.308	19.069	247.069	40.393	268.422	42.481	300.745	52.192
299008	213.491	35.488	259.896	42.451	196.713	69.23	302.994	33.161	315.107	18.929	247.317	40.252	268.556	42.268	300.587	51.977
299009	213.775	35.444	260.087	42.261	197.358	69.173	302.856	32.956	314.906	18.789	247.565	40.111	268.69	42.054	300.431	51.762
299010	214.059	35.399	260.276	42.072	198	69.115	302.718	32.75	314.706	18.649	247.811	39.97	268.823	41.84	300.278	51.546
299011	214.343	35.354	260.465	41.883	198.638	69.054	302.582	32.544	314.507	18.508	248.057	39.829	268.956	41.626	300.126	51.33
299012	214.627	35.309	260.653	41.693	199.273	68.991	302.446	32.338	314.308	18.367	248.302	39.687	269.089	41.412	299.976	51.114
299013	214.91	35.263	260.84	41.503	199.905	68.927	302.312	32.132	314.109	18.225	248.547	39.545	269.221	41.198	299.828	50.897
299014	215.193	35.217	261.027	41.314	200.533	68.86	302.178	31.925	313.911	18.082	248.791	39.403	269.352	40.984	299.682	50.681
299015	215.476	35.171	261.213	41.124	201.157	68.791	302.046	31.718	313.714	17.94	249.034	39.261	269.483	40.77	299.538	50.463
299016	215.759	35.124	261.398	40.934	201.778	68.721	301.914	31.51	313.517	17.796	249.276	39.118	269.613	40.557	299.396	50.246
299017	216.041	35.077	261.583	40.744	202.395	68.648	301.783	31.303	313.321	17.653	249.518	38.975	269.741	40.343	299.255	50.028
299018	216.324	35.03	261.766	40.553	203.009	68.574	301.653	31.095	313.125	17.508	249.758	38.832	269.866	40.129	299.116	49.81
299019	216.606	34.982	261.949	40.363	203.618	68.497	301.524	30.886	312.93	17.364	249.999	38.689	270.052	39.915	298.979	49.591
299020	216.887	34.934	262.132	40.173	204.224	68.419	301.396	30.678	312.736	17.219	250.238	38.545	270.145	39.701	298.844	49.372
299021	217.169	34.886	262.314	39.982	204.826	68.339	301.269	30.469	312.541	17.073	250.477	38.402	270.269	39.487	298.71	49.153
299022	217.45	34.837	262.495	39.792	205.424	68.257	301.143	30.26	312.348	16.927	250.715	38.258	270.396	39.273	298.578	48.934
299023	217.731	34.788	262.675	39.601	206.018	68.173	301.018	30.05	312.155	16.781	250.952	38.113	270.523	39.059	298.447	48.714
